,Rating,Title,Content,Author Name,Date,Year
272,7.0,Fast & Furious 6 (U/A) English ---------- my Rating : ★★★½ CHASING SCENES WERE BREATHTAKING,"New movie Reviews and lots more Hot news .... LIKE THIS PAGE : English Hindi TAMIL TELUGU Facebook : Movie Review by Yunus Irshad https://www.facebook.com/YunusIrshadsMovieReviewFast & Furious 6 (U/A) English ---------- my Rating : ★★★½ CHASING SCENES WERE BREATHTAKING STRENGTHS :- * Action Sequences : were mind-blowing .... * Camera and Direction : was superb between the Car chasing sequences ..... * Background Score : plays a major role ..... * Climax : there will be a major twist .....WEAKNESSES :- * Pre and Post Interval Scenes : were boring ....... * Climax : flight scene was little unbelievable ......FINAL VERDICT :- * Overall... the movie is a clean youth entertainer was enjoyable .... next part will be a great one ... this is not the end ....Hobbs has Dom and Brian reassemble their crew in order to take down a mastermind who commands an organization of mercenary drivers across 12 countries. Payment? Full pardons for them all.Stars: Vin Diesel, Paul Walker, Dwayne Johnson | See full cast and crew",yunusitboss,2013-08-04,2013
274,10.0,Ride or Die Remember,this movie was underrated i don't know how people understand why some people got confused with this ? this was before the 3rd movie fast and furious 4 and fast and furious 5 were a bit of prequel before Han died and yeah i liked this movie this is enjoyable film and great Action Scenes and Soundtrack We Own it and Rest of My life and also i like in start with back scenes memory scenes in start with another fast and furious movies that was awesome and i liked the Dwayne Johnson in this movie i didn't had no idea why he Joined this movie in Fast and Furious ? and i like Vin Diesel i love Vin Diesel and Dwayne Johnson but Paul Walker is OK actor never become a fan of him he is not that much of action star but Vin and Dwayne are my Favorite :D and cool cars cool girls and this movie had great storyline just Beautiful i can't wait until i own the Blue ray movie of this and i luv Action scenes when Vin and Dwayne were fighting in plane that was just Action Scene and i love car chasing and tank and plane what is difference ? laughing and part when Roman driving guy saying there is Tunk is driving over my A** laughing and it's strange when Michelle Rodriguez come back in fast and furious and Resident Evil franchise and Letty is back she doesn't Remember ?? i am like where did she end up ? why did she end up going to England ? why didn't see go back to her family with Vin ? i wasn't sleep i wasn't day dreaming. i was watching movie how did she end up in England ? then after the racing scenes were are not much expect like the another fast and furious films not much of racing there is but not that much. one with Vin and Michelle getting back together after they race and i love the Gina Carino the fighter and fighting with Michelle Rodriguez in Train Station was Awesome and Plane when Vin Diesel get's car drive's threw the plane i knew he didn't die but he live ? but any way it's movie even i saw Jason Statham in end it was Awesome to see him playing as bad guy that was awesome i didn't want to see him in ending i want to see him in all movie and half of it. it doesn't matter but this movie 10/10 good movie and underrated best fast and furious franchise part ever i saw R.I.P PAUL WALKER 1973-2013,nikola17,2013-08-23,2013
276,8.0,This movie is the best yet.,No content,sidrah-harcourt,2013-09-04,2013
277,10.0,"Leave your brain at home and ENJOY THE RIDE, 'cause you will!","Im giving this one 9 out of 10! Why, you ask?The Fast and the furious franchise are well-known for their amazing action sequences. Not for their average script or kind-of-okay acting. THEY GIVE WHAT THEY PROMISE YOU!The Acting: It was okay! They really didn't need to express many emotions, besides Angry, happy, sad and... ready-to-race-ish. The actors did their job well enough. 7/10 for the actingThe story/script: The story didn't have many layers. There are some plot twists you might not expect. But you don't expect them because you probably don't care enough about the characters involved in the twists. 7/10 for the story. They did tie up the third and the fourth to this one, which I think was a pleasant surprise though.The scenery: They chose some amazing places to shot at! London, Spain, a little bit of their old house back in the USA. The movie was very well filmed! 9/10The action sequences: Wow! Amazing! The list of actors contained THE ROCK, Vin freaking diesel, but you won't find ""Mr. Gravity"" in there! They were great shot, amazing performed and the CGI was very well used. I could not have wished for better action scenes! 10/10 for sure!#tank #plane #therock #awesomeComedy: Their was some comedic relief and It actually didn't feel forced at all. It worked very well!In general: This movie delivers exactly what you're hoping for! I would pay to see it again on the big screen! 9/10 FOR SURE! Go see it as Fast as you can!P.s.: Wait till the post credit scene! It will satisfy the fans and excite the audience in general!",gangstah_vino,2013-05-25,2013
278,2.0,The plot gets thick,"By the time you see Han and his girl say that line about next is tokyo, you know it's going to roll back to the beginning of Tokyo drift, and because Han was alone in the movie, so obviously the girl friend die in this tragecly poor plot sequel of F&F.And then you realize Han's death was not of accident but murdered by mr. transporter here from out of nowhere... THIS IS HILOURISLY STUPID! I don't think I would care more about this franchise ... what an insult. Letty's pathetic survival was by all mean has no logic in it. This is cheesier than any soap opera I've seen all my life.Thank you so much to bring a period to this awesome series to trash and please put more trash cans into the next one if your intention is to praise trash anyway! still 1 star given to awesome action sequence",mixacase,2013-09-02,2013
280,10.0,"Just one word, Breathless!",No content,killferd,2013-09-21,2013
281,8.0,Not as bad as you people think.,No content,mbh42498,2013-06-15,2013
282,3.0,bullshit,No content,cheekapoppike,2013-06-24,2013
283,10.0,This is how fun movies should be,"The Fast and Furious movies are never going to be Oscar darlings but when you pay your money at the movie theater to see them you know what you're going to get and they deliver it for you. Not only are the F&F movies fun and great popcorn entertainment they don't insult your intelligence like the Transformers or Battleship type blockbusters do.Vin Diesel and Paul Walker have great chemistry together as the leads for the series. Great to see one of the original 4 characters of Michelle Rodriguez back in the fold. Her lack of presence was missing in Fast Five. Don't get me wrong Fast Five was a great movie even without her but the Brian, Dom, Mia and Letty characters make it feel like a true F&F movie. Without one of the 4 main characters it takes away from the F&F feel of the movie. That's probably why Tokyo Drift was the weakest of all the F&F movies.",Maniac-9,2013-05-28,2013
284,10.0,They get better as they come! On to number 7!,"I am a massive fan on the fast and furious films. I love them all. The first, second, third, fourth and fifth! But this sixth film... This was definitely something else. I went to the cinema to see this. It wasn't sold out but the screen was packed with people! The film was bone chilling from the very start. Literally just sat on the edge of your seat. Nail biting.. Always wondering what type of brilliant action would you get next!Once the film had finished. I was completely blown away it was that amazing! So much better than the fifth one! Even though we looked like idiots because we were the only ones who did it, me and my dad stood up after and clapped! I'd say we were both happy to spend our money to see this!Everyone who is in this film pulls off their role as a character so brilliantly! Vin diesel, Paul Walker, Dwayne Johnson, Michelle Rodrigez and all of the others! If I had a cold beer in my hand I would raise my glass to the cast of this unbelievably brilliant film!I really do recommend this to anyone who is a big fan of the fast and furious series.. Take it from a guy with experience who has been there and done that. You will be blown away by it all. The cars, the action, the storyline and even the tank.Lets all raise our glasses to Fast and Furious 7 which is released sometime next year in 2014! Can't wait for it. Absolutely buzzing!!",ferrarirocks,2013-05-30,2013
285,8.0,Love these movies,"Fast and Furious won't let you down. Even it is a 6th installment on this series it still rocks. Movie is turbo loaded popcorn entertainmet loaded with testosteroine and smell of gas. The story isn't the brightest, but that can easilly forgive because this movie is exactly what you are waiting for. Movie is full of great action scenes which are so exaggeration that you can only laugh for them. Thankfully movie doesn't take itself too seriously, you understand that at the latest when Dwayne Johnson is to be called as a sumerian Thor. With the previous movie I was hoping that next movie get it's bad guy from Jason Statham. It didn't became truth in this movie, but the end scene promises that Jason Statham will be the bad guy in next installment. Can't wait to see that. Leave your brains to cloakroom and enjoy great entertainment.",tinovalkki,2013-07-04,2013
286,5.0,A lost opportunity.,"The movie was big. It had a large scale. It had good actors and a big budget. But poor direction and bad story left it as a more than disappointing experience. The director seems to not have even the basic grasp of elementary physics. My woes arise from the many lost opportunities. There are many movies out there which have a shitty storyline, but great action to make up for it (Die Hard 5 comes to mind). But this couldn't even achieve that. The action choreography seemed to have been done by a child playing with action figures. The movie is plagued with bad dialogues and stupid attempts at comedy. Frankly, the only thing positive about the movie is the cast. Overall, it is not worth your money.",Krennex,2013-05-25,2013
287,10.0,A Scoop of Awesome with sprinkles of greatness! A topping of delicious action packed goodness!,"I was surprised by the low reviews and so much trash talk about the film. I am so HAPPY that the entire cast from Fast 5 is in the movie. Film makers and Directors don't understand how important it is for the characters to remain the same, yet grow on screen. I am LOVING how the introduced the plot- which is another Job. Not to mention sexy sexy sexy cast! I'm only 16 minutes in, but I am LOVING, LOVING, LOVING IT!! The adversary in this movie is sure to leave you hanging on the edge of your seats, while I am getting some hint of the first Batman remake with Heath Ledger, by some of the cars and stunts. This ""bad guy"" in the movie is giving the Guys of Fast & the Furious a run for their money!",jsphillips831,2013-06-18,2013
288,8.0,Extremely entertaining !!!,"Outstanding, blow of mind, awesome movie.....Vin diesel and Dwayne Johnson was incredible.. Story was way better than before.. Plot was strong.. Must watch movie. I really liked it personally.. It was worth watching from beginning till the end.. Worth spending money ;)... Cars I love cars story actually revolves around it.. Awesome techniques.. What a direction of the movie.. Ludicrous and tyrese they both acted very well in their places. They make u laugh and enjoy the movie :)... I must suggest this movie as a must watch ... Awesome awesome awesome ;) Excitement Entertaining Above all Wowwwwwwww ;) ... Fighting was great. Stunts were absolutely amazing.. Worth full movie of the month ;)",saniakhan20,2013-06-12,2013
289,8.0,Exceptional Movie With One Anachronism,No content,hdalby33,2013-08-25,2013
290,4.0,"Action-filled, badly scripted, probably enough to entertain a child...",No content,rhyskjones,2013-05-27,2013
291,8.0,A guilty pleasure.,"Everyone has something they enjoy that they really shouldn't. Lance had drugs, Tiger had women who weren't his wife and I have the F&F franchise. Thankfully my guilty pleasure won't get me into trouble, just weird looks from those who know I have zero interest in cars in real life. But that's the joy of this series: it's a souped-up fantasy with no interest in being grounded. With physics, common sense and realism all gleefully thrown out of the window, returning director Justin Lin concocts an awesome array of ludicrous vehicular set-pieces and bone- crunching fights, accompanied with tongue-in-cheek humour and amusing references to past Fast flicks. The cast know they are on a good wicket with this seemingly invincible franchise and are clearly having a blast. Vin Diesel and Paul Walker lap up the opportunity to play their most popular roles once again, Michelle Rodriguez is back in the part that made her big, Gina Carano and Luke Evans get in on the fun, whilst Dwayne ""Samoan Thor"" Johnson again commands your undivided attention as law enforcer Hobbs. If these movies aren't your thing then this sixth instalment won't change that, but if you're already a fan then you'll be in a supercharged, nitrous-oxide-injected heaven.",Troy_Campbell,2013-06-06,2013
292,10.0,My favorite movie franchise,"The F-N-F crew has struck GOLD again yet again. Man, as long as you guys keeping making these movies, I will be paying to see them, and waiting on the Blue-Ray to drop. And a lot of sequels, they don't get better, they don't get it right on the second, to even get a chance for a third, but yours do. And adding more fire power as your franchise grows is an awesome touch for then fan base! The Rock was an awesome addition. Vin and Paul, keep up the great work.... And Paul, I'm a Nissan guy too, so seeing the GTRs and those 240sx pop up time after time is all the better. Vin you need to switch from the Mopor man, LOL. F-N-F, you have a true fan for life. ""Ride Or Die""!!!",tjbroaden,2013-05-26,2013
293,10.0,Loved it!,"As great as the original Fast & Furious! High adrenaline and fast cars. Who would have guessed they would have put so much time into the storyline along with the time they put in these actor's appearances. It is a great movie for those adults & young adults who have grown up with these movies. Due to the fighting and drug cartel references not a great movie for kids. This is a movie you would want to leave the kiddos home with a babysitter as you enjoy it. Upbeat, high energy, and will leave you smiling! This is a great movie to watch with the full impact of the movie theater experience. An absolute must see! Never a dull moment!",Groovercare,2013-06-09,2013
294,1.0,Movie was terrible. Don't waste your money.,"Horrible movie. The action sequences were weak and unbelievably bad. The acting was some of the worst I have ever seen and don't even get me started on the generic repetitive storyline. Even for an action movie, this was incredibly boring. They have been milking this series so long that it's barely lactating. Please, do yourself a favor and don't watch this piece of trash movie. Only good part was after the credits.The dialogue suffers from generic lines spat out from other movies and the plot armor on the characters is so obvious that there's no tension because you already know which can and can't die. The series is so afraid of losing one of the main characters that they make all the effort to revive them just to please the crowd that is obsessed with that specific character. So many of the scenes are just unbelievably bad and ignore every single law of physics. While watching the movie, I was hoping time would speed up because there was literally nothing to look forward to in this movie. The plot didn't get better throughout the movie and felt very stale. Slow progression and overall too long.",Zetram,2013-06-08,2013
295,9.0,Brilliant!,No content,NicholasMilne,2013-06-05,2013
296,10.0,Good movie,No content,russell-360,2013-09-04,2013
297,8.0,Pedal To The Metal!,"Hell yeah!! Now this is the movie to go see in theaters!! Hearing those loud car engines roaring,screaming, and rushing makes my ears tickle in excitement!! The cars are sexy and the Toretto family is still kicking in gear in a another action pack adrenaline rush manhunt.You think the movie will start off slow but, oh no it cuts right to the chase to not leave the viewer bored. Not only its filled with action ,but good humor as well. Especially, Roman who kept the audience filled with laughter mostly every scene he is in. I loved how The Rock simply kicks so much ass even when he is standing still giving orders. Very glad to see he is in the pack again. A great character to the franchise. Vin Diesel is still the same old Vin we all knew from the previous Fast and The Furious movies ,but pairs up with The Rock which makes it even better.Very good movie you wouldn't want to miss in theaters. Also extra ending at the end of the movie will blow you away!!",SuperRev9,2013-05-27,2013
298,3.0,"Predictable, hackneyed, clichéd and canned",No content,platonicbomb,2013-05-28,2013
299,9.0,First time seeing any in series,"I had never seen any of the Fast and Furious movies and I say this one by mistake, and I am glad I did. I believe they did a good job at explain the back story for first time watchers. Will defiantly be watching the other 5! For me there was a little to much unrealistic parts but I believe that is what happens with any high budget action movie. Like I said this was my first Fast and Furious movie so I am not sure if every actor has been in every movie but I believe you can truly tell that they have an almost family like bond between the cast and even the crew. I believe that, the fact that they have this relationship with each other truly adds to the movie. Now I could be 100% wrong and they could just all hate each other and be great actors.",sweetcocoman,2013-07-11,2013
301,8.0,Best Fast ever made.,No content,amitsingh2783,2013-05-23,2013
302,10.0,Awesome movie!!!!!!!,"I don't know why people are bitching about direction of movie is bad. This movie franchise is all about cars and crazy stunts and well ya about cars. f**k the story story is secondary when we watch this fast and furious series it's all about gorgeous racing cars.. You want story go watch pearl seven borne. You don't go for story when you watch Stepup franchise all you care is freaking dance.. so to the people who did't like this movie you did't see what actually the director wanted you to look.If the movie had story primary then people would be bitching about ""there weren't enough cars in there franchise forgot what this series is all about"".get over it. Conclusion:Movies was awesome one of the best of the franchise. cars were new not seen early in any movies.cleared the tokyo drift ending connection. MUST WATCH FOR ALL fast and furious fans",saurabh2446,2013-08-25,2013
304,10.0,Fast 6,No content,shahsamir-96,2013-05-18,2013
305,2.0,Complete and utter rubbish.,"Believability of this movie is on par with XXX (Triple X). As someone already said, there is unnecessary fight between allies that no one else but them sees. The part where Vin catapults himself out of his car to catch his girlfriend is... well.. I was pretty certain such scenes died out from movies ten years ago, but no. The movie is insult to intelligence. I came to check it on IMDb expecting to see not more than 4, and finding the people value it 7.4 is just another proof you quite often can't believe IMDb rates, both high and low. Watch it with your kids if you must, but be prepared for some royal punching in your believability synapses.",tompaxy,2013-07-11,2013
309,1.0,I have no idea how it has reviewed well,No content,milburn_369,2013-06-25,2013
313,2.0,One of the worst movies. Ever.,No content,ewing24,2013-06-24,2013
317,1.0,Words cannot fathom the ridiculousness this movie is!,No content,therasmus86,2013-07-07,2013
321,1.0,"After ending world hunger, this movie would be next on my list",No content,bobalexander45,2013-06-24,2013
324,8.0,A classic Alpha Male movie,No content,thaibm,2013-05-31,2013
325,1.0,Stupidest big-budget movie ever made?? Yep.,No content,TheDevilsNotetaker,2013-07-24,2013
326,9.0,High quality movie with lots of action.,"This is a great movie. This movie grabs and holds your attention as you go for ""fast and furious"" ride with the now familiar group of guys and gals who are tough on the outside and strong and good on the inside. This is Michelle Rodriguez's best movie to date. She is a wonderful actress and delivers another great performance, and dominates her scenes. The rest of the cast is excellent too. Vin Diesel and Dwayne Johnson once again team up to create a lot of excitement. The story itself is great. It contains almost nonstop action interspersed with clever lines. The good guys are good and the bad guys are bad. Luke Evans delivers a strong performance as the lead bad guy, Shaw. Although the story is far-fetched and stretches the boundaries of plausibility, still it works, and as a result is entertaining, and for that reason alone this movie is worth watching.",PWNYCNY,2013-05-28,2013
329,1.0,I've Already Seen It,"OK, OK, I'll be honest, I haven't seen this one, but what does that matter? I saw the ""Fast & the Furious,"" & then, thanks to friends I saw ""2 Fast, 2 Furious"" & outside of the cast change, I thought I was watching the same movie.You know, the same movie.The one with Nick Cage ""Gone in 60 Seconds."" No, I'm joking, ""Gone in 60 Seconds"" was a lot better.I think I missed a few, the next one I saw was ""Tokyo Drift."" It was really ""The Fast & the Furious,"" only in Japan, with a slightly different cast.Any way you look at it, if you have seen one you have honestly seen them all. And if you have an IQ above 80, you probably hate them as much as I do.So just re-watch the first one six times. You won't know the difference.",generationofswine,2013-06-10,2013
330,8.0,Bizarro World,"Dwayne ""The Rock"" Johnson is officially the new Arnold Schwarzenegger. But more importantly, the person in charge of keeping The Rock bicep-deep in arm butter should get some Executive Producer credits and be deemed the new hardest working man in Hollywood.Under the direction of Justin Lin, ""Fast & Furious 6"" sees the return of almost everyone from ""Fast Five""; including Vin Diesel as Dominic Toretto, Paul Walker as Brian O'Conner, Dwayne Johnson as Hobbs, Jordana Brewster, Tyrese Gibson, Ludicrous, etc. as they come together for one last job...again. Also joining the crew is Gina Carano as Hobbs' assistant (and my future wife) who is apparently given free rein to go MMA on everyone she sees fit. And returning (because she's got nothing better to do) is Michelle Rodriguez, in a storyline less focused on, the better.Synopsis: Duhhhhhh.Fast cars go fast.Why the movie works: This is clearly Lin's best visual stab at the franchise yet, as he not only creates the best things-blow-up climax to come out of any of these films, but also (for the second time in a row) gives his audiences exactly what they came to see. Lin does a brilliant job of making sure there is either a car driving fast, a woman in a bikini, or the Rock giving someone the people's eyebrow and spouting off something fantastically WWE-ish, on the screen at all times. In fact, he has done so well with guiding this franchise into the realm of highly entertaining B movie fluff, that it is a wonder why he is being replaced by horror director James Wan for the upcoming ""Fast & Furious 7"".Side Note: I realize Lin did direct both ""The Fast and the Furious: Tokyo Drift"" and ""Fast & Furious"" as well, but let's be honest, those movies are better left forgotten.Final Thought: Aside from the fact that ""Fast & Furious 6"" is a tad too long, that Vin Diesel still calls what he does acting, that there is an odd body distortion phenomenon which happens when Diesel and The Rock stand next to each other and that the storyline doesn't really matter (especially the more sentimental sections) I'm not ashamed to say that I was thoroughly entertained as I walked out of the theater. And while I realize that this is a lot to look past, if you are the type to spend your hard earned money on a movie entitled ""Fast & Furious 6""; a movie which is filled with unbelievable, yet well constructed, high flying, auto-centric stunts and enough comic relief to get the casual fan through, then this installment is clearly worth watching.Written by Markus Robinson, Edited by Nicole I. Ashland Follow me on Twitter @moviesmarkus",ghost_dog86,2013-05-28,2013
332,8.0,They Got A Tank!,No content,chrysoberylz,2013-05-22,2013
333,1.0,You cannot do this as director/writer.,No content,flakerimi007,2013-06-01,2013
334,10.0,fast and furious,"I looovvveeed this movie,we were glued to our seats.Let me just say,there is a lot of eye-candy in this movie. Justin and Vin did it again, those guys...I wasn't sure about another movie,but there will be another.Really, most of the action was so new unlike so many movies out today. I am not sure who I like the most, all of the stars are excellent and we hope the girl isn't really dead. The ending,who would have expected to see Jason,there are beautiful men in this movie,OMG. I am a critic,serious movie watcher,and I love talent.This movie is not a 10,but a twelve,easy.Great job guys,and us moms, really appreciate the fact that our family's can view this together. WELL DONE FELLOWS,WELL DONE!!!!!!!!!!!!!!!!!!!!!!",parkertonea,2013-05-28,2013
335,8.0,"Ridiculous, but very entertaining",No content,neil-476,2013-05-24,2013
336,9.0,This moment. We Own It.,"At first when I heard the song ""We Own It(Wiz Khalifa ft. 2 Chainz)"" playing at the starting credits of the movie which is a collage of first 5 films, I said to myself, ""I have got my money's worth"". Fast and Furious 6 brings out an ensemble cast along with amazing action.In this movie, Hobbs(Dwayne Johnson) seeks the help of Torreto(Diesel) to catch a criminal named Shaw(Evans) by offering him to reunite him with Letty(Rodriguez) who was presumed dead. Then on its the story how Torreto assesmbles the team and takes on Shaw, along with trying his best efforts to get back Letty. The story doesn't have much to it, but its the action sequences with some nest jaw dropping moments in recent times along with one-liners, keeps you entertained. There are few over the top sequences, but Fast and Furious fans are not gonna mind that.Vin Diesel and Paul Walker, essay their roles with ease. In this part we see a lot of action from Dwayne Johnson and trust me its good. Gina Carano's fights are cool. But its Tyrese Gibson with his funny and loud-mouthed Roman Pearce who wins your hearts and a special mention to Ludicrous who has some witty dialogues.Director Justin Lin shows how genius he is at the end when he connects some missing links. Overalll Fast and Furious 6 is another super 'add-on' to one of the enthralling movie franchisees. Go and sit in the Driver's seat!",sujanfaster,2013-05-29,2013
337,5.0,SPOILERS warning,"This movie was a real fun to be if u have not watched the last one hour of the film. from a great surprising plots and great fight and chase scenes the whole thing comes to a halt and seems like we r being made fool at. how can a person jump up from a car moving 80 miles an hour across the bridge , catch a 120 lb lady in air and land on the wind screen of car without getting a single scratch on your face is like having a dream come true utterly nonsense ,stupid and ruined all the charisma and beauty of film.the last 20 minutes were like watching a cartoon movie even that could make some sense . (HAN) you are a lover and and u eat bar b q enjoying the funeral at the end thats why u r punished with at the start of credits .",mudassar_ash,2013-06-19,2013
338,9.0,One of My favorite Movie,"Will I like this kind of Movie....The Voice and Style of Van Diesel, the Power of Champ(Rock) Outstanding Movie... The F&F 6 I also liked Because the uniqueness in Style like in 6 Series they stole the whole bunch of Money Bank....And the way they carry is WOW... There's love between man and his machine (aka: shiny paint jobs on cars most of us can only afford to download images of); the love of the adrenaline (aka: there goes the neighbourhood, and the city's reconstruction budget); the love of a man with his fellow man.There's also love for the family and the urge to keep it together but most importantly to the antagonist of the movie – the love of money. These last two factors play a big role in Fast 6 (also known as Furious 6). The former of the reasons include the misleadingly deceased Letty Ortiz (Michelle Rodrigues), Dominic Toretto (Vin Diesel's) former girl- friend, turned amnesiac female muscle of the villains.Letty's actual necessity – as the necessity of any of the parts of the Fast franchise – is questionable. Perhaps it is just as much as the plot device about the villains needing a chip to make a 'Nightshade' contraption capable of blacking out the power of an entire region (seriously? Well we experience the use of same device daily, I guess).This matters not, because for whatever its worth, the Fast movies are beyond unexciting. Mr. Diesel and co. is the reason behind the sale of the tickets; later DVD's; much later the commercials on television. His recent workmates include Dwayne Johnson as Luke Hobbs and Gina Carano as Riley Hicks – aka the anti Letty. Seeing Ms. Carano and Ms. Rodrigues duke it out is one of the giddy delights of Fast 6 (they duke it out twice, so the ticket automatically pays for itself twice at one go). However, there's still more.In keeping with the style here's what you get:Hobbs and Dominic – with their bulging biceps – muscle out frames, trying out plans to knock out the bad guy mercenary (Luke Evans); Brian (Paul Walker), now relegated to a notch-above-extra status, travels back to the US to learn how Letty survived; Roman and Tej (Tyrese Gibson and Chris 'Ludacris' Badges) play with machines; Han and Giesel (Sung Kang, Gal Gadot) provide ancillary window dressing. And of course, let's not forget the usual': mean hot-rods, skimpily clad women and two road- crushing, people-crunching finales – one involving a tank, the other a runaway airplane on a hundred mile runway.Fast 5's climax involved a giant bank vault being through the city, so in keeping with reality is not really a priority here. But by now, you already know that.Starring: Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Chris 'Ludacris' Bridges, Sung Kang, Gal Gadot, Luke Evans, Gina Carano, and Elsa Pataky.Fancylive.com",ooppssee,2013-06-13,2013
339,10.0,Excellent,No content,nickupadhyaya,2013-05-25,2013
340,9.0,The Fast and the Furious:Part 6.,No content,morrison-dylan-fan,2013-05-25,2013
341,1.0,tired addition to the franchise,"I was actually looking forward to this, right up until the point i actually watched it. I always believed that the object of a film should be to immerse the audience and suspend disbelief, and while the former was possible the latter never happened. Let's leave aside the obvious issue with any law enforcement agency of any type based within the countries known as the ""5 eyes"" requiring a group of retired criminals to work on their behalf. It would never happen. Lets also ignore the obvious problem within the plot regarding surveillance cameras in London, the most ""watched"" city in the world being conveniently ""down for maintenance"". As there are multiple agencies controlling multiple cameras in that country there is no chance that all those agencies would be offline at the same time. ""Brian"" managing to spend less than 24 hours in a California maximum security prison, ""as a favour"", after flying there and back seemingly in a couple of days and securing all the information he needed. Anyone who is even remotely aware of the American justice system would find that laughable. The plane chase along a runway that must have been at least 20 miles long for the amount of time it took the C5 Galaxy/ Illyshin IL76 (take your pick of heavy lift aircraft) to not quite take off, making it the longest non existent runway in the world. Street racing in central London lets ignore the fact that this scene had no reason to be in the film at all for a moment, except as justification for the title. It's Impossible! Flat out impossible with traffic calming measures, and some of the most crowded and narrow streets in the world, not to mention enormous police presence. Let's not even discuss the tank! So a film with a very lose series of sequences, based basically in London, i guess because the film grants went that way, because there is no reason any international criminal on every law enforcement radar in the western world would base himself in that city, dialogue that was so poor and so clichéd that it is worth watching only with the sound turned off, and a plot that has absolutely zero possibility of ever being believable and you have this film in a nutshell. Let's hope they give the next part of the franchise to some adults for script writing, because while the 13 year old's had a ball bringing this one to the screen, it can surely only appeal to those with a similar mindset. Dire!",chewbacca2-739-916508,2013-07-15,2013
342,9.0,Best Fast and Furious to date!!!!,"Freaking AAAAA!!!!! Wow, best Fast and the Furious to date!!!! Everything you need is right here. Drama, love, suspense, action, comedy, non stop thriller. This movie has more twist and turns then most movies in the last 5-years. And that's saying a lot!! It combines the previous Fast and the Furious together.......with the added twist at the very end. Boy, if you guys have doubts about this movie, say no more. This is a must see. Worth the money? Hell yeah and more.All the cast and crew comes back so you won't be disappointed. It leaves off from the last one. The story all flow together extremely well. Familiar faces, familiar foes. I mean, it's huge. The ads and trailers don't this movie justice. You just have to see it to believe it. Past, present, and future. Watch out. Fast and Furious 7 to be continued.",tomlu1,2013-07-07,2013
343,10.0,Awesome!,"Watched it 4 times already! Fast and furious 6 is equal with fast and furious one (fast 1 would only win because when it came out it was new and cool). The fast and furious franchise has, since number 4, improved dramatically in terms of screenplay, quality of acting, storyline and action sequences!The coming together of the team again together with ""The Rock"" Dwayne Johnson, really brings the chemistry of the team to another level. Watching Brian and Dom work together to run the team works so well, and each team member really brings in a special element that they can add to the team.The return of Letty to the franchise also helps to complete this and is good to see her character return to the story!Fast Cars, Amazing Soundtracks, Awesome Stunts and action sequences, overflowing testosterone and classic one liners really make fast and furious 6 the great movie that it is! 10 out of 10!Make sure you wait until the end of the credits!There's a reason why this movie was number one in the world for two weeks!",mooks88,2013-06-27,2013
344,9.0,Arguably the best movie in the franchise,"The sixth and latest installment in the Fast and the Furious franchise sees Agent Hobbs ask for the help of Dominic Toretto and his gang help track down a wanted criminal.I have to say that this was the movie I was most looking forward to in the 2013 Summer blockbuster period, and I'm glad to say that I got what I wanted from it.The movie had a lot of exciting action sequences which made it an improvement to the previous movie. Given that a lot of action movies lately have been disappointing mainly because of the lack of action, this is continuing the resurrection of proper action movies following The Expendables movies and The Last Stand. Let's hope this path remains open. Being a UK citizen, I loved the idea of having it set in London and having some of the action scenes take place in London, even though they were actually filmed in Glasgow. It made good use of the London scenery and it was nice to see the fabulous Rita Ora make a cameo. It also had a lot of humour which made it funnier than most bad comedy movies and even some popular ones which in my opinion were overrated (*cough* The Hangover *cough* Ted *cough*). The story-line wasn't exactly good but then again, none of the story- lines in any of the movies in this series are. At the end of the day, it's more style than substance. If I have one criticism to make, it's that one or two of the stunts were unrealistic. But let me put it this way - at least it's not as bad as a lot of really terrible and over-the-top Bollywood movies.I seriously think that this is the movie that should've rounded off the franchise rather than make a seventh movie for next year. All I can hope for now is that without Justin Lin on board, they don't mess it up.",amalank,2013-05-19,2013
