,Rating,Title,Content,Author Name,Date,Year
90,1.0,What a steaming pile of crap!,"I just don't understand how people can give this anything above 3/10. Its just so ridiculously stupid on so many levels it would take me the whole day to write up whats wrong with this film if you want to call it that. The acting is extremely poor as expected, many scenes are extremely cheesy and cliché. The stunts are so grossly unrealistic that it pisses me off that they even try and make us believe this sh*t is even remotely possible. It's just as realistic as having them fly around like superman and creating antimatter out of their asses.This whole movie is just dumb on too many levels and those who enjoyed it are equally dumb! I want 2 hours of my life back!",triscope,2011-05-05,2011
91,8.0,it was a little bit less than perfect,No content,cmvaggs,2011-09-01,2011
92,6.0,"Cars, Muscles, and Muscle Cars",No content,colinrgeorge,2011-05-04,2011
93,9.0,have to admit..wasn't expecting this film to be good..but i enjoyed it thoroughly.,No content,amy-john99,2011-05-25,2011
97,8.0,A Fantastic Summer Thrill Ride,No content,TheUnseenMovieLover,2011-04-27,2011
98,7.0,"Fast Five (The Fast and The Furious 5), Great Reviews – 70% Positive (44 US Critics)","Mike Russell from Portland Oregonian, ""The action set pieces are huge and cartoonish and violent and inventive the movie has a hard-to-manufacture charisma that probably hasn't been in play since the first 'Fast and the Furious.'"" Scott Tobias from AV Club, ""may be lizard-brain escapism but nonsense this well-orchestrated is a rare and precious thing."" Kyle Smith from New York Post, ""If you're wondering why this movie must stretch past two hours, it's because it takes that long to read every item in the cliché dictionary.""www.tensecondscoop.com - Fast access to a movie's critical ratings",us-22-631102,2011-05-07,2011
100,6.0,Too Much Quantity & Less Quality,No content,FilmMan47,2011-05-08,2011
101,2.0,unoriginal. full of plot holes and just totally over the top,"over the top: if jumping buses in ""speed"" bother us compare to speed, the action in this movie is a jump over the empire state building.. with a bus.Secondly it is full of plot holes in peoples action and what they say ..right at the ending..go through what people did just 10 minutes ago in the movie.. makes no sense.!..u got to start asking yourself was i dreaming or in a different movie ten minutes ago? The movie starts well, but ..the tension between Brian oConner and Dominuq Toretto is just not there anymore and this makes the whole movie bland.. soon u find yourself in a completely unoriginal plot..aka almost identical to the plot from ""the Losers"" , ""The expendabels"" and so many others..just with the plot holes as above and a worse story and more boring....when the action starts it gets ridiculous quickly...I like fast and furious I and IV..this one was the worst of the serious.",rogerg100,2011-05-18,2011
106,7.0,"Too Stupid, Too Fun","Some films can be so idiotic that an audience will become insulted by their ineptitude (see The Last Airbender or Sucker Punch). But some films can be so idiotic that an audience will start giggling at how ridiculous the whole thing can be. Thankfully, the fifth outing in the decade-old Fast and Furious franchise falls in the latter category as an enjoyable, popcorn-munching thrill ride.The film begins with where the last one left off: Dominic Toretto (Vin Diesel) is carted off to jail but is busted en route to prison by his sister Mia (Jordana Brewster) and her boyfriend / Dom's now friendly rival, Brian O'Connor (Paul Walker). After escaping the US, the trio find themselves in Brazil but end up pissing off the kingpin of the favelas in Rio, Hernan Reyes (Joaquin de Almeida). Even with a brutal DSS agent (The Rock) on their tail, the Torettos and O'Connor decide to get back at Reyes and pull off a heist with a cash winnings of $100 million. So they recruit nearly all their friends from the previous four movies (including Ludicrous, Tyrese Gibson, Don Omar, Sung Kang, Matt Schulze, Tego Calderon, Gal Gadot) to ban together and pull off an insane robbery plan.From this little plot summary, you can already tell this is really not the most serious action film out there. And thankfully, the actors and director do not take it so seriously either, that they start to have so much fun with what they have. It does seem that the film tries a little too hard to make you like your main characters even though they are all thieves. For instance, Dom is frequently portrayed as a church-going, fiercely loyal friend despite being able to wreck anybody that gets in his way. But it's par for the course and it allows to confidently root for him and his team, even when their villain is so cartoonishly evil that he can't be taken seriously. But as I said, seriousness is not the order of the day. Fun is all there is on the menu, and the actors are able to support that fun just the same. The dialogue is peppered with pretty silly lines for the three leads, but they each deliver them with such deadpan seriousness that you almost begin to wonder if they are intentionally trying to make you laugh. However, the dialogue does fall flat many times, and I was kind of hoping with such a ridiculous premise that dialogue could keep up with it. Sadly, that didn't happen. The middle of the film also drags on a bit with a notable lack of action, but this is made up with some funny exchanges between the characters who have some great chemistry.Meanwhile Tyrese Gibson and Ludicrous have fun exchanges throughout the film, as do Don Omar and Tego Calderon. Gal Gadot and Matt Schulze don't add much to the mix, but they're fine with what they are given. I was really wishing to see more of Sung Kang as Han from Fast and Furious 3: Tokyo Drift (the ONLY good part about the movie), but even he delivers some fun lines as well. But no exchange was making my audience crack up more than watching The Rock and Vin Diesel trying to out-Man the other guy. Even more so when their big fist fight in the film disregards physics.Speaking of which, I'm pretty sure the director, Justin Lin, must really enjoy flicking off pictures of Isaac Newton, because physics do not exist in this world. In this film, he has two guys drive off a steep cliff into a river and somehow survive the impact of the fall and bare men can break through the walls of favelas. The film then leads to a spectacular sequence involving two cars dragging a large safe through the streets of Rio while using it as a wrecking ball against their pursuers. It gets so ridiculous that it achieves the Bad Boys 2 effect: a film that is so aware that it's dumb, that it becomes a fun ride for all. While Fast Five cannot be called a great film with hokey dialogue and some flat characters, it does manage to entertain its audiences with the cast having great chemistry and over-the-top stunts leading the way throughout the film. Give it a look if you have an afternoon free, and enjoy the ride.",TheDarkKnight21,2011-05-22,2011
107,10.0,An adrenaline injection that would start up a dead man,No content,matej-trkanjec-133-920386,2011-09-03,2011
112,8.0,Fast and a lot more furious.,"For anyone who thinks this ten year old franchise might be running out of fuel, have no fear because on the basis of Fast Five, it could run for another decade. This is the longest of the five films and in my opinion, it is the best.The film contains two of the best action scenes I have seen in the franchise. Fast Five is all that you'd expect and more. However, the cars and the girls aren't quite the major players they are in previous movies but they're there nonetheless, so don't be disappointed.Fast Five sees a buffed up Dom and a loved up Brian and Mia flee to Rio after they become fugitives of US law. There they decide to do one final heist and invite some old friends back to take part. This is no ordinary heist either and involves getting on the wrong side of some extremely dangerous people.The old faces are back with Roman and Tej but it is the comedic banter of the two new faces in the team - Don Omar and Tego Calderon - that I enjoyed the most. And Sung Kang and Gal Gadot aren't just making up the numbers. She has a figure to make your eyes pop out !! For me though, the cream of the movie is the much anticipated arrival of Dwayne Johnson as Federal Agent Hobbs. He is superb and I'd be surprised if he doesn't feature strongly in the next film. His role opposite Diesel works a treat and in my opinion, neither one outdoes the other.There is more effort at plot and character development in Fast Five than previous outings and some people may be surprised at how events unfold. It might not be for the best but we will have to wait and see.Rio is the perfect setting with the sun drenched streets and alleys of the favelas as well as the constant menace of the omnipotent local drugs lords. These guys are ruthless characters and very well armed, with a stranglehold over the local law enforcement agencies too.All in all, a welcome return for everyone concerned. Keep your eyes open during the credits for some extras that you won't want to miss. I'm already looking forward to the next film. I just can't think what title they'll come up with !!",MrJRGO,2011-05-05,2011
114,10.0,Fast Five Rulez,I saw this movie yesterday and I enjoyed it this the fourth movie I saw by myself in this they go to Rio so this the only Fast & Furious I saw in cinemas but I will the sixth one if there is one I enjoyed every moment of it but I will warn you that there's a lot of shooting involved but no one ends up in hospital I enjoyed this movie a lot andThis movie starts off where the 4th movie left off with Brian O'Conner leading an insult and Dominic Toretto is going to prison but a car crashed in the prison busyesterday I went to see this movie at Sunnybank because I ask if I could go see it and she said yes.My favorite character is Brian O'Conner he is a good guy and I usually go for the good guysMy favorite part of the movie was where they used the toy car with a camera I found it funny .I hope you will to,adammitterer,2011-04-22,2011
116,9.0,Five By Five.,No content,morrison-dylan-fan,2011-04-22,2011
118,10.0,"Best of the ""Fast"" Series","Fast Five is a terrific action movie with a well written script. The action scenes are the best in the entire Fast series and I rate the Fast Five a solid 10 stars. For sheer thrills and edge of your seat action don't miss this movie. Romance is kept to a minimum, a must for action movies, and the next chase, gun fight etc. is just a couple minutes away. The 110 minutes on the screen went by in a flash, another indication of how great this movie is. I've been to movies where 2 hours seem like 2 days. D Johnson really held up his part of the movie and was very believable in his DSS (FBI) like role. BTW I usually don't rate the movies I really like above a 7 or 8 stars, but Fast Five deserves the entire ammo belt load of 10 stars. If you like action pics (duh who doesn't) SEE THIS MOVIE!",e_blastman,2011-11-09,2011
119,7.0,Unbelievable extreme popcorn fun.,No content,insomniac_rod,2011-06-03,2011
120,10.0,5 times better than all the others,No content,edwbur,2011-05-01,2011
122,1.0,typical American b***sh*t,One of the worst movie i have ever seen.Basically these type of American movies have nothing in them. And this one is no different. Just different characters . thats it. otherwise the theme is always the same. The American military is again there ( any good movie for an American should involve the military.. pathetic mentality..)The only good thing about this movie is it was filmed in Rio De Janeiro. I think the whole movie was for a fight between Vin Diesel and Dwayne Johnson. I really don't know how this movie got 7.8 rating. Never trust a movie with the so called American heroes.,itzzarun,2011-05-12,2011
123,8.0,I thought it was pretty good.,"I thought it was pretty good. I saw it in a hotel room, and ended up watching the whole thing even though it was getting near check-out time. They just don't make movies like this anymore. Too much CGI these days.",LordGooGoo,2011-05-08,2011
125,10.0,Absolutely Fantastic.,"I think it is safe to say that this is the best installment of the franchise.The whole movie, from the cast to the location, the action to the comedy, was spot on. Just when I thought they were leaving the whole car element out of the movie, boom, there they are. Dwayne ""The Rock"" Johnson played a fantastic partIt's a perfect blend of the style that Ocean's Eleven adopted, in regards to bringing the best in the business in, and everything we loved about the original Fast and Furious movies.Don't even get me started on the utterly flawless twist at the end. 3/4's of the movie theatre left and didn't get to witness it after the credits, but literally, I was speechless.Brilliant movie and it should be watched by all.",steffenxo,2011-04-22,2011
129,10.0,Don't miss this movie... fastest n most furious,"Normally, i don't write reviews for any movie here.. i am just lazy. But believe me this movie is just awesome. I am writing this review specially for those who haven't watched this movie yet. I already watched 2 times and wanna watch again n again..This movie contains the best characters from all previous F N F movies with a very tight script, jaw dropping action, hottest chicks, sexiest cars, superb locations and finally amazing soundtrack. Every scene of the story is just awesome and make u stick to your seat. Just go and watch this movie.. you don't know what r u missing. Just stay in the cinema until the end of the credits and see the what this movie secretly have in stock for you.Rating 10/10.",rick_matthew,2011-04-24,2011
131,10.0,Excellent fast 5,"One fantastic film and the ending is a twist I never saw coming. If you are a Fast and Furious fan you will not be disappointed one bit. Full of action and good humor, and still sticking to it's roots. This film had it all. Great action, sweet rides, good on screen camaraderie, cool scenery, and beautiful woman. The plot didn't disappoint either. Everything made sense and there was no over board, unnecessary scenes. What I loved the most was the bond that Dom and Brian and Mia brought to the screen through out the film. As cool and as much action as there was, there was also some sentimental feelings briefly though out watching. I would 100% go see this movie again.",Jzzrs18,2011-04-29,2011
132,6.0,If you like ACTION Movies ...,"this is for you! Great car scenes and fights! Okay story line and BEAUTIFUL shots of Rio de Janeiro throughout. See one of the world's most picturesque cities from a vantage point not often seen.The final ""chase scene"" is one to behold, as a large vault is dragged though the streets and the last twist makes it all memorable. If you tend to not like the nonsensical and unbelievable look for another movie, but as I said IF action is what you seek, go see Fast Five! It's also good if you're familiar with the storyline from it's previous releases and be prepared for Fast Six!",Seattle_Slew,2011-05-21,2011
133,5.0,How to mess up an action movie,"I confess to not being a big fan of the 'Fast..."" series. I do enjoy a good action film. I didn't enjoy this one due to it exceeding my ability to suspend disbelief quotient. Cars CANNOT do those things. If you show the stars having their first hot meal in a while eating like hungry dogs, then how do they later afford the stuff they need for the 'job'?. How, in a country run by the criminal they rob, do they get fake passports? Fast Five is too full of these issues for my mind to sit there on idle. It wakes up and busts out of the jar I put it in prior to going in to thee movie, and kicks the inside of my skull. Stop it! get out now! But no, I stayed to the end. Rental Only.",NDanger,2011-05-24,2011
134,8.0,Fast five is one heck of a ride,"You would think by the fifth movie in this franchise comes out that the wheels on this car ride would start to fall flat, but I have to say this is the best movie of the series. This car driven film series has been given a new tune up of story, reshaping of the body style of the outlook of adventure, and a high octane upgrade of action that makes the ride a bit smoother. It felt refreshing to see the director bring most of the cast from the other Fast and Furious movies together without polluting the story with too many people. There are so many changes to what we were given in the first Fast and Furious franchise that it does fill like the original film any more, but something better that is more enjoyable. It drops the drag racing and replaces it with the heist feel of the Ocean 11 films, mixed with the action of a Bad Boys movie, and car driving and plot of the Italian job. The only flaw of this movie is the acting is not as good as you think it would be after all these years, but the director does a great job of noticing this flaw and replacing it with comedy that hasn't been present in most of the movies. Also Dwayne Johnson is a great addition to the already famous cast and he fits in perfect and ups the action of the movie even more with his presence. This is what a summer movie feels like and gives",mcgriff1290,2011-07-11,2011
136,9.0,"Very cool cars, sexy people, lots of action, and gorgeous Rio de Janeiro","Fast Five is an ocean of motion and it never lets up. It was the first movie I saw in the IMAX format and it washed over me like a tsunami.From the beginning, Dominic Toretto (Vin Diesel), his consigliere Brian O'Conner (Paul Walker), and others are stealing impounded lux cars from train packed with DEA agents while it's still operating. The cars are for Reyes (Joaquim de Almeida, always a gem), the crime boss of Rio de Janeiro. Great set piece: A big ole truck rides alongside to act as midwife to the cars as they roll from boxcar to the ground at high rates of speed. O'Conner's fighting with Reyes' henchman whose operating the industrial truck. He knocks him off and is hanging on for dear life as Toretto drives up trying to catch him before he smashes against a bridge pillar. Shot to shot to shot, he jumps, truck explodes in blaze of glory, and he and Diesel do a slo-mo dive into a raging river way down below, all three of them, Walker, Diesel and the car. The cars should have top billing. Especially the cars at the end when Roman (Tyrese Gibson) pulls up with hot babe in tow and his bud Tej (Chris 'Ludicrous' Bridges), a hard working day job man, slyly has his hot babe drive up in the same car.What's the movie about? Hot fast shiny cars, keep the motor running, sexy people (""We're a family!""), $100 million in untraceable bills and two identical bank vaults. Tyrese and Ludicrous bantering like old friends. But never forget the 3 monuments to Mother Nature, Dwayne Johnson, Vin Diesel and Rio de Janeiro. Rio should have gotten top billing as a person in its own right. The beach at Ipanema. The hills covered with colorful houses in stadium seating.Diesel's less combustible than he's been before. He's the natural leader but picks his words carefully and all his crew lean in for every word.If you like cars, sexy people, lots of action, gorgeous Rio de Janeiro, an implausibly irresistible heist and tawdry touches of Mission Impossible and Ocean's Eleven, you'll like Fast Five.",CassandraSparkles,2011-05-04,2011
138,8.0,Faster and faster.,"Fast Five has enough machismo and testosterone to make The Expendables look subdued. It's much more of a straight up action/heist film than the previous movies, with the occasional car chase scene to remind you it's still a Fast & Furious movie (if all the returning faces aren't enough to let you know). And it works. This is a really fun flick to watch in an ""Ocean's Eleven meets the gleeful carnage of a Michael Bay movie"" kind of way that's entertaining and ridiculously over-the-top. Fast Five is easily the best movie of the series, and probably one of the most exciting movies of the year. Dwayne Johnson is a perfect addition to the cast and his confrontations with Diesel's character is among the many highlights of the film, plus it's good to see the old cast members back in action. If you want an action romp that breezes by without getting to serious, looks slick, and just doesn't know what it means to slow down, this will give you all you need and more.",lewiskendell,2011-12-02,2011
139,6.0,Fast Five deals with troubles of identity and becomes pointless but highly entertaining...,"When I first saw the first movie of this series, I said to myself ""Yes, Julian, good entertainment like never before"". After all these years, Fast Five is promoted as being the last one, the grand finale, the ultimate conclusion to the story of our horse-power rider heroes. Fast Five detach itself from the racing plague and transforms into another heist movie which bring nothing new except a few really entertaining chase scenes. So where to begin? The story starts with the planned break-out of Dominic (Vin Diesel) who was convicted for 25 years in jail. It starts with a ridiculous stunt but I got over it fastly. The group then ends up in Brasil and gets into trouble while trying to steal 3 cars from a moving train. The chase itself, the whole operation is entertaining but impossible, deadly and the last but not the least, hilarious in real life. You get the feeling you're watching scenes from 2012. However, Dom, Brian (Paul Walker), Mia (Jordana Brewster) and Vince (Matt Schulze) deal with real issues after they find out they stole an important cip which was hidden in one of the cars owned by an even more important person in Rio. The most feared and powerful drug dealer, Hernan Reyes (Joaquim de Almeida). Nothing impressive wait? Oh wait. The ""FBI dudes"" from the States sent one of the best teams in Rio to catch them. This elite task is ran by Luke Hobbs (Dwyane Johnson) which is pretty much the old-school, hand-by-hand tough guy. The movie moves pretty fast. We get to find out that Mia is pregnant so of course, Dom and Briand head out for the most clicheic ""last job"" ever. They get to reunite with all their friends from the previous movies, Roman Pearce (Tyrese Gibson), Tej Parker (Ludacris) and Han Lue (Sung Kang). They give green lights for a plan to steal Reyes's drug money. We get the usual guy who wants to get out but once he finds out the kind of money involved he gets back in, we get to see few actual races, some nice beautiful women, big men acting all like a bunch of wrestlers and showing their muscles and we'll even get the bad guy joining the good guys. We're also given, I think, the biggest death toll in this series.As far as their plans, there's no real in-depth look. We're just given small pieces and the rest we must figure for ourselves even some matches don't fit this whole pretentious job. With all the cons we still are entertained and the last part of the movie, the final confrontation actually pays it off even if it gets a little bit cheesy with the sentimental nonsense. As for the acting part, I had one big problem with Dwyane Johnson's delivery. His lines always felt forced like he was reading the script or something. I love The Rock but I still think as an actor... he's still at the beginning.The technical part of the movie is quite impressive. Tough chase scenes, crazy stunts and good fight sequences. I had a problem with some effects like the train wagon explosion. Far from being realistic enough. I also had problems with the lightning and with the continuous and repeating use of wide-city shots between certain scenes. It's the easiest way to make a transition between scenes. It's a cinematographer weakness, especially in a movie like this which has the possibility of looking much much better. The music was pretty good, intense and fitted the atmosphere.Overall, Fast Five was a disappointment as far as a Fast & Furious movie. Fast Five was a disappointment as far as an overall heist movie because of the overused clicheic pieces of story. Fast Five was a disappointment as far as the ridiculous action scenes in it. Despite all that, despite the negative view I have on it I must admit I was entertained. It was a good time. Now, Fast Five deals with troubles of identity. It feels like the last one but it leaves room for another one. And since we already know they'll make another one I have some questions? Why the misleading marketing? Why the misleading point of the movie? Why did they had to make it pointless?",montera_iulian,2011-05-29,2011
140,8.0,Getting Better With Age,No content,jmcginn174,2011-06-16,2011
143,6.0,A better option than many others in this genre.... EXTREMELY MILD spoilers,No content,witster18,2011-10-12,2011
144,1.0,did NOT like this film,No content,mitchell7015,2011-04-29,2011
145,8.0,mindless but sure to please,"Diesel, Walker, and Brewster are on the run from the law and hightail it to Rio de Janeiro where they recruit some old friends to pull off one final job before they go their separate ways. But the group's daring plan quickly goes awry, they receive some unexpected family news, and they suddenly find themselves targeted by bloodhound federal agent Johnson—who never met a mark he couldn't collar. Preposterous plotting and cardboard villains abound, but made watchable by high-octane action scenes, effective casting, beautiful women, gratuitous fight scenes, great scenery, and everything else needed to pass for escapist entertainment. Overlong and incoherent, but fast enough, furious enough, and fun enough to satisfy the target audience. **½",Special-K88,2011-04-29,2011
147,8.0,Fast Money,"I only seen the first Fast and the Furious and I own it on DVD. I skipped out on the sequels, mostly because of the bad word of mouth. When Fast Five was released, I didn't have intentions on seeing it until I learned that The Rock was in it. However, I wasn't sure if the film would deliver. After some positive word of mouth from several people, I was convinced on seeing it. So on a cold, rainy day and an awful week that had passed me by, I decided to give this movie a spin.And boy was I surprised!Fast Five is one exhilarating movie! It didn't start out well. Without seeing the previous installments, and barely remembering the first, I was a little lost in the beginning. Where things picked up was in the train robbery scene where Vin Diesel and Paul Walker (who's best performance is in Running Scared) are having that fight scene. It was pretty awesome, up until the end but I guess that's where the suspension of disbelief comes into play.The movie doesn't linger onto any dramatic scenes for too long. The filmmakers know that their target audience came for the fast cars and action. Who cares about any subplots and talking? The Rock makes a grand entrance and is provided with enough screen time to make The Rock fans happy. I also like the turn of events with his character near the end. It was handled brilliantly.Speaking of the end, the climax is probably one of the best climaxes I've seen in a very long time. I think it probably nailed the whole summer movie feel. By the end of the movie, I felt that this is what summer movies are meant to be. I don't know if the director Justin Lin saved the franchise, as I don't even know if the franchise was in trouble in the first place. However, this movie might have introduced more fans. With the series being stagnant for so long, I can honestly say that I'll be looking forward to the sixth installment.",Fields201,2011-05-15,2011
149,8.0,Vin Diesel does The Italian Job,"This is the best film in the series, probably because it borrowed heavily from the recent version of The Italian Job. It borrowed ideas such as deciding to use a fast, nimble car to navigate through a narrow parking garage, creating a copy of the target location in which to practice, obtaining the same safe they will need to crack later, and using street cameras to direct cars through traffic. All of these elements were used in The Italian Job. Oddly enough, rumors had it that a sequel to The Italian Job was going to be made and be set in Brazil but it was never made. Was this supposed to be that sequel? Probably not. A sequel would've had new ideas and this one just had a rehash of old ones.Anyway, despite similarities to The Italian Job, this film was entertaining and enjoyable to watch.",jcallows,2011-10-10,2011
151,9.0,Fast 5 is the BEST hands down,"I LOVED this movie!!! The action scenes are exhilarating too a whole new level.Everyone was great in this one no weak links to be found which also made it a great movie going experience.some standouts;Tyrese Gibson from the urban drama classic ""Baby Boy"", really played his character..he was hilarious in every scene he had!!! The Rock(Dwayne Johnson) was Excellent Luke Hobbs who was bad ass in his role and looked to be enjoying be apart of the cast..the pivotal scene where he is down and looks to be out help and unexpected is on the way in such a epic guns blazing scene that was so damn good! I almost gave this movie a 10 because seriously it is that good of a movie and by and I don't give movies 10 these days .Go see this!!! its worth it and u wont never regret it!!! Best Movie Of The Summer!!! A",cedicedi,2011-05-27,2011
154,6.0,Was it really all worth for that final car chase,"If You've seen the trailer, this review won't spoil anything: There is a car chase in the end, but if you feel it kinda drags on I will tell why I felt that.In an usual police chase the policemen needs to catch on first and then there is constant pressure from their side to knock you out. But in Fast Five I felt that after first destroyed vehicle the cops needed to spend another 5 seconds to even hit the runners. After that police car gets destroyed, another 10 seconds till they are near: Not constant danger of doing a wrong turn and being busted.In contrast to what they give us in trailers: Few seconds for police to arrive and then constant mayhem. Tho a lot of car crashes is quite expensive only for one minute, you need to put some effort to make it a five minutes worth car chase.",Kristupas-vazix,2011-05-20,2011
155,1.0,The Real Rio,No content,petropolisy,2011-06-05,2011
156,8.0,A return to what made the fast and furious great,Fast five {or the fast and furious 5} The fast five was a breath of fresh air for a otherwise stale series. I found the film to be both exciting and well written. The returning characters did not seem to be forced into the storyline they flowed nicely. I was really skeptical going into watching this film. After a few missed guided attempts at the series but For me it had rawness of fast and furious movie. I would recommend this movie to anyone who enjoyed the first film as well as newcomers to it. As a fan of these movies I hope in the future other installments of the fast and furious series has the same heart as this one.,twbfilm89,2011-10-16,2011
157,7.0,Not bad but could be much better - does not fit the Fast and the Furious franchise,No content,Achylles,2011-08-22,2011
158,8.0,Amazing: a 5th movie beating the other 4 by miles,"OK I have never been a fan of F and F series. First one was a good surprise, fresh and at some point original, 2nd one was really bad maybe cause vin diesel was not participating in that one but in the end it sucked, I never saw tokio drift and the last one was a mix of bad acting, bad plot barely decent action and some CGI effects that looked very fake. But OMG this one has it all, from beginning to end is great entertainment, nothing more nothing less. Its like having together the best parts of the franchise with a touch of oceans eleven and some action scenes that are simply jaw dropping. This is how all the past movies should have been and being this a 5th part that is quit an achievement maybe it is an exaggeration but for me this is the masterpiece of all the 5th parts. Definitely worth the price of the ticket and I cant wait to see it in blu ray and replay a few times the last half hour of the movie.",mooviefan-891-879574,2011-05-11,2011
159,7.0,7/10,"By AhmedAlKiremli.com Movie Story Dominic and his team find themselves on the wrong side of the law once again so they try to scape after implementing one last mission.Ahmed Al Kiremli Opinion About The Story Interesting but involved some fiction and exaggeration, and I didn't like the part when the police started helping Vin Diesel and his team after they were chasing them.About The Directing The director Justin Lin became an expert in these kind of movies because he directed another two parts of this chain, many scenes were very difficult to be shooted and viewed it such quality, the camera was everywhere and at many difficult places specially with the speed of the cars.About The Actors Vin Diesel did some nice action scenes and nice to see him behind the wheel again, good face expression.Paul Walker performed very well specially in the racing scenes.Tyrese Gibson was very funny.Ludicrous was very funny.Dwayne Johnson was as usual, simply fake performance.Joaquim de Almeida as usual did a great performance.About The Script Well written and has some comedy involved and many details about some facts.About The Sound Mixing Very interesting with the sound of engines and action.About The Cinematography Very interesting, many scenes are done from very difficult angles with so many cameras, during the movie you ask yourself a lot (How did they shoot that?) because some angles was just impossible specially with the speed of cars.Visual Effects Amazingly well done to the level that you believe it, some scenes were very difficult to show it in this quality of effects.About Movie Soundtrack & Music Good to the level that your adrenaline level stay up.Costume Design Nice but nothing difficult as most of the costume is available and not required that much customization.Makeup Its not difficult in such a movie.Ahmed Al Kiremli Rating 7/10 Is It In Ahmed Al Kiremli's Must Watch List? Yes Is It In Ahmed Al Kiremli's Great Movies List? No",ahmed-947-221051,2011-05-19,2011
162,8.0,best one yet!,"after watching all the other fast and furious films i thought they started good and just got worse the more they made, then i went and watched this one and i can say definitely a DVD i will be buying when out.they brought in all the characters from previous films and added the rock (dwayne Johnson) and they made something special.was action packed and stunts done properly no dodgy cgi rubbish that was in the 4th film.i enjoyed the film very much liked the action and thought the stunts were amazing, a little ott at bits but still very enjoyable.",sharpeedge61,2011-05-22,2011
164,9.0,Kick ass,"This is one franchise that I wait every time to give some thing really special. And no doubt they have given some thing special. As always there is no dearth for the action sequences but I should say there are much less action sequences when compared to the previous ones. For sure those that are there are just awesome. Through out its fully energy packed and I don't have to mention about the adrenaline rush that the franchise gives. Personally I was sad that they cut a scene on street racing. A car for a car thing. How I wish they made an action packed adrenaline pumping stuff out of that. But as such as I said there is absolutely no dearth for action and adrenaline rush. Elsa Pataky(Elena Neves), Sung Kang(Han Lue) and Gal Gadot(Gisele Harabo) have done a good job out of their roles. Gal Gadot's scene on getting a finger print from the ruthless drug lord was really funny. It would be incomplete if I don't mention about Dwayne Johnson(Luke Hobbs). Amazing stuff from him as usual. Really enjoyed the fight between Vin Diesel and Dwayne Johnson. Must watch stuff. Although I found the vault dragging sequence to be not too logical I would say all in all its a must watch movie. I know I am a huge fan of this franchise but I tell you, you would enjoy seeing the movie even if you are not a die hard fan of it.Thumbs up!",srknthk,2011-05-11,2011
165,6.0,How about realism?,"OK I wont bitch around here, even though I am not really into unrealistic movies this ain't the reason I didn't like it that much. You could probably imagine that they are in the matrix and well this is why they are able to survive every car crash, every jump from a 1000 foot and can dodge every each one of the 10.000000 bullet which are fired at them. But what really bothered me was the lack of creativity (hah, that rhymed), that makes us all fortunetellers. In this movie nothing unsuspected happens which you would probably expect from a movie like this. However the action was actually great. So for all you adrenaline junkies out there Fast Five is waiting' for you!",KissMyAss31193,2011-11-10,2011
166,1.0,what a complete rip off,No content,jody-justice,2011-05-18,2011
167,8.0,"The stunts are pretty good, but the screenplay is not at all","How it possible that everything they needed would have just appeared or at hand right away? The cars, the weapons, the exact model of the super safe, the money, or even the beers they drank? The screenplay writers have no respect of the viewers least I.Q. and treated us like morons who only played and believed the scenarios of video games, the plots, the weaponry, the killings, the thefts and so on, everything just showed up whenever or wherever you wanted or needed. There were so many flaws in this poorly crafted screenplay, the plot was so ridiculous that you have to put your basic reasoning ability aside or into deep coma to allow those absolutely impossible handy stuff appeared on the screen one after another, and don't forget their playground was in Brazil? Get an exact model of the super safe right away? Need a fast car, go get it from a street race. Need several police cars to fool the police underground garage security camera? Go get from the police carpool yard. Need a warehouse to hide? No problem, you got it right away. Want to get into the police security system? That's easy, man, just clogging their toilets and without hiring by the police to call their plumbing service, you just walked in to fix it? Showing up, claiming you were FBI and left a box with a remote-control toy car for the Brazilian police to bring it into the safe/storage room without even checking? There were so many stupid conveniently-ready stuff in this brain-dead movie, but still, nothing could turn off the superior handling of the exciting street firefights and the car&safe chase and run-away scenes of this movie, and it was indeed fantastic!",rightwingisevil,2011-04-28,2011
168,6.0,"""And why can't we drag a safe through downtown Rio behind our cars?""",No content,candidateshan,2011-05-21,2011
170,7.0,Too many characters and too little action?,"For those of us who watched all of the Fast and the Furious series, simply the thought of having most of the main characters from the past editions in one movie is a valid reason to pay. The result is just what we expect of a Fast and Furious: stunts, rides and babes. The atmosphere of Rio is a refreshing alternative to American centered filming. However, ultimately, the film goes over the top. By telling the story through the view of the (not that) good guys, the bad guys, and, also, a third perspective, that of a team of elite FBI agents led by ""The Rock"", time worthy of boiling oil and pumping adrenaline is lost. Instead, we get more of the sit-at-home work-out-plan kind of scenes that are often unnecessary. Nevertheless, a true fan of cars and action will find Fast Five very enjoyable.",mauro-batte,2011-05-14,2011
