Rating,Title,Content,Author Name,Date
10,Fast Five Rulez,I saw this movie yesterday and I enjoyed it this the fourth movie I saw by myself in this they go to Rio so this the only Fast & Furious I saw in cinemas but I will the sixth one if there is one I enjoyed every moment of it but I will warn you that there's a lot of shooting involved but no one ends up in hospital I enjoyed this movie a lot andThis movie starts off where the 4th movie left off with Brian O'Conner leading an insult and Dominic Toretto is going to prison but a car crashed in the prison busyesterday I went to see this movie at Sunnybank because I ask if I could go see it and she said yes.My favorite character is Brian O'Conner he is a good guy and I usually go for the good guysMy favorite part of the movie was where they used the toy car with a camera I found it funny .I hope you will to,adammitterer,"Apr 22, 2011"
7,Movie moving into the new direction,"This is the first movie that turns the fast franchise into the movies we know today with how the crew acts. I like these movies because they're fun and who can't be happy with The rock, Paul and Vin just driven and kicking ass. I like the new direction they took with these movies up until number seven. After they lost Paul it did go down hill but they're still fun.",bosimmons-44782,"Nov 30, 2021"
9,Five By Five.,No content,morrison-dylan-fan,"Apr 22, 2011"
6,Not bad,No content,moiseshuizar,"Dec 28, 2020"
10,"Best of the ""Fast"" Series","Fast Five is a terrific action movie with a well written script. The action scenes are the best in the entire Fast series and I rate the Fast Five a solid 10 stars. For sheer thrills and edge of your seat action don't miss this movie. Romance is kept to a minimum, a must for action movies, and the next chase, gun fight etc. is just a couple minutes away. The 110 minutes on the screen went by in a flash, another indication of how great this movie is. I've been to movies where 2 hours seem like 2 days. D Johnson really held up his part of the movie and was very believable in his DSS (FBI) like role. BTW I usually don't rate the movies I really like above a 7 or 8 stars, but Fast Five deserves the entire ammo belt load of 10 stars. If you like action pics (duh who doesn't) SEE THIS MOVIE!",e_blastman,"Nov 9, 2011"
7,Unbelievable extreme popcorn fun.,No content,insomniac_rod,"Jun 3, 2011"
10,5 times better than all the others,No content,edwbur,"May 1, 2011"
7,From racing into heist.,"The fifth installment puts several gallons of gas in the tank of this car-crazy franchise. Fast Five (also known as Fast and Furious 5 outside North America) is primed to equal if not better the $71 million opening weekend of its 2009 predecessor. Director Justin Lin, back for his third go-around, opens it up in top gear; a mere 30 seconds elapse before the first screech of tires rent the air. The film is set in a much grittier Rio than the recent screen version populated by animated birds. This is the most expensive installment yet and it's clear the budget wasn't used on acting lessons for the cast.Dwayne Johnson appears to be having fun with his overzealous staccato delivery. Walker and Brewster are as one-dimensional as ever, even while harboring a little secret that may see us lumbered with a future instalment titled Fast and Furious: The Next Generation.",Mysterygeneration,"Dec 21, 2021"
1,typical American b***sh*t,One of the worst movie i have ever seen.Basically these type of American movies have nothing in them. And this one is no different. Just different characters . thats it. otherwise the theme is always the same. The American military is again there ( any good movie for an American should involve the military.. pathetic mentality..)The only good thing about this movie is it was filmed in Rio De Janeiro. I think the whole movie was for a fight between Vin Diesel and Dwayne Johnson. I really don't know how this movie got 7.8 rating. Never trust a movie with the so called American heroes.,itzzarun,"May 12, 2011"
No rating,I thought it was pretty good.,"I thought it was pretty good. I saw it in a hotel room, and ended up watching the whole thing even though it was getting near check-out time. They just don't make movies like this anymore. Too much CGI these days.",LordGooGoo,"May 8, 2011"
7,Rio Grande,"Ohhh. We're definitely starting to get there now. If ""Fast and Furious"" was the soft reboot to set us on the new path, ""Fast Five"" is a statement of intent for the series going forward.Having been liberated from the Prison transport, the Toretto family head to South America. They reconnect with Vince (Matt Schulze) and, in need of money, get involved in a job stealing cars from a moving train. The job goes wrong, and several DEA agents are killed by men working for local Drug Lord Hernan Reyes (Joaquin De Almieda). Framed for the murders, Dom (Vin Diesel), Mia (Jordana Brewster) and Brian (Paul Walker) become a target for accomplished DSS Agent Luke Hobbs (Dwayne Johnson). Whilst avoiding capture, Dom decides on revenge against Reyes and calls in his friends and family for assistance.We're right at the crossover point here between the family being up against small time gangs to international terrorists. Reyes is still, I suppose, just a drug dealer, but the power he wields in Rio, over the police in particular makes him a much more dangerous opponent. Things are getting more preposterous though. The initial assault on the transport bus would clearly kill everyone on board immediately and whilst the vault heist is great (perhaps still the high point of the whole series, hence it's triumphant return in ""Fast X"") there's no getting away from the fact that they must kill hundreds of people (both cops and innocent bystanders) as part of it.The core of 'La Familia' are together now though, with Han, Giselle, Tej and Roman all together and Elsa arriving into the plot too. They're all relatively lacklustre when weighed against Dwayne Johnson though, who arrives in this series like a colossus and very nearly takes it over - it's clear why Diesel and he struggle to co-exist in the franchise after the next one.We're getting closer to the insanity - which I'm pretty sure starts in the post credits scene of this one and goes from here. Strap in.",southdavid,"Jun 30, 2023"
10,Absolutely Fantastic.,"I think it is safe to say that this is the best installment of the franchise.The whole movie, from the cast to the location, the action to the comedy, was spot on. Just when I thought they were leaving the whole car element out of the movie, boom, there they are. Dwayne ""The Rock"" Johnson played a fantastic partIt's a perfect blend of the style that Ocean's Eleven adopted, in regards to bringing the best in the business in, and everything we loved about the original Fast and Furious movies.Don't even get me started on the utterly flawless twist at the end. 3/4's of the movie theatre left and didn't get to witness it after the credits, but literally, I was speechless.Brilliant movie and it should be watched by all.",steffenxo,"Apr 22, 2011"
7,On the Riun There,No content,shelbythuylinh,"Dec 13, 2021"
9,So ridiculously sweet!,"""Don't ever EVER let them get into cars."" - HobbsEspecially when dragging a vault...yep!I saw this movie with my best pals at a midnight showing. We had an absolute blast! I really dig the Fast and Furious franchise for it's fantastic mix of fast cars, pretty ladies, crazy stunts, fun action, cheesy dialogue and acting, and sense of family! This movie takes all of that and just cranks it up!Picking up exactly where the last film ended, Fast Five continues the story with Dom, Brian, and Mia on the run in Rio. This time, they are being hunted by Hobbs, played by the huge and highly enjoyable Dwayne ""The Rock"" Johnson. The tension in this pick is crazy! His fight scene with Dom is definitely one to remember! Many characters from the previous four movies are also in this one! Great idea, filmmakers! This movie is kinda like Ocean's Eleven with cars and you can tell the people making these films are having a blast. The actions scenes in this one are wild! Justin Lin shoots his action clearly- no endless shaky cam! The vault-dragging scene is ridiculously sweet and one of my favorite scenes from the series! The train sequence rocks too! There's also hand-to-hand combat, shootouts, chases. Don't forget a ton of humor and each character has a moment to shine. The chemistry between the cast is fantastic. They are one big epic family. I like how these movies maintain a continuity between films (nice to see Vince in there.Fast Five is a highly enjoyable, action film with some truly awesome action, comedy, drama, suspense! Stay after credits!",joshrortiz,"May 27, 2013"
6,It has its moments,"Fast Five is an improvement on its predecessor. The film nicely picks up from the last film to continue the story. Bryan truly ditches his badge and fully commits to Dom and their lifestyle, he is now wanted by the authorities and on the run. This film does well with the storyline around the heist and the high stakes surrounding it. Not only are they gong after a dangerous drug lord but also everyone under his power. Also to add another level of craziness is breaking into the police station to steal his money. There are some ridiculous and unrealistic scenes towards the end of the film. How could Dom pull a locker that is lodged in concrete and drag it throughout the streets as if it was as light as a kite? These over the top and unrealistic scenes bring the film down a bit.",Kingslaay,"Jun 23, 2023"
10,Don't miss this movie... fastest n most furious,"Normally, i don't write reviews for any movie here.. i am just lazy. But believe me this movie is just awesome. I am writing this review specially for those who haven't watched this movie yet. I already watched 2 times and wanna watch again n again..This movie contains the best characters from all previous F N F movies with a very tight script, jaw dropping action, hottest chicks, sexiest cars, superb locations and finally amazing soundtrack. Every scene of the story is just awesome and make u stick to your seat. Just go and watch this movie.. you don't know what r u missing. Just stay in the cinema until the end of the credits and see the what this movie secretly have in stock for you.Rating 10/10.",rick_matthew,"Apr 24, 2011"
7,Fun,"Although it is exaggerated in terms of action, this series has always been funny and entertaining, and the 5th one is one of the more fun I have.",jack_o_hasanov_imdb,"Aug 7, 2021"
10,Excellent fast 5,"One fantastic film and the ending is a twist I never saw coming. If you are a Fast and Furious fan you will not be disappointed one bit. Full of action and good humor, and still sticking to it's roots. This film had it all. Great action, sweet rides, good on screen camaraderie, cool scenery, and beautiful woman. The plot didn't disappoint either. Everything made sense and there was no over board, unnecessary scenes. What I loved the most was the bond that Dom and Brian and Mia brought to the screen through out the film. As cool and as much action as there was, there was also some sentimental feelings briefly though out watching. I would 100% go see this movie again.",Jzzrs18,"Apr 29, 2011"
6,If you like ACTION Movies ...,"this is for you! Great car scenes and fights! Okay story line and BEAUTIFUL shots of Rio de Janeiro throughout. See one of the world's most picturesque cities from a vantage point not often seen.The final ""chase scene"" is one to behold, as a large vault is dragged though the streets and the last twist makes it all memorable. If you tend to not like the nonsensical and unbelievable look for another movie, but as I said IF action is what you seek, go see Fast Five! It's also good if you're familiar with the storyline from it's previous releases and be prepared for Fast Six!",Seattle_Slew,"May 21, 2011"
5,How to mess up an action movie,"I confess to not being a big fan of the 'Fast..."" series. I do enjoy a good action film. I didn't enjoy this one due to it exceeding my ability to suspend disbelief quotient. Cars CANNOT do those things. If you show the stars having their first hot meal in a while eating like hungry dogs, then how do they later afford the stuff they need for the 'job'?. How, in a country run by the criminal they rob, do they get fake passports? Fast Five is too full of these issues for my mind to sit there on idle. It wakes up and busts out of the jar I put it in prior to going in to thee movie, and kicks the inside of my skull. Stop it! get out now! But no, I stayed to the end. Rental Only.",NDanger,"May 24, 2011"
No rating,Fast five is one heck of a ride,"You would think by the fifth movie in this franchise comes out that the wheels on this car ride would start to fall flat, but I have to say this is the best movie of the series. This car driven film series has been given a new tune up of story, reshaping of the body style of the outlook of adventure, and a high octane upgrade of action that makes the ride a bit smoother. It felt refreshing to see the director bring most of the cast from the other Fast and Furious movies together without polluting the story with too many people. There are so many changes to what we were given in the first Fast and Furious franchise that it does fill like the original film any more, but something better that is more enjoyable. It drops the drag racing and replaces it with the heist feel of the Ocean 11 films, mixed with the action of a Bad Boys movie, and car driving and plot of the Italian job. The only flaw of this movie is the acting is not as good as you think it would be after all these years, but the director does a great job of noticing this flaw and replacing it with comedy that hasn't been present in most of the movies. Also Dwayne Johnson is a great addition to the already famous cast and he fits in perfect and ups the action of the movie even more with his presence. This is what a summer movie feels like and gives",mcgriff1290,"Jul 11, 2011"
7,The BEST One In the Fast Series,No content,vickyvickiewake,"Jun 8, 2014"
9,"Very cool cars, sexy people, lots of action, and gorgeous Rio de Janeiro","Fast Five is an ocean of motion and it never lets up. It was the first movie I saw in the IMAX format and it washed over me like a tsunami.From the beginning, Dominic Toretto (Vin Diesel), his consigliere Brian O'Conner (Paul Walker), and others are stealing impounded lux cars from train packed with DEA agents while it's still operating. The cars are for Reyes (Joaquim de Almeida, always a gem), the crime boss of Rio de Janeiro. Great set piece: A big ole truck rides alongside to act as midwife to the cars as they roll from boxcar to the ground at high rates of speed. O'Conner's fighting with Reyes' henchman whose operating the industrial truck. He knocks him off and is hanging on for dear life as Toretto drives up trying to catch him before he smashes against a bridge pillar. Shot to shot to shot, he jumps, truck explodes in blaze of glory, and he and Diesel do a slo-mo dive into a raging river way down below, all three of them, Walker, Diesel and the car. The cars should have top billing. Especially the cars at the end when Roman (Tyrese Gibson) pulls up with hot babe in tow and his bud Tej (Chris 'Ludicrous' Bridges), a hard working day job man, slyly has his hot babe drive up in the same car.What's the movie about? Hot fast shiny cars, keep the motor running, sexy people (""We're a family!""), $100 million in untraceable bills and two identical bank vaults. Tyrese and Ludicrous bantering like old friends. But never forget the 3 monuments to Mother Nature, Dwayne Johnson, Vin Diesel and Rio de Janeiro. Rio should have gotten top billing as a person in its own right. The beach at Ipanema. The hills covered with colorful houses in stadium seating.Diesel's less combustible than he's been before. He's the natural leader but picks his words carefully and all his crew lean in for every word.If you like cars, sexy people, lots of action, gorgeous Rio de Janeiro, an implausibly irresistible heist and tawdry touches of Mission Impossible and Ocean's Eleven, you'll like Fast Five.",CassandraSparkles,"May 4, 2011"
7,Furious 5,"Vin diesel and paul walker are really good in this making this really entertaining and fun to watch.Insane stunts, chases, and fights. This starts the entertainingly craziness of this movie franchise.",MB-reviewer185,"Apr 24, 2021"
8,Faster and faster.,"Fast Five has enough machismo and testosterone to make The Expendables look subdued. It's much more of a straight up action/heist film than the previous movies, with the occasional car chase scene to remind you it's still a Fast & Furious movie (if all the returning faces aren't enough to let you know). And it works. This is a really fun flick to watch in an ""Ocean's Eleven meets the gleeful carnage of a Michael Bay movie"" kind of way that's entertaining and ridiculously over-the-top. Fast Five is easily the best movie of the series, and probably one of the most exciting movies of the year. Dwayne Johnson is a perfect addition to the cast and his confrontations with Diesel's character is among the many highlights of the film, plus it's good to see the old cast members back in action. If you want an action romp that breezes by without getting to serious, looks slick, and just doesn't know what it means to slow down, this will give you all you need and more.",lewiskendell,"Dec 2, 2011"
6,Fast Five deals with troubles of identity and becomes pointless but highly entertaining...,"When I first saw the first movie of this series, I said to myself ""Yes, Julian, good entertainment like never before"". After all these years, Fast Five is promoted as being the last one, the grand finale, the ultimate conclusion to the story of our horse-power rider heroes. Fast Five detach itself from the racing plague and transforms into another heist movie which bring nothing new except a few really entertaining chase scenes. So where to begin? The story starts with the planned break-out of Dominic (Vin Diesel) who was convicted for 25 years in jail. It starts with a ridiculous stunt but I got over it fastly. The group then ends up in Brasil and gets into trouble while trying to steal 3 cars from a moving train. The chase itself, the whole operation is entertaining but impossible, deadly and the last but not the least, hilarious in real life. You get the feeling you're watching scenes from 2012. However, Dom, Brian (Paul Walker), Mia (Jordana Brewster) and Vince (Matt Schulze) deal with real issues after they find out they stole an important cip which was hidden in one of the cars owned by an even more important person in Rio. The most feared and powerful drug dealer, Hernan Reyes (Joaquim de Almeida). Nothing impressive wait? Oh wait. The ""FBI dudes"" from the States sent one of the best teams in Rio to catch them. This elite task is ran by Luke Hobbs (Dwyane Johnson) which is pretty much the old-school, hand-by-hand tough guy. The movie moves pretty fast. We get to find out that Mia is pregnant so of course, Dom and Briand head out for the most clicheic ""last job"" ever. They get to reunite with all their friends from the previous movies, Roman Pearce (Tyrese Gibson), Tej Parker (Ludacris) and Han Lue (Sung Kang). They give green lights for a plan to steal Reyes's drug money. We get the usual guy who wants to get out but once he finds out the kind of money involved he gets back in, we get to see few actual races, some nice beautiful women, big men acting all like a bunch of wrestlers and showing their muscles and we'll even get the bad guy joining the good guys. We're also given, I think, the biggest death toll in this series.As far as their plans, there's no real in-depth look. We're just given small pieces and the rest we must figure for ourselves even some matches don't fit this whole pretentious job. With all the cons we still are entertained and the last part of the movie, the final confrontation actually pays it off even if it gets a little bit cheesy with the sentimental nonsense. As for the acting part, I had one big problem with Dwyane Johnson's delivery. His lines always felt forced like he was reading the script or something. I love The Rock but I still think as an actor... he's still at the beginning.The technical part of the movie is quite impressive. Tough chase scenes, crazy stunts and good fight sequences. I had a problem with some effects like the train wagon explosion. Far from being realistic enough. I also had problems with the lightning and with the continuous and repeating use of wide-city shots between certain scenes. It's the easiest way to make a transition between scenes. It's a cinematographer weakness, especially in a movie like this which has the possibility of looking much much better. The music was pretty good, intense and fitted the atmosphere.Overall, Fast Five was a disappointment as far as a Fast & Furious movie. Fast Five was a disappointment as far as an overall heist movie because of the overused clicheic pieces of story. Fast Five was a disappointment as far as the ridiculous action scenes in it. Despite all that, despite the negative view I have on it I must admit I was entertained. It was a good time. Now, Fast Five deals with troubles of identity. It feels like the last one but it leaves room for another one. And since we already know they'll make another one I have some questions? Why the misleading marketing? Why the misleading point of the movie? Why did they had to make it pointless?",montera_iulian,"May 29, 2011"
8,Getting Better With Age,No content,jmcginn174,"Jun 16, 2011"
7,Finally,"The series was finally piecing it together in the last film but the storyline was slightly underdeveloped. Fast five manages to resuscitate the series and course correct it into something more fun and mainstream. If you look at how far the series has changed along the way, it's quite impressive. Justin Lin has grown into the saviour of the series and the film benefits from the style he started developing in Tokyo Drift. The film is growing in cast with each new film and while Diesel and Walker aren't the only reason people turn up, the hole required to replace them would. The series is now having fun with the premise but the idea of this film series running 10 movies is absolutely insane.",nicholls905-280-546911,"Apr 24, 2020"
10,"""Fast Five"" is Fabulous, Fantastic, and Fun!","While I love ""Fast and Furious"" franchise, I kinda don't like how they title some installments, such as ""Fast and Furious"" in 2009 (actually a fourth film) and now this. They drop ""furious"" in the fifth film and I don't know why. I guess it's for creative pursuit, but the adjectives ""fast"" and ""furious"" accurately describe the films' premise and atmosphere. Anyway, if you enjoy the previous four films, you'll definitely enjoy this for the fifth time. Dom (Vin Diesel) and Brian (Paul Walker) work together with their friends to disarm a powerful Brazilian drug lord through a 100 million dollar heist. Agent Luke Hobbs (Dwayne Johnson) joins this movie, so prepare for greater battle.This is a major shift in the franchise, as they incorporate the heist sub-genre. So there are less racing, but the car chases are still there. I love how they plan their moves to get the vault. The police wants Dom and Brian, so the duo obviously has to run away inside the fast cars! The vault-dragging scene, which is apparently boasted in the trailer, is very fun and high-octane to watch. How the hell did they shoot that in a city? Editing is very good, the music is very pumping for the car sequences, and stunts are crazier than ever. A surprise character enters the storyline, so watch out.This movie reminds me of ""Resident Evil: Retribution"" in terms of action and racial diversity, and it's interesting to note that this film and that film are fifth entries of their own franchises. Like how I love ""Resident Evil"" movies, I love the ""Fast and Furious"" movies!",AdrianOlonan,"Jul 17, 2015"
6,A better option than many others in this genre.... EXTREMELY MILD spoilers,No content,witster18,"Oct 12, 2011"
1,did NOT like this film,No content,mitchell7015,"Apr 29, 2011"
No rating,mindless but sure to please,"Diesel, Walker, and Brewster are on the run from the law and hightail it to Rio de Janeiro where they recruit some old friends to pull off one final job before they go their separate ways. But the group's daring plan quickly goes awry, they receive some unexpected family news, and they suddenly find themselves targeted by bloodhound federal agent Johnson—who never met a mark he couldn't collar. Preposterous plotting and cardboard villains abound, but made watchable by high-octane action scenes, effective casting, beautiful women, gratuitous fight scenes, great scenery, and everything else needed to pass for escapist entertainment. Overlong and incoherent, but fast enough, furious enough, and fun enough to satisfy the target audience. **½",Special-K88,"Apr 29, 2011"
6,"Long, flashy, not much driving","The movie lasted for a staggering two hours and ten minutes, time in which driving, the foundation of the ""Fast"" franchise, was left in the backseat. The rest, weapons, flashy heist planning and ridiculous intrigue. There had to be a bad guy that was corrupt, rich and utterly evil, there had to be a henchman, just as evil, with a host of faceless drones to command, there had to be a good and honest cop that would chase them, but ultimately respect the gang for who they are, and there had to be chicks. And of course... the gang. ""The best of the best"" almost copied and pasted from Ocean's 3214.That doesn't mean it wasn't a good fun action filled film, just that it was a melange of ideas that were far removed from what I liked in other Fast and Furious films. I love Dwayne Johnson and he played very well the role of the tireless cop, I like Vin Diesel, even if he seems to be on a descendant curve in his career and all the other actors did their jobs well. The thing is: was it worth waiting an hour and a half for a final race that defied logic, physics and probability and yet had little to do with driving? Not really.",siderite,"Mar 12, 2012"
8,Fast Money,"I only seen the first Fast and the Furious and I own it on DVD. I skipped out on the sequels, mostly because of the bad word of mouth. When Fast Five was released, I didn't have intentions on seeing it until I learned that The Rock was in it. However, I wasn't sure if the film would deliver. After some positive word of mouth from several people, I was convinced on seeing it. So on a cold, rainy day and an awful week that had passed me by, I decided to give this movie a spin.And boy was I surprised!Fast Five is one exhilarating movie! It didn't start out well. Without seeing the previous installments, and barely remembering the first, I was a little lost in the beginning. Where things picked up was in the train robbery scene where Vin Diesel and Paul Walker (who's best performance is in Running Scared) are having that fight scene. It was pretty awesome, up until the end but I guess that's where the suspension of disbelief comes into play.The movie doesn't linger onto any dramatic scenes for too long. The filmmakers know that their target audience came for the fast cars and action. Who cares about any subplots and talking? The Rock makes a grand entrance and is provided with enough screen time to make The Rock fans happy. I also like the turn of events with his character near the end. It was handled brilliantly.Speaking of the end, the climax is probably one of the best climaxes I've seen in a very long time. I think it probably nailed the whole summer movie feel. By the end of the movie, I felt that this is what summer movies are meant to be. I don't know if the director Justin Lin saved the franchise, as I don't even know if the franchise was in trouble in the first place. However, this movie might have introduced more fans. With the series being stagnant for so long, I can honestly say that I'll be looking forward to the sixth installment.",Fields201,"May 15, 2011"
7,A Thrilling Heist that Ignites a New Era of the Franchise,"""Fast Five"" propels the ""Fast and Furious"" franchise to new heights with its electrifying blend of high-octane action, intense heists, and an ensemble cast firing on all cylinders. Picking up where the previous installment left off, the plot follows Dom Toretto (Vin Diesel), Brian O'Conner (Paul Walker), and their crew as they plan a daring heist in Rio de Janeiro while being pursued by a relentless federal agent (Dwayne Johnson).The film takes the franchise in a refreshing direction by incorporating the elements of a heist thriller. The meticulously planned and executed heist sequences are the heart of the film, showcasing the crew's impressive driving skills, precision teamwork, and audacious strategies. Each action set piece is expertly choreographed, filled with breathtaking stunts and jaw-dropping moments that will leave you on the edge of your seat.What sets ""Fast Five"" apart is the seamless integration of beloved characters from previous films. The chemistry between the cast members is palpable, with Vin Diesel and Paul Walker delivering standout performances that anchor the film. Dwayne Johnson's introduction as federal agent Luke Hobbs adds a new dynamic to the story, bringing his own brand of intensity and charisma to the table.The plot not only delivers adrenaline-pumping action but also delves into the characters' personal lives, exploring their motivations, loyalties, and the importance of family. It strikes a perfect balance between heart-pounding thrills and emotional resonance, making us invest in the characters and their journey.The film's breathtaking cinematography captures the vibrant streets of Rio de Janeiro, providing a visually stunning backdrop for the high-speed chases and explosive action. The pulsating soundtrack amplifies the excitement, perfectly complementing the adrenaline-fueled sequences.""Fast Five"" is a game-changer for the franchise, elevating it to new heights with its exhilarating heists, riveting performances, and a compelling blend of action and emotion. It sets the stage for the franchise's future, expanding its scope and introducing new possibilities. Whether you're a longtime fan or a newcomer, ""Fast Five"" is a must-watch for anyone seeking an adrenaline-fueled cinematic experience. Buckle up and get ready for an unforgettable ride.",sufyaanrashid95,"May 2, 2023"
8,Vin Diesel does The Italian Job,"This is the best film in the series, probably because it borrowed heavily from the recent version of The Italian Job. It borrowed ideas such as deciding to use a fast, nimble car to navigate through a narrow parking garage, creating a copy of the target location in which to practice, obtaining the same safe they will need to crack later, and using street cameras to direct cars through traffic. All of these elements were used in The Italian Job. Oddly enough, rumors had it that a sequel to The Italian Job was going to be made and be set in Brazil but it was never made. Was this supposed to be that sequel? Probably not. A sequel would've had new ideas and this one just had a rehash of old ones.Anyway, despite similarities to The Italian Job, this film was entertaining and enjoyable to watch.",jcallows,"Oct 10, 2011"
7,Now this is more like it!,No content,myblueblazer,"May 30, 2023"
9,Fast 5 is the BEST hands down,"I LOVED this movie!!! The action scenes are exhilarating too a whole new level.Everyone was great in this one no weak links to be found which also made it a great movie going experience.some standouts;Tyrese Gibson from the urban drama classic ""Baby Boy"", really played his character..he was hilarious in every scene he had!!! The Rock(Dwayne Johnson) was Excellent Luke Hobbs who was bad ass in his role and looked to be enjoying be apart of the cast..the pivotal scene where he is down and looks to be out help and unexpected is on the way in such a epic guns blazing scene that was so damn good! I almost gave this movie a 10 because seriously it is that good of a movie and by and I don't give movies 10 these days .Go see this!!! its worth it and u wont never regret it!!! Best Movie Of The Summer!!! A",cedicedi,"May 27, 2011"
7,Where everything changed,"As a teenager, I thought this was the best in the franchise and it makes sense considering how much action-packed it is and the whole ensemble coming together and their banter in it. But this time around for the first 40 minutes I was confused why this was the first critically acclaimed movie in the franchise because that 40 minutes was filled with stupid dialogues that is directed in the most cringey way possible with few thrills in there. But then they start assembling the crew and it became a proper heist movie and it started making sense why it is considered good. From that point on it kept entertaining throughout the movie.The Rock is way better here compared to most of his roles before this but looking back now, he wasn't as charming as his later lead roles for which he is more known for nowadays. The ensemble is really what worked the best film though. All of them together make this movie great to watch.This is where everything changed for the franchise and the scope of it really became huge but it still lacks the heart of the first movie and the tightness of Tokyo Drift. And it seemed like they wanted to connect Tokyo Drift through later movies from dialogues and I wonder how could they think that's a good idea, do they want us to think Japan in this movie's world is behind everywhere else to look like that after the events of these movies being so modern?",Jithindurden,"May 9, 2023"
9,"""Best in the F&F series till date""","Fast Five is F&F franchise's awesome film till date in terms of acting action emotion heist and all of its genres are being presented very beautifully.The entry of Dwayne Johnson as Luke Hobbs make this film even better though he loses the fight with Vin diesel but he was awesome.The other supporting actors were good Tyrese Gibson was making a good balance of Comedy through the whole movie the techs,gadgets, heist plan, action, stunts were all awesome in this movie..Whole movie was awesome it was not at all boring it gives you the excitement as you want totally worth watchable movie...Hail F&F series!!!!!........",yashrajs536,"Jul 6, 2015"
6,Was it really all worth for that final car chase,"If You've seen the trailer, this review won't spoil anything: There is a car chase in the end, but if you feel it kinda drags on I will tell why I felt that.In an usual police chase the policemen needs to catch on first and then there is constant pressure from their side to knock you out. But in Fast Five I felt that after first destroyed vehicle the cops needed to spend another 5 seconds to even hit the runners. After that police car gets destroyed, another 10 seconds till they are near: Not constant danger of doing a wrong turn and being busted.In contrast to what they give us in trailers: Few seconds for police to arrive and then constant mayhem. Tho a lot of car crashes is quite expensive only for one minute, you need to put some effort to make it a five minutes worth car chase.",Kristupas-vazix,"May 20, 2011"
1,The Real Rio,No content,petropolisy,"Jun 5, 2011"
No rating,A return to what made the fast and furious great,Fast five {or the fast and furious 5} The fast five was a breath of fresh air for a otherwise stale series. I found the film to be both exciting and well written. The returning characters did not seem to be forced into the storyline they flowed nicely. I was really skeptical going into watching this film. After a few missed guided attempts at the series but For me it had rawness of fast and furious movie. I would recommend this movie to anyone who enjoyed the first film as well as newcomers to it. As a fan of these movies I hope in the future other installments of the fast and furious series has the same heart as this one.,twbfilm89,"Oct 16, 2011"
7,Not bad but could be much better - does not fit the Fast and the Furious franchise,No content,Achylles,"Aug 22, 2011"
8,Amazing: a 5th movie beating the other 4 by miles,"OK I have never been a fan of F and F series. First one was a good surprise, fresh and at some point original, 2nd one was really bad maybe cause vin diesel was not participating in that one but in the end it sucked, I never saw tokio drift and the last one was a mix of bad acting, bad plot barely decent action and some CGI effects that looked very fake. But OMG this one has it all, from beginning to end is great entertainment, nothing more nothing less. Its like having together the best parts of the franchise with a touch of oceans eleven and some action scenes that are simply jaw dropping. This is how all the past movies should have been and being this a 5th part that is quit an achievement maybe it is an exaggeration but for me this is the masterpiece of all the 5th parts. Definitely worth the price of the ticket and I cant wait to see it in blu ray and replay a few times the last half hour of the movie.",mooviefan-891-879574,"May 11, 2011"
7,7/10,"By AhmedAlKiremli.com Movie Story Dominic and his team find themselves on the wrong side of the law once again so they try to scape after implementing one last mission.Ahmed Al Kiremli Opinion About The Story Interesting but involved some fiction and exaggeration, and I didn't like the part when the police started helping Vin Diesel and his team after they were chasing them.About The Directing The director Justin Lin became an expert in these kind of movies because he directed another two parts of this chain, many scenes were very difficult to be shooted and viewed it such quality, the camera was everywhere and at many difficult places specially with the speed of the cars.About The Actors Vin Diesel did some nice action scenes and nice to see him behind the wheel again, good face expression.Paul Walker performed very well specially in the racing scenes.Tyrese Gibson was very funny.Ludicrous was very funny.Dwayne Johnson was as usual, simply fake performance.Joaquim de Almeida as usual did a great performance.About The Script Well written and has some comedy involved and many details about some facts.About The Sound Mixing Very interesting with the sound of engines and action.About The Cinematography Very interesting, many scenes are done from very difficult angles with so many cameras, during the movie you ask yourself a lot (How did they shoot that?) because some angles was just impossible specially with the speed of cars.Visual Effects Amazingly well done to the level that you believe it, some scenes were very difficult to show it in this quality of effects.About Movie Soundtrack & Music Good to the level that your adrenaline level stay up.Costume Design Nice but nothing difficult as most of the costume is available and not required that much customization.Makeup Its not difficult in such a movie.Ahmed Al Kiremli Rating 7/10 Is It In Ahmed Al Kiremli's Must Watch List? Yes Is It In Ahmed Al Kiremli's Great Movies List? No",ahmed-947-221051,"May 19, 2011"
9,Action movie for the ages,No content,Robert_duder,"Apr 27, 2019"
