,Rating,Title,Content,Author Name,Date,Year
218,10,Fast Five,"Loved it! It's the Fast and the Furious people! If you loved the first, you can't NOT love this one. They are all ridiculous, over the top and unrealistic but who cares?!? It's so entertaining to watch and having all the cast back was awesome! Practically every hot car makes and appearance and then of course you have the hot men :) Vin Diesel and Paul Walker had great on screen chemistry that made me love them even more. Adding back the rest of the old cast members made for a great humor addition to the movie. Turn off your analytical brain and just sit back and enjoy the ride! Fun!",lindseyholcombe18,2011-04-30,2011
209,8,Fast Five is a great movie,"I saw fast five a week ago and I was wondering what it would be like because I hadn't seen the four films before it. It was an awesome movie.

This movie is set in Rio and the main characters are pulling off a heist. That's about all of the plot I'll give away but I will say there is an awesome seen in the movie where Vin Diesel's character (Dominick Toretto) has an epic fight scene with Dwayne Johnson's character (Detective Dobbs).

I really recommend this movie to everyone.

I would give this movie a 7-7.5/10. I liked the movie, it had action, it had some pretty girls, it had some mad actors, it had some car racing(only a scene or two) and it had a bank heist, what else would you want from a movie? Highly Recommended 7-7.5/10.",jz61,2011-04-30,2011
9,7,"Fast, fun and mindless fury ... once again","I went into this movie expecting the usual; fast cars and hot babes held together with a more than flimsy action-packed story line and Justin Lin seemed to schizophrenically deliver (or did he?). The movie starts with a famously stolen and instantly aggravating ""one last job"" scene, obviously not something any movie goer can believe in this instance because let's face it who finishes a movie series on its fifth? This movie sees the return of all the usual (and previous) F&F characters and same tricks of the trade we have seen Brian and Dom perfect with all the usual so-called tense last minute escapes Hollywood has rinsed dry, yet still this movie does deserve its 7/10 rating.How? Rio and the favelas are beautifully shot, the new characters are refreshing and VERY well casted, the vehicles are awesome, although lacking in their usual ""bling"" quality and the witty humour running through from previous F&F's is a little bonus for fans of the previous movies. Coupled with a sprinkling of nail biting moments and generous helpings of laugh-out-loud moments this testosterone injected movie is no doubt a fun, easy on the mind movie to go and watch.Unfortunately, like all ""fun and easy on the mind"" movies, the simplicity of it all becomes very predictable and the same is true for this movie. The story line, although containing a couple of very interesting screws, is essentially like any other heist movie we've all seen before (you already know the conclusion and you always wonder where they magically get all that military level kit from). The fight scenes have obvious outcomes, the alliances of certain characters are openly questionable and the character of Matt Schulze (Vince) is more pointless than jet skiing in your 15 meter, back garden swimming pool.The UNENDING swarms of mind-blowingly beautiful women and roaring hot cars are haplessly missing in the trial to create a more interesting storyline, which has only lead to needless additions into the story which add nothing to the overall plot. This movie is like a man in his late 20's desperate to become something more yet hold onto his youth and ending up messing up on both fronts. There's a token nitrous moment amidst the scores of needless carnage and overflowing testosterone levels from the tanking cast and developments in Brian and Mia's relationship add nothing to the story.Overall, the movie is enjoyable but lacks the zing of maybe the first two. It falls short of a modern day epic man-movie like the ""expendables"" and clearly lacks the strong storyline and acting prowess of a brilliant modern day heist movie like ""the bank job"". Saying that, it would still be a shame to miss this movie.",deathiscoming-1,2011-04-30,2011
144,8,"Packed wall-to-wall with breathtaking action sequences, this fifth entry is easily the most thrilling and the best of the 'Fast and Furious' franchise","Unless you're ""Harry Potter"", franchises rarely have much gas left in their tank by their fourth instalment, let alone their fifth. But two years ago, the ""Fast and Furious"" franchise defied its slow but sure decline by reuniting the original stars of the first movie that made it such a runaway success ten years ago, thus finding its groove once again and speeding away with the best box-office results the series has enjoyed.To prove their success then wasn't just a fluke, the stars- Vin Diesel and Paul Walker- are back at it again with a fifth-quel, and you know what- it's even faster, even more furious than anything the franchise has done. Yes, dear fans of fast cars, hot babes and most of all brawny men, ""Fast Five"" takes the hallmarks of the franchise and brings it to a whole new level. It's the best ""Fast and Furious"" movie by far, an adrenaline shot of pure guilt pleasure that promises and delivers white-knuckle thrills and edge-of-your-seat excitement.Certainly that's the expectation thanks to an exhilarating opening sequence where our favourite recalcitrant criminal Dominic Toretto and his newly-minted criminal associate Ryan O'Connor are off stealing luxury race cars on board a moving train. Besides federal agents, Dom and O'Connor also have to contend with double-crosses and oh, a looming bridge. So when you have our heroes leaping out of a speeding car while plunging into a ravine, you know you better buckle up for the ride you're going to be in for.A memory jolt for those who may have forgotten- Dom was arrested at the end of the last movie, and was sentenced without parole to 25 years in federal prison. But where's the fun in having him behind bars? So en route to a maximum security prison, Dom's transport is promptly ambushed by Ryan and his girlfriend Mia (Jordana Brewster). The trio end up in Rio, where said daring midday heist occurs and lands them on the wrong side of Rio's most feared criminal kingpin Reyes (Joaquim de Almeida).True to Dom's nature, he seizes it as an opportunity to do one big score and then go off to relax. With this nifty twist, screenwriter Chris Morgan (also the writer of the previous three films) turns what used to be a movie around the confines of the underground street racing circuit into a heist movie. Morgan also does an Ocean's Eleven as Dom assembles just about every supporting character who has appeared in one of the franchise's films for his latest crew- including Roman (Tyrese Gibson), Tej (Chris 'Ludacris' Bridges), Han (Sung Kang) and Gisele (Gal Gadot).The chemistry between the returning cast and characters is delightful, and Morgan reserves the best zingers in his script for their banter. New additions Tego Calder√≥n and Don Omar also add to the fun, their mutual riffs on Tej that exploit the language barrier between the two Americans simply hilarious. Of course, the highlight of this movie is really the introduction of just about the most badass F.B.I. agent from up North, Hobbs (Dwayne Johnson), sent into Rio to apprehend Dom and O'Connor.The relentlessness of Johnson's Hobbs is a good foil against the arrogance of Diesel's Dom, and their subsequent mano-a-mano no-holds-barred fistfight that results is brutally efficient. Indeed, watching Diesel and The Rock go up against each other is worth the price of admission itself, because there simply is no one bigger, badder and balder than Diesel. It's a duel made in action heaven, and director Justin Lin milks it for every punch, kick and body-smash it is worth.But Lin isn't content to rest on the laurels of his hulking action stars. A footchase across rooftops and down alleyways of the crowded, crime-ridden hillside favelas (neighborhoods) of Rio surpasses the sheer adrenaline that Jason Bourne induced in ""The Bourne Ultimatum"", and makes great use of its locale's backdrop. The finale, though, is quite something in itself and beats anything that Lin has done, or for that matter, anything that you have seen so far in the ""Fast and Furious"" franchise. We're not about to spoil the surprise for you here, but suffice to say that it will go down as one of the most breathtaking car chase sequences in cinematic history.And with that, ""Fast Five"" has more than about justified its existence by being a souped-up, pumped-up, revved-up action movie that floors its throttle from the get-go and doesn't let up for a full two hours. Yes, there are times when the dialogue borders on laughable, especially when Morgan tries to give his characters- Dom in particular- more depth and some semblance of character development.But this is not a movie that you watch for those things, and a franchise that was built on these things- rather ""Fast Five"" is about revving engines, crashing cars, brawny men and hot babes and on every one of these counts, it delivers spectacularly. We guarantee you by the time the end credits roll with a sneak peek of where the franchise is headed to next, you'll be cheering for the sixth ""Fast and Furious"" film.",moviexclusive,2011-05-01,2011
0,7,The first sequel in the series that's actually worth your dollar,"Sure the original was something fresh, new, and somewhat original. But the sequels have been anything but. Yeah i know it's high octane fun, but you can say the same thing about Michael Bay films. Am i saying that these sequels are as bad as Michael Bay films? No, but each one offers nothing new, well, unless you count drifting, and that isn't saying a lot. Hopefull this new installment can bring something fresh to the table.I never thought i would say this, but i actually enjoyed this movie. I went in with low expectations, and came out pretty damn satisfied. Sure the movie had a lot of the same moving parts, but what really made this one stand out is how it actually changed the pace of how they normally do things.First, they didn't have a damn drag race every 10 minutes. In fact, they barely had any. Which really is a genius idea, because when the time did come to have an awesome driving sequence, you were begging for it. Finally, someone with brains stepped into this movie and said let's save all of our bullets and unleash them in the end.So with a series that relies heavily on their driving sequences and less on their script, how do you keep your audience entertained? Well, the first step is to incorporate another major actor, enter The Rock. Next, you really need to buff up your script. Okay, here is where it gets both good and bad. It's good because the movie takes a ton of it's credit from the ""Ocean 11"" films. Yeah, it's stealing an idea, but it injecting more action into it, which is pretty cool. But the reason why i say it's also bad, is because it's still packed with bad cheesy one-liners, poor acting, and some really tarnished plot outlines. But does that take anything away from the fun.......not really.Bottom Line, okay people, here is your first action movie worth seeing this year. No, i am not one of those people who hold these 'Fast and Furious' films on a high pedestal. Not since the first one have i given anything over a decent review. But i can say with confidence that this one is actually worth your hard earned dollar. Sure it's slightly cheesy, packed with impossible action, and sure it steals some plot outlines from other films, but i like i said earlier, it's still fun to watch. So with that being said, the question remains.....is this the best one in the series? I still say no, but this movie comes damn close. Closer that any of the other ones, thats for damn sure. On a time line, this should have followed up the original",blackmambamark,2011-05-01,2011
175,10,Excellent!,"I have loved the whole Fast & Furious

series ever since they were made,following

their stories as the movie series progressed.

In The Fast & The Furious: Fast Five I loved

how they showed all these cool and fast cars in a sequence when they were testing them for the cameras. I thought it was really great how they made Mia pregnant and throughout the movie

it showed Dom and Brian's relationship change a bit towards each other (in a good way) and Dom threw the race for Brian and his sister (Mia).

The graphics and visual effects were at a very high quality. Definitely my favorite out of the

series and a great movie to see:)",EmBlack23,2011-05-01,2011
29,7,Fast Five (or Ocean's Eleven with Dodge Chargers),"By the time a franchise gets to its fifth film you're probably worried that the laws of entropy are in full effect, and for good reason. Outside of horror franchises, how many fifth films can you name that were anywhere close to as successful or entertaining as the original? Maybe it had to do with having low expectations (after all I've suffered through 2 Fast 2 Furious and have wiped all memory of The Fast and the Furious: Tokyo Drift from my conscious mind) but Fast Five seriously struck me as a fun to watch, exciting and funny action flick.

The basic premise is nothing new for a crime movie – bring in a team of the best in your field to split a multi-million dollar score that will allow for a cushy retirement from a life a crime. In this case, that score is to be had against the most powerful man in Rio de Janeiro.

To accomplish the job, lifetime criminal Dominic Toretto and former federal agent Brian O'Conner bring in a team of all the best racers and specialists that they have met along the course of their illustrious careers. Characters like Vince, Gisele, Han, Roman, Tej and other favorites come out of the woodwork for the big score.

Making that score becomes even more difficult when the United States government becomes involved and sends a ringer in to catch Dom and O'Conner. Agent Hobbs (Dwayne Johnson) is a match for Dom in almost every way. He's big, determined, and has the resources of the U.S. Department of State, Diplomatic Security Service at his disposal. Hobbs commissions the aid of a rookie Rio cop named ElenaWith her help, Hobbs makes life for the Ocean's Eleven-esque crew even more difficult. A ray of hope for Dom and the others lies in Elena, the widow of a clean cop offed by Reyes before the start of the movie. Elena will come up against a choice of doing her job without question or taking a shot at helping the criminal crew make a score against Reyes.

Aside from a fairly easy to follow plot this film has what you would expect, a solid soundtrack, good looking people in skimpy clothing, humor (though mostly as shallow as the human emotions portrayed) and, of course a barrage of fast cars in adrenaline charged chase and race scenes.

If you've stuck with the F&F franchise, odds are you are wondering what sort of cars you can expect from the most recent installment. I doubt you'll be disappointed. Let's take a look at a few of the cars you'll see.

Of course, Dom's immortal 1970 Dodge Charger is back, though in this setting it's forced to look a little less mean and impressive in order to stay under the radar. It's not the only Charger in the film – not by a long shot. Fast Five is filled with 2010 and 2011 Chargers (some realized as police vehicles and others are modified Chargers driven by Dom and O'Conner for the final heist). To round out the Dodge product placement was a 2010 Challenger.

Many of the modern cars in the film were used by the team to try and beat a camera array in a parking garage and driven only on an indoor test track. It gave filmmakers a good excuse to run some modern, hairpin turn capable cars like a Porsche GT3, 2010 Subaru STi, Nissan 370z, and others across the screen. Additional modern cars include a Lexus LFA, 1996 Toyota Supra, and a Koenigsegg CCX.

Classic car buffs have more to look forward to then Dom's Charger (a nice surprise after the NOS engine, rice-rocket sounding cars that have come to symbolize the franchise). Though the screen-time is brief, we see some work done with a '66 GT40, '66 Corvette Grand Sport, and quite a few other 60s and 70s muscle cars. Motorcycles weren't left out either as a real hot Ducati Street Racer (with a real hot Gal Godot on the throttle) makes an appearance.

If your taste in cars is at all similar to my own, you might find yourself drooling over Hobbs' government issued SUV that looks like a gorgeous, khaki-colored, utilitarian, armored behemoth on wheels and monster-truck shock absorbers. To save you some research, this beast is called a Gurkha LAPV. It's built on a Ford F550 chassis and was developed to withstand IED attacks with optional NATO level 3 armor. Though the top speed is about 90MPH, this beast is the perfect vehicle for the tight streets and uneven terrain encountered by Hobbs in his pursuit of Dom through Rio and surrounding areas in Brazil. And sorry, this vehicle is not available to civilians. Other than the cars there are a few more good reasons to head to the theater for this film. Adding Dwayne Johnson to the cast finally gives Vin Diesel someone imposing to match up with physically. Johnson's character Hobbs is a tough guy who lives like there is a strict line between black and white. While some of the characters in the film only have time to come off as two dimensional, Hobbs has three dimensions and is forced to make some choices that put his multiple motivations up against each other. Don't expect any Oscar worthy acting from Johnson or any of the other folks involved and don't expect some sort of gritty Eastwood realism and you should have a good time. As I mentioned, the plot of the film isn't real twisted, unique, or surprising, but it's fully realized and satisfying by the time we reach the conclusion.",swmayer,2011-05-01,2011
208,5,"Not bad, if you ignore some of the most unrealistic scenes EVER!","Just like the summary above, good action scenes, lots of car crashes, but come on! I know it's supposed to be a movie, but some of these scenes are down right the most unrealistic I have EVER seen.

Actually almost all the main scenes were absurd! 1. The fight scene between the Rock & Toretto, GIMME A BREAK! One punch in the face from either of those guys would just about kill the other one. I guess nobody watches real fighting.

2. The fall from the bridge! COME ON, again! 50-70mph off a car over a cliff that was easily over 60 feet, probably more like 100 feet = 99% certain death. The other 1% you would have a broken body.

3. The BEST one of all...the final safe scene! I won't even try, you'll see....or maybe not.

This isn't a horrible movie, just not a great one. Could have been a lot better. What is worse is the people who actually give this 9 or 10 stars!",themaxx69,2011-05-01,2011
200,10,Great Movie,"This was a long awaited film and it was awesome.Lived up to the F&F name.Bringing back 4 of the originals was awesome.High impact chases, almost improbable fight scenes, corrupt government officials, you name it this movie had it.Can't wait for F&F6.If you have not seen this movie you must stay through the credits.There was must applause at the end.The Rock was a great addition.Can't wait for the Blu Ray release of these.",kinghq1,2011-05-01,2011
111,8,The Fast and the Furious has morphed into quite the little action series,"Before we get started, I want to get something off of my chest. For a long time, the Fast and the Furious franchise has been a big guilty pleasure of mine. Sure, they're silly, unrealistic, and way over the top, but they're fun, and exciting. Not ever cinematic experience has to mirror The English Patient. Sometimes I just want to see car chases, and sht blowing up. This series, despite it's many flaws, manages to provide the audience with enough eye candy and carnage to solidify it's spot in pop culture history. When the trailer premiered, and revealed to me that I would be seeing a host of returning characters, coupled with Dwayne Johnson versus Vin Diesel. I was on board instantly. I even learned that The Liberal Dead's own Ted Brown had a soft spot for the series as well. When I finally sat down to consume the new installment, my expectations were off the charts.Following the example that the previous film set, Fast Five is more of a crime/action flick, than another rice-a-roni car porn. Many people were not fans of the previous film, but I admired it for the direction that it took the franchise. It may sound silly, especially considering the material, but it almost felt like the franchise had matured. Whereas previous sequels tried to re-capture the flavor of the first film, focusing almost entirely on the cars, and the races, ""Fast and Furious"" revisited the original characters, and showed us what the events of their first romp has done to their lives. There's almost something magical and mysterious about the ending of the first film. It certainly romanticizes the fact that Brian let Dominic go, rather than bringing him to justice. But what are the consequences for everyone involved? These are the questions that were answered in the last film, and now expanded upon in series' return.Fast Five begins where the previous film concluded. Brian, now rogue from the FBI has rounded up a furious carpool to bust Dominic out of police custody. Living on the run in Rio, Brian and Mia reconnect with Vince, and try to pull off a heist to help get their heads above water. When Dominic shows up with the crime already in progress, he senses a double-cross, and alters the plan preventing the crew from meeting up with the man that hired them for the job. The man turns out to be the #1 kingpin in all of Rio, and he orchestrates a wide-net search party, including his own henchmen, as well as the majority of the local police, who happen to be on his payroll. Since several US federal agents where found dead in the aftermath of the robbery, a US Special Forces team is sent to apprehend Brian and Dominic, who they think are responsible for the deaths. Leading the team is Special Agent Hobbs, played by Dwayne ""The Rock"" Johnson.The introduction of Hobbs as a character, pits two completely larger than life action heroes against one another. This not only appeals to the sensibilities of action fans across the globe, but it leads to one of the most exciting scenes of hand to hand combat in recent history. Dwayne and Vin have a terrific amount of on-screen chemistry, and could very easily go on to make movies outside of the F&F universe, both versus, as well as on the same side. Say what you want about either man, but both of them have several solid films under their belt. Hopefully the decision to put these two titans in the same film yields the obvious intended result, and Fast Five will end up dominating the box office.Enough characters return from the previous films to appeal to franchise fans, but the story and the situation generates crossover appeal as well. Even though it's a continuing story arch, anyone looking for a popcorn action flick can walk into the theater and walk out satisfied, even if you're completely unfamiliar with the four previous films.The Fast and the Furious has morphed into quite the little action series, and despite the satisfying amount of closure the film leaves you with, it also leaves just enough open so that a plethora of sequels are not only able to be produced and make sense in the context of this film, but have the potential to actually be enjoyable films. Fast and Furious has become the Saw of the action genre. The only difference being, I actually hope they make a couple more F&F films, especially after the scene that occurs after the end credits. I can't wait to see where they're going to take it from here.",Strawberry_Typhoon,2011-05-01,2011
203,8,Probably my favourite in the franchise!,"Fast & Furious 5 is probably the best one in the franchise so far. It has great action sequences that follow the plot and do not drag on for too long without having any significance to the story. There was a great plot, this time Brain O'Connor finally being on the bad side (something I had been waiting for!). The start led immediately off the last movie, where Dom is broken out of prison. Then Brain, Mia and Dom flee to Rio to hide. There they manage to get the cops attention again by helping Vince pull a job. This time they aren't let off lightly- agent Hobbs is on their tail and he won't rest until they're behind bars. (I won't say much more because I don't want to give anything away!)I was thrilled to see all the old characters from all the movies back together again hatching brilliant mastermind plots and carrying them out so slick and smooth. I found that the first and fourth movie were a bit boring and lacked the amount of action and plot to keep me interested- My favourites were the second and third, though it was a disappointment not to have Vin Diesel in them. The only bring down in Fast Five was the lack of awesome cars like the ones in Tokyo drift. I was kind of looking forward to amazing paint jobs, races and girls like the first few but there were less of them in this one. That was the only disappointment. Came out of the cinema buzzing, more than pleased and excited for the next one! Yes! Live on Fast & Furious franchise!",EmmaGoose,2011-05-01,2011
63,10,5 times better than all the others,"this movie is no doubt the best fast and furious out of the whole series. its also longer out of them all. two hours and ten minutes. which got me worried at first. i thought it would drag on to much. but it didn't. they knew how to make this movie good. in this movie they brought back stars from the previous fast and furious films. and added a new main character. they brought back tyrese Gibson from 2 fast 2 furious, sung kang form fast and furious Tokyo drift, ludicrous from 2 fast 2 furious, gal gadot from fast and furious and of course the originals Vin diesel Paul walker and Jordana Brewster. since Brian went on to Dom's team they need a new cop. thats were Dwayne Johnson comes in. he plays Luke Hobbs, a bounty hunter looking for Dom and his team. Dwayne Johnson's character is completely different from Paul walkers character. Luke Hobbs is buff, tough, sense of humor is somewhat lacking, and can fight. since Vin diesel and Dwayne Johnson are in the same movie, there's got to be a fight. which there was. Hobbs vs. Dom. this is the first time someone is equally matched to Dom. and the fight was amazing. there were the hot babes to. the only thing i don't like is that there was only one race in the movie. they used cars just no for racing. but the race has the stars racing against each other for fun. it has comedy, drama, romance, mystery, suspense, and brings thrills all the way through. no doubt see it",edwbur,2011-05-01,2011
196,10,A sequel that's worth seeing!,"I have liked most of the Fast and Furious movies, especially those that have brought back the original cast. I really enjoy the chemistry they have together. To add in ""The Rock"" (sorry, Dwayne Johnson) was just an added bonus :-) If you really like action packed movies, this one is for you! I will admit, the scene they did while towing the vault was way too far fetched for me, but then again, that's what they do best. The one thing that this movie was missing, was ""Letty"". Those of you know she died during the last Fast & Furious sequel. She made a perfect balance to Dominic's roughness. I wasn't too surprised to see Vin Diesel's name as producer since I believe he produced the last one. They also gave us a ""wide-open"" ending to make FF-6. Can they do another good one? Who knows, but I would definitely take my chances and go see it.",kowgirl_tina-1,2011-05-01,2011
162,8,"My favorite in the franchise so far, although it almost has nothing to do with street racing","This really is my favorite in the franchise so far although it really isn't like any of the other films in this franchise in the past. In fact this one has to do with heist involving cars and has almost nothing to do with street racing at all. But that doesn't matter cause this is a entertaining movie with thrills and it's a real adrenaline rush. This really is a film for men with tough guys, suped up cars, insane action sequences, explosions, guns blazing and hot girls and etc. This movie is a definition of a entertaining popcorn flick. The plot is stupid but it's still sure fun to watch when the set pieces and action sequences are done in a very entertaining manner although very over the top. Physics don't apply in this movie at all and the crazy stuff happening on screen doesn't make any sense sometimes but that doesn't matter cause overall this is a stupid entertaining flick. Yeah it has a lot of elements guys like to see, but a lot of girls enjoyed this movie as well. The adrenaline runs out sometimes since the action and the stuff going on gets a bit tiresome after a while though. Most of the team members in the heist played the character off alright. And surprisingly The Rock(Dwayne Johnson) was pretty good in this playing the badass macho cop. This movie also has few scenes that are memorable that actually stands out, one of them is the scene where Vin Diesel and The Rock duke it out in a melee hand to hand fighting.8/10",KineticSeoul,2011-05-02,2011
193,9,Fast Five Sequel?,"This movie is pure fantasy and rush that logic does not apply. I always liked the original the best so I would peg this as the second best in the series. This is a definitely a must movie for fans of this genre. After the movie when the credits are playing, there was a cameo scene with Eva Mendez with the Dwayne Johnson at FBI headquarters talking about a robbery using cars.

He was not interested because Toretto was not involved but Mendez told Johnson that he needed to take a second look because a security camera caught the picture of Michelle Rodriquez as one of the robbers who was killed in the fourth movie of this series. This sets up another movie and most people missed this because they left when the credits were playing.",wallstreetguy938,2011-05-02,2011
169,10,Best movie ever!,oh my god best movie yet i hope they come out with another one thats even better then this one. the action was amazing i couldn't keep my eyes off the screen it was just that good. anyone that loves the fast and furious movies u have to see this i saw it at the midnight showing was so worth it big time. i couldn't believe that this one was better then the others. i had been waiting for 5 months for this movie to come out oh my god staying up late to see this movie was worth it big time. it had be speechless after the movie was done. it had my heart racing it was just that good and seeing it in Imax made it way better then just seeing it on the normal screen.,punky19912002,2011-05-02,2011
186,8,Blooper which can ruin the movie :P,"There is a blooper in the movie - "" The villain used his right hand as a key to open the vault in the police station when he went to check out his money but the girl took the impression of his left hand when she met him at the beach and sit on his lap she had her left hand running on her back not the right hand.Since we know that impressions of both the hands are not alike for any human being there is no way they could have used it for opening the locker.Very small but a very silly mistake but when you are making such a high profile movie need to be extra careful.",tushar-kushk9,2011-05-02,2011
212,5,"If you like popcorn, go see it, otherwise...","I'll keep my opinion (and bear in mind its just an opinion) short and sweet.If you enjoy: a) Hot babes. b) Awesome cars. c) Crazy stunts. d) Seeing Dwayne Johnson pretend to act.Then go and watch this film! You won't be disappointed and neither will your local venue as you guzzle through 3 boxes of popcorn. Otherwise, if you enjoy: a) Plots that don't make you face palm yourself. b) Actors that can actually act. c) Movies that adhere to the physical laws of this universe. d) Dialogue which doesn't make you roll your eyes every 15 minutes.STAY AWAY! It was a pain to watch if you came in there with expectations of a decent film, but if you came in there to see crazy stunts and babes then you probably won't leave too disappointed. One of the worst films I've seen recently, but I understand how it can be appealing.",Prometheus-Unbound,2011-05-02,2011
226,5,At Least the Cars Were Cool,"Fast Five, another installment to the blockbuster series starring Vin Diesel, gave me mixed feelings. To organize my thoughts, I'll put the aspects of the film in a pros and cons list. Pros: The camera work surprisingly wasn't irritating to watch, as one might expect of a movie revolved around car racing. The action sequences, although far-fetched (as any action movie), was inventive and clouded with clear sound effects that fit the scenes. Cons: The whole movie seemed like a competition of who could deliver the most one-liners. The screenplay was limited, saying only what the audience expected them to say. The characters were shallow and stereotypic; no character stood out from the rest. On a 10 star scale, this movie would fairly deserve 5 stars.",ku2244,2011-05-02,2011
227,8,You'll get what you paid for.,"this is best one of the franchise, the action is just in your face. I only saw the first two Fast and the Furious sequels. I didn't see the 3rd or the 4th. But when I saw trailer to this, I knew it was a film not to be missed, and I was right.

Dominic(Vin Diesel), Brian(Paul Walker), and Mia(Jordana Brewster) hatch a plan for the perfect heist, they put together a team, and map out the plan, but it gets short sided when a enforcement agent(Dwayne The Rock Johnson) is hot on there trail, and he and his team will stop at nothing till they bring down Dominic and his team down. but will they?

In all these movies the shiny cars become a character themselves. The action is ten times intense then ever, it has awesome chase scenes. Not to mention an awesome confrontation between Vin Diesel and Dwayne The Rock Johnson, watching those two muscle bound action stars slug it out on film, is like a dream come true. like I said you'll get what you paid for.",DarkVulcan29,2011-05-02,2011
235,5,The best in the series since the first,"I remember seeing the first one and being wowed by it. I was just a kid, so of course it was something for me. I was 10 and saw it with a few friends and loved it. However I can't recall being impressed with a single sequel since then. Especially the puke fest that was ""Tokyo Drift"". 2 Fast was boring as hell and FAF seemed very slow and unfocused.

So I didn't expect much from this movie... and all I can say is WOW.

This movie was actually not bad for once. I can't believe for the first time I am able to say I enjoyed a TFATF sequel.

The plot isn't anything original or groundbreaking- but the movie is well aware of it, and just piled on the action. That said, even the unoriginality was entertaining- the setting of Rio, a mob boss' money, the robbery of the money, etc.

The action is intense and involving- I hated the shaky camera and quick cutting in movies 2-4, so this was much needed. Furthermore, the finale, where two cars transport a bank vault (not ridiculous enough for you?) was incredibly fun, as was the shootout and roof-jumping scene.

The humour was evident- the script was like Aaron Sorkin wrote an action movie. I loved the scene where the bomb goes off in the toilet pipes, causing a rain of poop in all the stalls, as was the police car racing scene, etc. Great balance of humour and action.

The cast was great too- Vin was his usual cool self, but gotta say, Tyrese Gibson stole the show!!! I loved how he said ""Say What?"" at every impossible situation. The Rock was fantastic as well- I was looking forward to seeing him in it, and he did a fantastic job.

My one complaint was that the movie was a smidge too long- maybe 10 minutes should have been trimmed, but ah, what the hell I had fun.

You know what... give the crew a cookie, they did a good job with this movie, they made it fun and entertaining, and therefore even if you hate the franchise, it's still good as a standalone movie. Definitely a solid start to the summer movie season!",Meven_Stoffat,2011-05-02,2011
195,10,An AWESOME movie!!,"I am a Fast and Furious fan, and of the essence that made the first film in which there's more than just mindless and spectacular car racing and tuning but there was a sense of family and belonging, then choosing to be faithful to ones new friends even if that means becoming hunted like them. The second and third film were as awesome but they lost that feeling, but in Fast and Furious 4 it went back to the roots that made this franchise so enjoyable and back to its original characters. But coming back to Fast Five, it is just as wonderful and breathtaking. I loved every single second of it! The fight between Vin Diesel and Dwayne Johnson was EPIC as was the car and safe chase! If it was 3-D I bet the safe would have been coming out at us! Justin Lin understands the franchise and is more than worthy to carry it on. There was of course an echo of the first film with Dwayne Johnson's character letting Toretto and O'Connor go, still saying he'll see them again. That friendship was unexpected but awesome!In short, A MUST SEE MOVIE FOR ANY FAST AND FURIOUS FAN OR NON FAN EVEN. I hope they will make F&F 6 as planned!",mike198326,2011-05-02,2011
245,3,Not up the Expectations,"I must say ""disappointed"".Never was like any of the previous F&F movie. Too much drama made this film look like an average, over budgeted, nonsense action, lot of unwanted CGI and load of crap. It is so ridiculous with such a huge vault is being dragged own by two cars and able to bring down buildings, cars everything on its way and without any single twist to the ropes from two cars.Script is so bad, characters lack the depth, there is no proper story at all. Many actors did not have proper role to play example Elsa Pataki, Sung kang, Gal Gadot and Tyrese . One or two action scenes were good, but saw those in the trailer.Moral of the story : I want my money back !!",suuniil,2011-05-02,2011
