,Rating,Title,Content,Author Name,Date,Year
136,7,Just like F&F5,"For what I'm about to say, please remember that I gave the movie 7 stars and I really did enjoy it. That being said...

Argh, you directors/screenwriters etc make me so angry! It's always the same with you people. You just don't know where to draw the line. Why do always seem to HAVE TO top the previous film in terms of action scenes? Would it kill you to just create thrilling, SLIGHTLY over the top action scenes, instead of these stupidly overdone action highlights? Those scenes are singlehandedly responsible for the movie being 'good' rather than 'great'.

I'm talking of course about scenes like Dom and Letty flying through the air (I'd say a solid 25 meters) only to land on the windshield of a car. What's up gravity? No severe injuries? So what a car is like an air cushion or something? Then you have your shamelessly overdone end scene. The plane rolls and rolls - they fight, shoot, fire spearguns at the thing, ans then fight some more - but how long does it take a plane to finally go up in the air? How long is that runway??? 20km? The moment of take-off usually takes a few seconds. This plane, however, stays in a quasi-take-off-state for a good 3 minutes.

It's. Just. So. Painful. To. Watch.

Hollywood, you don't need the impossible to impress me. I love car chases, well-choreographed fight scenes, humor and good characters. Fast 6 has all of that! My advice for 7? Keep up the (really) great work and lose the stupid bull***!!! The movie will be better for it!",dschlatter,2013-05-24,2013
299,8,Casey's Movie Mania: FAST & FURIOUS 6 (2013),"While it doesn't quite reaches the dizzying height of FAST FIVE in term of action sequences, FAST & FURIOUS 6 is surprisingly more fun and more entertaining than the previous five movies have come before.Just how far one can go with a franchise like THE FAST AND THE FURIOUS that originally centered on illegal street racing? In 2011, director Justin Lin and screenwriter Chris Morgan are smart enough to revitalize the series in FAST FIVE by tweaking the formula with a heist-movie undertone. Now, in this sixth installment, Lin and his company has upped their ante by turning FAST & FURIOUS 6 into a MISSION: IMPOSSIBLE-like international intrigue filled with vehicular mayhem. It's hugely ridiculous, alright but FAST & FURIOUS 6 has no doubt exceeded my expectation for being the best movie in the series I've ever seen so far.Chris Morgan's script has considerably improved this time around. All the returning cast shows more colors and winning chemistry and the jokes are funnier (especially involving Tyrese Gibson and Chris 'Ludacris' Bridges). While Justin Lin can't really matches the height of FAST FIVE's action scenes, they still delivers nonetheless with each set-pieces are outrageously silly but hugely entertaining than the last.Better or improved as it may be, there are still rough patches within Chris Morgan's sometimes long-winded script -- particularly involving the convoluted revelation of Letty's back-from-the-death scenario. At times, Justin Lin tends to get overwhelmed with his hyper-kinetic direction. Some of the action scenes -- particularly hand-to-hand combat -- are mostly shot in rapid zooms and tight angles. Even the first two chase sequences during the night are sometimes hard to decipher what is really happening.Despite some of its flaws, FAST & FURIOUS 6 remains a solid action-movie blockbuster that both fans and action fans will find this a true crowd-pleaser. Likewise, don't leave the cinema yet once the credits roll. There is a mid-credit teaser that ties back the event of 2006's THE FAST AND THE FURIOUS: TOKYO DRIFT and a revelation of a certain iconic actor who will be appeared in next July's FAST & FURIOUS 7 (which will be directed by SAW helmer James Wan).",caseymoviemania,2013-05-24,2013
233,9,The Best One Yet. READ 9/10,"OK, After seeing the trailer and seeing the ""Airplane"" i thought ""this is gonna be horrible"" and guess what... IT WAS AWESOME. Honestly there isn't a single franchise that has the 6th film be the best, until now. Everyone is back, the story was great, then action was seriously out of this world. This film makes Iron Man 3 look like garbage. I mean that. This is without a doubt the action film of the summer, and is going to be very difficult to top. And like all great movies, the ending was perfect. Go see it, I will be seeing it again, and without a doubt buying this one on Blu-Ray. If the trailer is stopping you from seeing this, don't let it, it's so worth your time and money.",creepyhoodedboy,2013-05-24,2013
286,9,Not perfect but eatable.,Fast 6......... No spoilers My expectations were extremely high since Fast 5 was close to perfection. Realistically it wasn't Five but everything a summer blockbuster should be. Some of the best car chases ever filmed. Ending was a big surprise but Tokyo Drift fans might not approve Car chases - 10+) (Action - 10+) (Sappy writing - 7.....borderline corny) (Entertaining factor - 10+) (Eye Candy for men - 4....No hotties) (Micheal Bay not being involved - 1000) In conclusion it was good... once you get pass sappiness and ignore all the times main characters should have died.... but don't. Worth ur $$,mrruizjr79,2013-05-24,2013
171,6,Fast & Furious 6,"Fast & Furious 6 stars Vin Diesel (The Chronicles of Riddick), Dwayne Johnson (G.I. Joe: Retaliation), and Paul Walker (Fast & Furious).

In this one, Agent Hobbs (Johnson) recruits Dominic Torreto (Diesel) and his gang to help track down a criminal named Owen Shaw, played by Luke Evans (The Raven). Shaw specializes in ""vehicular warfare"". Obviously, there would be none better to handle the case than the Fast and Furious crew.

If you are a fan of this series, then surely you have come to expect the cheesy lines, bad acting, and far-fetched, if not, impossible, action sequences. These are the main reasons why I myself am not a fan. Without giving away too much, I do feel the need to mention a scene that takes place on a runway. After a while, I thought, this runway has to be about 30 miles long in order to accomplish all that is taking place. It was laughable.

Okay, now that I have that out of my system, I'll try to focus on the positives.

The cars are awesome and there are some exciting chase scenes, big stunts, and some decent action and fight sequences. There is also some good comic relief, most of which came from the characters played by Tyrese Gibson (Four Brothers) and Ludicrous (2 Fast 2 Furious). I thought that Luke Evans, by far, gave the best performance in the movie --- and come on, who doesn't like to see Vin Diesel and Dwayne Johnson kick some ass?

Look, the fans of this series will love this movie and I think it's going to be a big box office hit. One other thing, be sure to stick around for the credits. You'll be glad you did.

My grade for this film: C

Here's a link for my review page: http://www.mix93.com/Mr--Movies- Kansas-City---Mix-93-3/16393587?pid=326001&do=1&stnBlogPage=true",mrmovie-693-938325,2013-05-24,2013
311,8,Anglo Precision or Latin Love for Family,"Well Toretto went for the right thing as far as I am concerned. Those black pants with the white design were worth the fight!! I couldn't help noticing all those Land Rovers travelling at break neck speeds. Way back when I purchased a surplus British Land Rover Series IIA. With Fairey Hubs/Overdrive the best you could ever do was about 50MPH. But I guess with a V8 engine you can really push it now. Despite all the pyrotechnics, I think the storyline was quite believable and the actors were well chosen. Michelle Rodriguez is striking not so much for the tough fight scenes but more so for a moral toughness. I bet she is like that in real life. The other characters were well played and fit their roles. Even though intellectually you know that the scenes can't possibly be real, your body believes it. The tank and huge aircraft scenes were scary beyond belief. I can't figure out what type of tank that was, sort of a cross between a Chieftain & AMX.",clarkj-565-161336,2013-05-24,2013
215,8,"Ridiculous, but very entertaining","Dominic Toretto (Vin Diesel) and his fast car crew scored enough from a heist in Brazil in episode 5 to retire (but outside the USA, where they are all wanted). Then Interpol supercop Hobbs (Dwayne Johnson) talks them into helping him catch someone who has a fast car crew who may be even better than Dom's, in order to prevent a maguffin which is worth billions to terrorists from falling into the wrong hands. The hook here is that Dom's missus Letty (Michelle Rodriguez), who died in an earlier episode, appears not to be dead after all.

Once upon a time there was a movie about the street car racing sub-culture in Los Angeles - notwithstanding the appeal of fast cars (which don't really appeal to me), one would have expected this to be something with limited appeal. Yet here we are with the 6th in the series.

And, while no-one expects it to rank high in the Oscar nomination stakes, it is still an entertaining movie. It has no pretensions to be anything other than a spectacular, action-adventure romp.

This is why it can get away with several high-speed car chases on London streets which are, in places, strangely devoid of traffic, not to mention a lengthy sequence involving a cargo plane trying to take off on a runway which is at least 5 miles long (do the maths). Oh, and - best of all - the most preposterous and exhilarating rescue since Arnie hauled Jamie Lee Curtis out of a limo in True Lies. I nearly cheered.

Roll on episode 7!",neil-476,2013-05-24,2013
271,5,"Jumble, Mumble, Okay at times, Yet Mess, What Acting?","The story has been repeated multiple times with various movies. The acting needs a lot of work. Jason Statham shows at the end for an upcoming lead to a sequel. His acting out shined everyone even though his part was minimal. I rather see Jason as a good guy rather than a bad guy. Vin Diesel looked a little chubby around the face and needs to hit the gym or diet a bit better. It seems the Rock tries to hide his limited acting with his perpetually pumped wannabe Arnold's biceps. Paul Walker's acting was good. Tyrese's part added comedy, however, his acting ranked a little better than the Rock's. Sung's expressionless acting worked. Michelle Rodriguez acting was okay but I've seen a lot better performances by her in other shows. Character development needed more work and better acting needs to occur. The special effects existed however, we found ourselves daydreaming, bored, and unimpressed because the visuals kept repeating endlessly and pointlessly. The climax with the cargo plane had amazing special effects but seemed as it would never end. It became boring and ridiculous. World's longest runway? The movie ranks a bit higher than the latest Die Hard. Is it worth to see? Maybe.",ronshav,2013-05-25,2013
55,8,Totally worth it! and gets you ready for Fast 7..,"Unlike other movie series, this movie wont disappoint you for a bit. Keeps you on the edge of the seat most of the time and at times takes you to totally relaxing mood, like coming back home.Action packed, fast paced with a touch of romance and giggles, Fast 6 opens up an entire new platform for explosive movies. Though you will find Vin Diesel getting older he still has got some good fights to enthrall you. Rock is as usual his best, you may wonder if he is just coming out of gym working out. There are 2 action sequences that you must not miss. And also the last 1 minute... and finally a piece of advice. Its one of the movies that you should not miss watching on the big screen, so don't wait for the DVDs/torrents to come out. VAI SCORE : Action - 9 /10 Script - 7/10 Acting - 8/10 Music - 7/10 Theatrical experience - 9/10 Overall - 8/10",thatsmydesire-80-641565,2013-05-25,2013
64,8,Contains what we loved from the first movies....Street racing!,"After many years, won't the ""Fast and Furious"" makers give up the series. They have always wanted to keep their fans close and updated, by making more movies. The problem by making more movies to a series, is that they always have to bring something new to the movie. They get fewer new ideas, and end often by ""copying"" another movie from the series and make it a bit different. Those movies get hated and sells bad. But in the 6th movie of the ""Fast and Furious"" series, they give us something old and new, and it's exciting at the same time. In the 5th movie there were more action and a lack of street racing. In the 6th movie they've tried to go back to the street racing, and they succeeded! I felt like I was back in the first movies, the cars, the noises, hell yeah even the chicks were back! They even tried to combine both street racing and the action, WHICH was not a disappointment at all! The story is simple, stop the bad guys from doing something bad, but even if the story is that simple, it's pretty good told. There is always something that happens that will keep you focused. The effects are really great. There is nothing that is half done. Every actors and actresses play their roles excellent, especially hilarious Tyrese Gibson and the leading Vin Diesel.In short, the movie is great! I will recommend it for everybody that loves a good action movie, and for those who are big fans to the ""Fast and Furious"" movies. This movie is something you definitely should see.8/10",sander123-548-869941,2013-05-25,2013
164,7,Think 'Ocean's Eleven' on Red Bull,"I used to scoff at this franchise. ""It's just 2 hours of souped-up Hondas and rap music."" I said, feeling rather smug. But a funny thing happened. They tweaked the formula, and suddenly a franchise of over-glorified music videos became entertaining popcorn flicks. No, the plots aren't great, the dialog is cliché and the acting won't win any awards (unless you count The Razzies), but I can't recall having more fun watching a straight-up action movie in a long, long time. A lot of it doesn't make any sense if you think about it too hard, but then again it's a Summer action movie. You're not SUPPOSED to think too hard. My advice; Buckle-up and enjoy. 'Fast & The Furious 6' is a good time.",Fluke_Skywalker,2013-05-25,2013
258,8,A blast!,"This movie was a blast! It was an action packed, humor thrilled action film with cool stunts and fights. The way the characters are laid out and used in the film is how Joss Whedon would use his character in a TV series he would make. My Example being Firefly. This is a prequel to a few of the previous films, though I will admit I lost track of the order. However plot and characters and all of those tie ins with the other movies wasn't too much of a concern since I went into this movie to watch an action packed thrill ride that would take some time out of my night, and then help me sleep and dream about fast cars and beautiful women. It's not as good as Fast Five 5, but its just as entertaining.",jayore3,2013-05-25,2013
341,7,Kickass Movie!,"Fast and Furious 6 directed by Justin Lin is an excellent action movie!Although having a weak story it is an entertaining action packed movie!The movie is one of the best action movies ever!The movie is even much better than Expendables 2 as far as action sequences are concerned! The direction by Justin Lin is excellent.The cinematography is nice.The action sequences are the highlight of the movie.Kudos to each and every crew member involved in the action sequences! Performances: Vin Diesel is superb.Dwayne Johnson is excellent.Paul Walker is fine.Tyrese Gibson is funny.Michelle Rodriguez,Jordana Brewster,Sung Kang and Luke Evans are good in their respective roles.All in all ""Fast and Furious 6"",a must watch for action-lovers.Highly Recommended!",GaneshKSalian,2013-05-25,2013
185,5,A lost opportunity.,"The movie was big. It had a large scale. It had good actors and a big budget. But poor direction and bad story left it as a more than disappointing experience. The director seems to not have even the basic grasp of elementary physics. My woes arise from the many lost opportunities. There are many movies out there which have a shitty storyline, but great action to make up for it (Die Hard 5 comes to mind). But this couldn't even achieve that. The action choreography seemed to have been done by a child playing with action figures. The movie is plagued with bad dialogues and stupid attempts at comedy. Frankly, the only thing positive about the movie is the cast. Overall, it is not worth your money.",Krennex,2013-05-25,2013
219,10,Excellent,"Excellent Movie Indeed well.. Dom Nick ( Vin ) u made up.. dude... Excellent Action scenes made up.. i meant.. every one.. including Paul Walker and D.Smith as well.. waiting for Fast and Furious 7 movie Actually goes up when o'brian's wife get kidnapped. else everything were going smoothly, and what about latty.. btw she'z back no doubt. American Hero.. D.Smith.. awesome actions .. Especially Fight Scenes and all the team members of fast and furious series has done a great job.. love this movie in fact. and i hope in next season of 7 you guys gonna rock everything. as of now you are doing well. you have won lot of hearts indeed ... one is mine for sure :)",nickupadhyaya,2013-05-25,2013
177,10,"Leave your brain at home and ENJOY THE RIDE, 'cause you will!","Im giving this one 9 out of 10! Why, you ask?The Fast and the furious franchise are well-known for their amazing action sequences. Not for their average script or kind-of-okay acting. THEY GIVE WHAT THEY PROMISE YOU!The Acting: It was okay! They really didn't need to express many emotions, besides Angry, happy, sad and... ready-to-race-ish. The actors did their job well enough. 7/10 for the actingThe story/script: The story didn't have many layers. There are some plot twists you might not expect. But you don't expect them because you probably don't care enough about the characters involved in the twists. 7/10 for the story. They did tie up the third and the fourth to this one, which I think was a pleasant surprise though.The scenery: They chose some amazing places to shot at! London, Spain, a little bit of their old house back in the USA. The movie was very well filmed! 9/10The action sequences: Wow! Amazing! The list of actors contained THE ROCK, Vin freaking diesel, but you won't find ""Mr. Gravity"" in there! They were great shot, amazing performed and the CGI was very well used. I could not have wished for better action scenes! 10/10 for sure!#tank #plane #therock #awesomeComedy: Their was some comedic relief and It actually didn't feel forced at all. It worked very well!In general: This movie delivers exactly what you're hoping for! I would pay to see it again on the big screen! 9/10 FOR SURE! Go see it as Fast as you can!P.s.: Wait till the post credit scene! It will satisfy the fans and excite the audience in general!",gangstah_vino,2013-05-25,2013
65,7,Fast Furious 6,"I Just Loved The Movie Overall But , Gal Gadot Should Not Die In The Movie and Also Han Dies In The upcoming Part. I Feel They Give a Soul Essence To The Movie They Must Not die. A Movie Ending On a good Note Is always Loved By people. Sir Please See To This. Jason Sta-ham is a great actor but just to bring a change in the new part Old Characters bust Not Be Disturbed Much. The Problem i Felt In The Whole Harry Potter Series. Thanks But No Doubt Its a good Movie With Tremendous Action Scenes. a few Points On which i will suggests you that like Letti comes back in the series ... somehow please try to restore the roles of gal and Han .",anay-mishra1990,2013-05-25,2013
105,7,Never a bad thing when a franchise can get better and better every movie.,"Wow. Fast 6. Six! And there's gonna be a seventh one too! The fast and furious franchise has never been a real favorite of mine. Since I'm in 8th grade however, I do enjoy a good turn- your-brain-off film that is oozing male testosterone from every corner, whether it's big guns, explosions, hot chicks, or body builders crashing into each other with cars. Despite all this, I've never really been a fan of the franchise until it's 5th release. Directed by Justin Lin, it was the first well shot, well paced flick of the franchise. Although it was dumb, I had a ton of fun with it. So this new one was what I needed to kick off the summer blockbuster season. And it did just that. It was still pretty stupid. The acting, overall, was pretty bad too, but there were surprisingly some pretty great performances and dialogue between some of the main characters, which was actually somewhat enjoyable and funny. Probably funnier than the actual ""comedy"" opening right alongside this one, The Hangover Part 3. The thing I enjoy most about these films, though, is the stunt work combined with pretty decent special effects. These movies are so over the top but the it's good to know that although the plot to these things aren't well thought out, the technical aspect of it all is stellar, and some of these scenes, especially with some friends, can be a blast once you see them. This movie gets so over the top that it takes away from what I liked about fast five so much: how tension built up to the unbelievable action sequence at the end. This time around, Lin puts in so much action that there's literally no room to breathe. This is why I'm still debating whether fast five or fast six was better. Fast Six definitely had a better clan, but the steady pacing in five makes me like the 2011 release a little more. It still does not change the fact that fast Six is so fun to watch. I'd say, ignore the critics and take this movie for what it is: dumb manliness portrayed on film. This movie is loads of fun. 73/100",TheSoFlyGuy1359,2013-05-25,2013
35,10,Action Franchise Isn't Out of Gas Yet,"Action Franchise Isn't Out of Gas Yet Fast & Furious 6, as the title implies, is the sixth installment in the long-running action film series. Viewers should put on their seat belts and get ready for over two hours worth of joyriding. Vehicular mayhem never looked this good�so good, in fact, the producers apparently felt compelled to tag a disclaimer on the reel before the credits begin to roll. The film series started out as a vehicle (pun intended) for then-burgeoning action actor Vin Diesel (an apropos surname given the film setting). Since the first film premiered in 2001, it has grown to encompass several more co-stars in its subsequent sequels, leading into its current incarnation as a multicultural ensemble of drag-racing avengers.

This time around, Diesel's Dominic Toretto and former adversary-turned-brother-in-law Brian O'Conner (Paul Walker) are visited by globetrotting Interpol agent Hobbs (Dwayne ""The Rock"" Johnson) and presented with the proverbial offer they can't refuse: Letty (Michelle Hernandez), a heretofore deceased member of Toretto's crew, was recently seen helping out internationally-wanted criminal Shaw (Luke Evans). Shaw's team of outlaws use similar car-heavy tactics to pull off their heists, and so if Toretto's squad can beat them at their own game, a full pardon�and a reunion with Letty�is the reward. So the Fast & Furious team comes back again for one last job.

The object of Shaw's affection is the film's MacGuffin: a computer database that can disable military security systems. It's fair to say, however, that this is entirely irrelevant to the film, as this screen franchise has built its brand on wilder-than-impossible stunt sequences and the interplay between Toretto's team: chatterbox Roman (Tyrese Gibson), gizmo guru Tej (Chris ""Ludacris"" Bridges), laid-back Han (Sung Kang) and tough-girl Gisele (Gal Gadot). Another tag-along this time is Hobb's right-hand agent Riley (Gina Carano), who gets to showcase her real-life UFC fighting skills in several confrontations.

This is one of the best comic-book films of the year that aren't based on a comic (screenplay credit goes to Chris Morgan). Despite the relatively threadbare plot (and settings that hip-hop from Moscow to Los Angeles to London and more), director Justin Lin keeps everything from being the flailing mess that it might otherwise be in lesser hands. Sweeping, wide-camera views of urban cityscapes and chasm-spanning bridges help add to the spectacle, and the climax is as exhilarating as it is shamelessly over-the-top. If the epilogue is any indicator, the close-ups of gear-shifting and revving engines definitely haven't ended.

Rating: A-",hypestyle,2013-05-25,2013
121,8,Great action but a weak storyline (Spoiler Alert!),"I have always loved action movies, especially those which involve fast cars, explosions, preposterous plans and daring execution. Fast and the Furious Franchise gave me everything and more!! Vin Diesel is awesome for his role as Dom. For me the movie was great in all respects except one.

A NATO General, from within a secure NATO Base, gives away (or easily lets a gang of robbers drive away with) an absolutely critical piece of electronic hardware, which can potentially defeat an entire nation, just because one member of the lead character's family has been kidnapped is ridiculous. Juvenile. Unacceptable Story. Period.",Kartik_Kumar_Agarwal,2013-05-25,2013
114,10,very good,"Movie was up to the mark. There were lot of hilarious moments. Rock was excellent in the movie. All the characters gel up really well. Letty is back :D. The movie was fast and furious. The scene with the airplane in the climax is one of the highlights of the movie. I will give this a 10/10 rating right away. Don't miss it. go and watch it right away. I am very eager for the next installment now. the film is filled with all the high-octane speed chases and close combat scenes we've come to expect from the franchise. I think this is one of the best film in the franchise. As is the trend nowadays, the closing credits provide a teaser of what's to come. In a Tokyo-set interlude we are introduced to yet another popular action star who will likely join the fast and furious crew for joyride number seven. Keep those seat belts fastened. Fast & Furious 6 is back to wheel power.",varma333,2013-05-25,2013
134,6,Go watch it and get your testosterone pumped.,"Its understandable why people will go and watch this movie. I have been watching the fast and furious series since its inception. Of the 6 movies made, some where adrenaline pumping, exciting and some were plain old lame. This one stands somewhere in the middle.

The opening sequence of the movie is brilliant, and it sets the mood for the movie. It gets you all excited. And then 15 minutes in to the film, you realize you're drifting father away from the storyline (because it doesn't have one). You get eager to get on with to the parts with all the action, but alas! it doesn't come.

The locations in the movie are breathtaking and so are the cars. The cars! From the M5, 69 Mustang to the Daytona (albeit not the original). Oh, and don't forget the tank. They blew up a tank! The chase sequences are brilliant, as usual. But here's what bothers me. Every time the actors shift their gears you realize that they're driving an automatic. So many gear changes in an automatic? Amateurish.

The acting is mediocre. I believe Dwayne Jhonson had only one motive for the movie, to look big - he does. Its daunting to see him on the screen. Justin Lin (director) was not able to put him on screen with 2 other actors, because they just wouldn't fit the screen! As for the rest, Paul Walker & Vin Diesel put up good performances, Ludicrous & Tyrese Gibson are the comic relief and the female actors are a little more than eye candy.

The plot is as boring and nonchalant as a B grade Hollywood flick. All throughout the movie you keep telling yourself that the movie is about to explode. But it doesn't.

The music is good and in lieu with the flow of the movie. The direction is nothing out of the ordinary, and you don't expect it to be for a movie like this.

The ending sequence is quite thrilling to say the least and the gang take out an army cargo airplane. But all throughout the sequence you keep asking yourself, when does the runway end?!

All in all, a good entertainer. Post credits you're in for a surprise as The Man is introduced in to the franchise. Be sure to go and watch movie after having a couple of beers.",the_pious_satan,2013-05-25,2013
53,8,What a great surprise!,"I'm a big fan of the Fast & Furious franchise, but since the last movie (Rio) i was like ""it's a good action movie, but it had lost its essence"". Now, after watching F&F 6, i've the feeling that one part of the original story is back. The cars have a bigger role (now they can be called secondary characters), but still isn't the same as F&F , F&F 2 and F&F Tokio. All the characters (specially Dom, Brian, Hobbs and Letty) were well created, respecting their origins and explaining some important details from the past movies. I've rated 8 for some reasons: 1) action sequences that goes against gravity in so many ways; 2) it's a little too long; 3) the cars and races still have a secondary role.In general it's a great action movie, with a good plot, nice races, really funny (thanks Roman!) and exciting. If you're a big fan of F&F, why haven't you watched yet?? If you're not a fan, but like action movies, i strongly recommend it!Hope this review helps!",lucena-neto,2013-05-25,2013
220,9,The Fast and the Furious:Part 6.,"With having been left gasping for air after seeing Fast Five,thanks to it unexpectedly rejuvenating the franchise with an amazing confidence,I decided to pay a visit to local cinema with some friends,where we all buckled up,and got set to witness the sixth part in the franchise speed across the screen.

The plot:

Investigating a recent theft of military equipment from a Russian convoy,Dipolmatic Security Service agents Luke Hobbs and Riley discover that the attack was committed by a highly trained gang,led by a former British Special Forces solider called Owen Shaw.Fearing that the military equipment could soon disappear onto the black market,Hobbs decides that it is time to take drastic measures and fight fire with fire,by locating the leader of a gang who stole $100 million right under Hobbs nose.

Eventally locating the gangs former leader (Dominic Toretto) on an isolated erotic island,Hobbs is left disappointed,after Toretto gives him a stone face answer,that he has no interest at all in working for Luke.Pulling out his trump card,Hobbs calls Dominic's bluff by revealing to him a top secret photo that was recently taken of the thieves,which reveals that Toretto's ""dead"" girlfriend Letty is actually alive and well,and currently working with the gang.

Desperate top see Letty again,Dominic grudgingly accepts Luke's request and begins to gather up his old gang.As Toretto and the gang begin to investigate Owen Shaw's recent activates,Dominic begins to fear that Letty may not give him the warm welcome that he had originally expected�

View on the film:

Despite having to complete 18 months worth of post-production in a 12 week period (which led to 3 editors being hired for the movie!),director Justin Lin shows a new clarity for each of the tremendous action scenes,with the limited post-production time allowing Lin to give the film a real raw edge.

Smartly placing just enough character beats so as to allow each of the actors their moment in the one-liner spotlight,Lin takes the gravity defying action of Fast Five to a new,literally in the air defying the laws of physics level,with Lin giving the excellent London location a futuristic sheen,as he takes the viewer on a joyful,tongue firmly placed in motor-mouth thrill ride,which go from isolated, one on one street races in sections of London that are,in reality never anything less than jam packed, (the crew were only given 2 minutes every hour to film on some of the UK's busiest roads) to Lin finishing the movie on an epic car (s) V plane fiery race to the finish.

Bringing a striking new element to the franchise,director Justin Lin places all of the female character's of the film right at the centre of the movie,with Toretto's desire to uncover Letty's recent activates being used as the main plot thread which keeps the film speeding along.

Along with being much more involved in the story part of the movie,Lin also gives each of the actresses some of the films most intense action beats,with a hard-hitting,rough'n tumble fight between Letty (played by a feisty Michelle Rodriguez) and Riley (played by a take no prisoners Gina Carano) being the most gripping action scene of the entire movie.

For his terrific screenplay of the movie,Chris Morgan carefully balances moving the franchise forward with an espionage angle,that leads to each of the gang having doubts about their alliance's,whilst also making sure to include enough mention to past events in the films which allow for a side plot to slowly develop,which ends up delivering a huge scorpion like sting at the end of the film,as Morgan begins to fully display the new road that this fast,and very furious film is racing upon.",morrison-dylan-fan,2013-05-25,2013
112,10,Connections,I want this movie to come out on DVD now so I can watch all the movies in the right order :P. I also love how people clapped when they thought Vin died. I was like have you not seen Tokyo drift? I also like how they connected this film to Tokyo drift. I finally get the back story on it. I loved this movie and am looking forward to them making more. I am also glad they brought in Statham. I was wondering why Vin came to Tokyo but now I know. All the connections in this film were done very well. It was good to see the full team back together again and them come back home where they belong. I am interested in seeing how Statham's role is for this movie if he plays the same type he does in his other movies.,simsjr88,2013-05-25,2013
106,8,Fast paced ride,"Initially i was a lil skeptical about watching this one. No matter how strong the cast of this is and especially all the previous racers and characters coming together, it was a SEQUEL and usually they are disappointing. But this one i bet is one of the best sequels ever.. Keeps up to the name it definitely is fast, almost throughout there is no dull moment and you just can't afford to even blink your eye! Justin lin has sketched each character so magnificently, that you just can't avoid it. Great storyline and full of past paced action, Lin keeps you guessing in this one. The action sequences look for real and impressive. Though all the previous stars are back in this one, every single one of them has an important role to play, and every single one of them looks good. But YET they all look ohh so fresh.. The background score keeps you alive, and execution spellbound. Especially the 1st introduction seen of Shaw and the car chase on Spanish highway.. But the showstopper is the finale, the climax on the military base. Every actor has looked impressive, Vin diesel is impressive love struck leader out to save his girl, Dwayne Johnson as high on muscle supercop (resembles the role of Roadblock from GI Joe), Tyrese impresses with his comic timing and paul walker is good.. Sung kang and Ludicrous are great too in the performances, but What impresses me most are Michelle Rodriguez and Luke evans as the ultimate antagonist. He looks stylish amazing and absolutely classy in his role. Probably the best he has looked so far. Overall, the movie keeps you stuck on the seat, and yes there is a bit of a surprise element by the end of this one and i am sure you would be waiting for the next installment after that.. So make sure you do watch till the closing numbers start!!! Fast was this and made surely someone else furious for 7!!",shraysharma85,2013-05-25,2013
290,5,Fast & Furious 6- A Consistent and Idiotic Continuation of the Franchise that Boasts Typical Adrenaline Infused Action and Stodgy Dialogue,"A key aspect in achieving success in the entertainment industry, at least in terms of obtaining a dedicated audience following, is keeping a strong sense of what defines your product's particular genre or style and confidently presenting its strengths in full force but also accepting the weaknesses presented in self-aware jest. Ever since director Justin Lin took over the Fast and Furious franchise the series has taken the route of self-aware confidence where it has embraced its strengths for nonsensical, physics defying action as well as the weakness for having leaden dialogue coming from expressionless characters and fans have been thankful for the consistency. Fast Five might have been the franchise's peak because of its tongue and cheek attitude towards its Looney Tunes environment of unrestrained adrenaline and exaggerated stunts making it difficult for any continuing sequel to match it unless the creators upgraded the storytelling parts of this clumsily custom built machine. The latest in the Fast & Furious series, eloquently named Fast & Furious 6, remains consistent to fan expectations with its fondness for stunt driven spectacle yet it exists in a plot that thinks it's far superior than it is in reality, showcasing screenwriter Chris Morgan's wrongful assumption that more dramatic breathing room between implausible action sequences gives your writing more credibility. There is an existential quandary that lives within Fast & Furious 6 as an attempt at seriousness, either in the renewed relationships or predictable plot twists, in an environment of ridiculousness practically derails this speeding vehicle from its intention on being unadulterated fun. On face and in execution the Fast & Furious films are reminiscent of experiencing a live action version of an anime cartoon (a point of view a friend of mine has reinforced) with its cartoonish embellishment of its physical environment but with far dumber plot lines and exceedingly bland dialogue so when there's less of the latter it's for the better. As guilty pleasures go there are few as technically executed as the Fast & Furious franchise and though the sixth installment showcases some of the series dumbest dialogue exchanges through purely rigid performances it remains a consistent entertainment outlet for those who have been initially conned by the fast and furious appeal.Read more: http://wp.me/py8op-yG; more reviews: generationfilm.net",generationfilm,2013-05-25,2013
