Rating,Title,Content,Author Name,Date,Year,Negative Score,Neutral Score,Positive Score,Overall Percentage Score,Overall Sentiment
8.0,The Best Thus Far,"The Fast and the Furious: Tokyo Drift took me by complete surprise. The movie completely redeemed the series following the Too Fast, Too Furious fiasco. Although the movie does not contain the appealing American muscle cars of the first title, the eloquent interpretation of drifting as a racing style (art form)and the culmination of turbo charged 350 Z's and RX7's,lets the picture differ from the typical concept of headstrong American drag racing. Decent acting and an even better storyline, allows the viewer to embrace the techniques in Japanese underground racing. Plus, Vin Diesel's cameo is ridiculously bad ass.",irishprd88,2006-06-18,2006,0.143,0.731,0.127,-0.4417,Negative
8.0,It was better than the second one but not as good as the first,OK this is for the comment above about the navy brat ! For a start neither of them was a navy brat. Shaun was sent to Tokyo to avoid going to jail back in the states. I agree that the plot was rather terrible but apart from that it was good. Japs invented drifting so i think you are wrong mate. The only thing that was wrong with this film was that it didn't have a wide enough range of cars that it could of done like the previous ones. All you saw was 350 z and a skyline now and then. Don't get me wrong the s15 (which was actually a s13 that had been converted) was rather nice but a bit pathetic when he opened the hood and you saw the s13 engine ha ha. The Evo was rather nice and the Rx7. What was with Bow Wows car man. WTF Wat that ha ha. Rite mess. But overall worth watching. I personally think they could have done a better job or maybe even relate it to the previous ones. But no they had to do this. Ah well was disappointed but like I've said definitely worth watching.,zoe_loves_richard,2006-06-19,2006,0.13,0.677,0.194,0.9266,Positive
10.0,Lucas Black is a hit in new Fast and Furious flick,"I enjoyed watching this new movie of The Fast and The Furious. Lucas Black seemed to capture the spotlight in the movie. His character's background was entertaining. The ending is unexpected, but INTERESTING.Great movie.The only disadvantage of the movie is the storyline seems to drift off occasionally. I would definitely recommend this movie to anyone that is into fast paced movies and also into the auto aspect. Nicer cars compared to the first to movies. No subtitles, which makes the movie, slightly confusing but you'll get the gist of it all.The trailer didn't do the movie any justice. It has a slight father & son bonding moment, brings some moments to heart.",sprtsmedchik,2006-06-19,2006,0.079,0.74,0.181,0.9432,Positive
10.0,Much better than 2fast,This movie was far better than 2fast 2furious. Thankfully the ditched the tired storyline of an undercover cop in this one. This time around it's about a kid that just wants to race. The plot isn't amazing but at least its fresh and not the same tired movie with new race scenes.(2fast 2furious). The movie gets off to a banging start with a race with in the first five minutes. The racing scenes in this one are the best of the series. I thought the characters in this movie were great too. While not as gritty and mean as the characters from the previous movies they do stand out well. I especially liked bow wows character. So basically if you liked the first movie or even the second then you should love this one. I don't know why some people are giving it bad reviews and scores. But If you like fast cars then this is definitely a movie for you.,bobeatsrice,2006-06-19,2006,0.043,0.704,0.254,0.9928,Positive
9.0,Better than the others,"I have to say, the movie was definitely better than the trailer. That's a rarity nowadays. This movie had action from start to finish. I couldn't and didn't even get up to use the restroom!! The movie had gorgeous guys, beautiful girls and off the hook music. That's the way it is with racing in the real world. The plot was realistic. It had enough to keep the movie goer watching. The cars were off...the...hook...!! And last but definitely not least...the end of the movie..the best part of the whole movie. When they tell Sean he has someone who wants to race him and they show that car with the sound system blasting the best Don Omar song in the streets right now...crazy!!!! And the driver? Man please, this flick was off da meter....",marisela537,2006-06-19,2006,0.0,0.818,0.182,0.9818,Positive
5.0,like a book amongst the many on the shelf,"The Fast and the Furious,first movie, was okay. I'm not a big VD fan.Too Fast Too Furious was surprisingly very entertaining. Both Walker and his co-star did a good job. With Tokyo Drift, Walker is gone and in comes 24 year old, Lucas Black with Bow Wow (Mr. yawn-fest) The first fifteen or so minutes of this film are wild. Sean(the lead) is sent to Tokyo so that he can avoid himself getting into trouble. In Tokyo, he meets Bow Wow and they become good friends quickly to get the story to move along. Of course, there is a girl in it but never mind, just imagine a movie based on semi-entertaining drifts and soppy story lines and somewhat cheesy characters.This is not a bad film. It's just that I expected them to raise the bar. The soundtrack is decent and the music will make you tap your feet while you sit in the theater.Overall, I'd say the film is watchable if you do not expect very good actions. The villain could have been made to look cooler than what they did make him look like. The Japanese should love this film. Not the best camera-work in the film though. The sets are below average for an action packed film of this genre.Anyhow, watch it if you must. I would watch it if I read my own review for it's worth watching. That's all.",benighted2005,2006-06-19,2006,0.07,0.813,0.117,0.855,Positive
7.0,Like finding a pristine Z in the garage with a seized engine...,"First, I am a car guy. So at least one of those stars is simply from the fact that it's a car movie with good vehicle exposure. That being said, I went into it thinking I'd see a weak attempt at milking the franchise, and was pleasantly surprised to find a plot, character, and development. FF3 has it's warts, but it ain't half bad and I'd recommend it to anyone into the car scene. Now for those warts. First and foremost, the car racing scenes are gratuitous and CGI'd: it's a movie though, people, so get over it. They look cool, even if in some cases, whomever was responsible should be taken out and flogged. The laws of physics *can* be obeyed and still permit the production of a good racing scene. Acting was excellent, which has always impressed me in this franchise where I expect something more along the line of Mischief 3000. So kudos to casting and directing. The plot in this (no spoilers!) is weaker than a head gasket on a 1960 'vette been in a barn rotting for 30+ years. And what makes it worse is it didn't have to be. Hire me, boys, I can fix your flaws! But still not so weak I couldn't watch it. I am not appreciative of the plot vehicles they are using to draw these people together, though. You do not have to bring the movie down by utilizing undersirable character flaws. Seriously, call me, I'll walk you through how to make a better movie without the weak plot. The hunnies are nice, but barely adequate to anyone who's attended a good car show. They need more camera time. The lead actress Nathalie Kelley is fiiiiiiiine. But she got enough time. The cars were the real loss on this one. No time was spent in even cursory discussion about what chassis, what engine, what tweaks. That's why we come, boys, to see the cars. There are some really nice cars, just not a lot of time spent on them. I couldn't even identify a couple they were so modded, and that's a shame. Going to have to buy the DVD with the extras disc to find out more, I suppose. All in all, more fuel for gear heads. And Tokyo looks great; I can't wait to get a look at those hills up close and personal.",icbkr,2006-06-19,2006,0.062,0.793,0.144,0.9906,Positive
10.0,Maybe Best One So Far!,"This movie is SO good. All the actors, even though most not being actually Japanese really played their parts well. The cars were really cool. There was humor in the movie which is always good. The movie also has depth. And the new actress playing Neela is SO pretty.Apart from maybe one or two scenes where the depiction of underground Japanese society seems inaccurate (I wouldn't know, just seemed more like American society), I really really liked the movie!! My boyfriend even said that it may even be better than the first two.I recommend this movie to seriously anyone who likes cars, who likes seeing pretty chicks, who gets adrenaline rush from racing and whoever just wants to watch a seriously awesome movie. =P",k4j_4eva,2006-06-20,2006,0.022,0.678,0.3,0.9915,Positive
9.0,Definite Improvement Over the First Two Films,"Being an automotive enthusiast, (and a movie buff) for over 10 years now, I've always been one of the first in line to see the F and F movies when they came out. This movie was no exception. However, after being disappointed with the first two films, I didn't expect much from this third installment. The first two films satisfied my need for hot cars, women, and so-so action scenes, but I felt that the acting, dialog, and story lines were very thin and boring. F and F Tokyo Drift was much better than I had anticipated. It seems that the director (Justin Lin) actually concentrated more on the acting skill of the actors and dramatic aspects of the film, than he did on showing off the cars. That's where the first two installments fell short. It was also great to see the drift culture in this film, in addition to the show and drag-race culture that we were exposed to in the first two films. I've never been to Japan, but from what I have experienced in the U.S., I felt that the film did a pretty good job of depicting the key elements of the drift culture to the audience. Of course there were a few of the usual over-the-top stunts and scenes, but it's to be expected in a Hollywood picture. If it were exactly true to life, it would just be a documentary. Overall, I was pleasantly surprised and entertained, and I think that if you even somewhat enjoyed the first two, you will definitely love F and F Tokyo Drift. Even if you're not into cars and/or the whole tuner culture, the movie is still entertaining and a fun ride.",dchampagne-2,2006-06-20,2006,0.026,0.805,0.169,0.9944,Positive
10.0,It was H O T,"The movie was great. Although I do think that it was kind of loosely based on a bad attitude Initial D movie. But all in all it was definitely the best Fast and The Furious movie compared to it's predecessors. If Paramount is willing to make another one, they should definitely aim for something like this one. I was kind of getting sick and tired of the same Nitros powered vehicles / rims bigger than the door of their cars, and it's drivers wanting to just go straight and think that's the best. As humans (and street hood rat racers) we all know that ""in life"" it has it's path of ups and downs and lefts and rights, sharp curves, and hairpins or what not. Y'all should go check out this film. Was definitely worth it!",BPecson,2006-06-20,2006,0.091,0.717,0.193,0.9548,Positive
7.0,Fast Furious Tokyo Drift,"Let me start out by saying ""why god why did you let the second movie in this series happen"". Paul ""douchebag"" Walker's acting in both of the first two movies was on par with the acting skills of a retarded kitten on mescaline. The first movie was made by Vin Diesel alone. The second movie was dead in the water when Vin Deisel left, killed by Paul Walker, but Tyrese and Ludicrous were the nails in the coffin. Needless to say, I formed a discrimination against musicians in movies. (Mos Def in anything*) But in Tokyo Drift, Lil Bow-Wow was surprisingly good in his role as Twinkie, although several gay jokes always followed his name being said. I'm glad to say that, although Lucas Black left something to be desired, like more emotion, his southern drawl is fitting for the farm boy classic American aspect of the main character. There are a HELL of a lot of Japanese people in this movie. NOT racist, just sayin. After all, it IS Japan... If you've never seen drifting and you like cars go see this movie. When this movie comes out on DVD I will be buying it and adding it to my collection. Many people may disagree with me because of a thin plot, etc but this movie strikes a place in my heart that loves drifting. And calling Lil Bow Wow twink. The Fast and the Furious; Tokyo Drift gets: 6/10 for creativity. 3/10 for romance. 9/10 for racing sequences. 10/10 for having a 25 year old play a high schooler(Zachary Ty Bryan).total 7/10 * Coincidentally mos def does a song on the soundtrack. I recommend bringing earplugs.",koffeekan,2006-06-20,2006,0.095,0.725,0.18,0.9856,Positive
1.0,Utterly worthless waste of time and money,"TFATF is THE most pointless and artistically redundant franchise in history! The first, which was a total piece of crap, gave way to a tepid, moronic sequel and now, after three years of peace and quiet we are punished with Tokyo Drift. The most American Japan you will ever see in a film! Although there is even less of a story than the other two (if that's possible) it is still a carbon copy of its predecessors and offers absolutely nothing new. The characters are crap! The action is lame, soulless, overcut and PG13-friendly and is obviously 'inspired' by hours and hours of endless Playstation.The only reason I went to see this turkey is because I LOVE Japanese girls. But, like I said, this is the most American Japan you will ever see, so there is hardly any of them at all. And all Japanese girls are shot from behind so you can't actually see that they're Japanese. Whether or not this is because they are just LA girls masquerading as Japanese Girls or it's because Universal didn't want to alienate American audiences I don't know. But if you're expecting anything remotely resembling a culture clash then ditch that preconception. I guess that kind of thing would be too difficult for the writers of this trash to muster. And how the hell does hillbilly main character Sean Boswell master the Japanese language in a few days? It's no secret that TFATF films operate on a declining scale. And, forgive me for sounding like a fuddy-duddy, I feel that they send the wrong message to the wrong generation.Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes.The film is even less subtle than the above paragraph. Despite the disclaimer at the end, warning naive audience members of the dangers of such driving (such people cannot read anyway and left as soon as the screen went black) I must point out that too many impressionable kids forget this is just a stupid fantasy movie. A dumb disclaimer at the end isn't enough to dissuade them from trying all the crap that is featured in this movie.But that is to be expected from lowest-possible-common-denominator garbage.",CuriosityKilledShawn,2006-06-20,2006,0.132,0.83,0.039,-0.9913,Negative
5.0,The Fast and the Furious: Tokyo Drift is far better than I expected - but I had low expectations. Enjoyable but not critically appealing,"I was quite surprised by The Fast and The Furious: Tokyo Drift. Of course, I expected it to be a pile of steaming garbage, particularly with the formula of increasingly dodgy sequels. So when I went to see it with some friends, I had obvious misgivings. These misgivings, or at least the worst ones, such as the movie being unbearable to even look at, were fortunately unfounded. I kept my eyes on the movie the whole time, mainly because of the souped cars, but the fact that I went through the movie without flinching (a lot, except at some of the bad dialogue that was prevalent), says quite a lot. Maybe my view of The Fast and The Furious: Tokyo Drift is heightened by the fact that I cracked a few jokes during the movie.Now down to business. Sean, a 'dude' who loves to race at high speeds for no apparent reason, is sent to Tokyo to live with his military dad and ends up being drawn to the racing circuit again, witnessing a new style of race called 'drift' (as seen in Need For Speed Underground, to those that don't know). Sounds stupid? Well, it is, the casual viewer can detect a plothole or two from even reading those two lines. To go on, except to state that Sean ends up making friends with a guy named Han, is pointless. I will admit that no-one looks for a good plot in a Fast and the Furious movie, but still, the less said, the better.The dialogue, as I stated, can be funny - because of its stupidity. This is shown by one piece of dialogue where some guy asks Sean: ""You know what DK stands for?"" and Sean replies ""Donkey Kong"". At least its original, I guess.The acting is OK - far from turgid, which I expected it to be in the first place. The guy who plays Han is surprisingly good, going through the movie without looking as if he was hired from a nearby sushi bar. Brian Tee as DK is a bit of a joke, he is more comedic than menacing. Lucas Black is OK as Sean, but his Southern accent makes his character more irritating to watch. The love interest does well as eye candy. That's about all that matters I guess.The most important part of The Fast and the Furious is inarguably the racing sequences and their overall effectiveness. I will admit that the sequences themselves are well-filmed and eye catching, highlighting the cars, as they should. However, except in a few fleeting moments, they are not as enthralling as they should be and this is one of the most disappointing aspects of The Fast and The Furious: Tokyo Drift. The final confrontation, for me, is pretty good to watch, but only arouses the senses once in a while.Time didn't drag though, which is a clear sign that The Fast and Furious is indeed quite watchable, despite its other pre-eminent faults. I admit that I didn't really get bored during the film, which may lead to my rose-tinted view of it (compared to my original perception of what it would be like).So let me summarise my thoughts: ""Didn't expect much, got more than I bargained for."" The acting is satisfactory (for a racing film, otherwise it would more or less suck), the plot and the dialogue are predictably terrible, the racing sequences are satisfactory and the cinematography is somewhat effective, with frequent close-ups of the cars. What compels me to give The Fast and The Furious a pass grade is the fact that it is, like I said, quite watchable. However, it is still little more than satisfactory, so it's rating cannot therefore rise above:2.5/5 stars",DaRick89,2006-06-20,2006,0.096,0.749,0.155,0.989,Positive
6.0,Better than the previous,"Enter the life of Shawn Boswell, a college student with a manic taste for car racing. After numerous counts of traffic offenses, his mother decides to shift him to Tokyo as a last resort to live in with his divorced dad after the last count of traffic offense could see him in jail if he was tried as an adult. However things in Tokyo didn't really change much in terms of illegal racing for Shawn except where racing is done in drifting style. Somewhat curious and somewhat enthusiastic with this new genre of racing, Shawn takes on the challenge of becoming the next Drifting King.Walking into this movie, I had not much anticipation of a great film, since it was apparent to me that even Paul Walker did not sign to this film and Lucas Black, who plays the lead role wasn't actually a familiar name in Hollywood. My hunch was about right, the film did not provide the kind of intensity I'd love to see in a racing film. However the movie itself isn't that bad on given the Hollywood special effects added to it. The real letdown of this film to me was for most part of the racing, which was done in drifting style, the cinematography captured the facial expression of the actors instead of highlighting the race which is deemed necessary if you want to exhilarate the audience. Very unlike in the first installment where we were treated with the cars being driven at dangerous speeds. But all wasn't that bad, since the movie did have it's funny moments and thrilling scenes. I especially enjoyed the first few minutes of the film before the hero was moved to Tokyo and also where Vin Diesel makes a cameo appearance at the ending.Overall the film was a lot better than the second installment which i believe was the worst in the franchise. Also a note to film goers who prefer drama based genre, really not the kind of movie u'd like to watch, since the plot was paper thin and kind of ludicrous if you really think about it.",HypercriticalHangdog,2006-06-20,2006,0.046,0.839,0.115,0.977,Positive
10.0,"Opening Boring, But Rest Awesome","I saw this movie in theaters recently and I highly recommend it. Though the opening makes the movie seem cheesy and boring (it doesn't open with a race as usual, but instead with high school kids walking through a metal detector), after the beginning, it is awesome. I would recommend watching it in a theater with friends, and maybe even buying it when it comes out on DVD. It is definitely worth the money, delivering the same levels of excitement as the first two movies. All the actors are new to this series, but they are excellent actors (and pretty darn cute!). Japanese culture is presented very well, with the girls wearing the latest trends, using the latest Japanese music, and even accurately representing small things, such as school dress codes. The surprise cameo at the end (not telling who!) makes the movie all he more interesting and leaves you wanting to see more.",peacebe_dajourney,2006-06-20,2006,0.009,0.735,0.256,0.994,Positive
1.0,May have spoilers but who cares this movie blows.,"Coming into the theater I had no hope for this movie. The first 2 were horrible and I was dragged to see this one. There are two ways to portray this movie, 1: as a joke, or 2: ""awesome"". People who do not understand what makes a ""good"" movie will love this film. First off, acting yes, was horrible from the beginning and especially to the end. Second problem, the ""culture"" of the Japanese. Nobody in Japan cares about drifting, except for those fisherman of course, and not every teenage girl is a skank in a short skirt looking for ""awesome"" drifters. The plot was ridiculous, completely predictable. Hmm, love story with an outsider, dad gets involved with drifting, and o yeah someone dies. When Lucas Black's Japanese friend crashes his car, why did the car blow up? Was he carrying C-4 with him? The drifting scenes looked like they came right out of Need For Speed Underground, but without the point total on top. If you see this movie, at least get someone else to pay for you or just do not go at all. For the people that liked/loved this movie, they need to watch what a real movie is such as Fight Club, Reservoir Dogs, V for Vendetta, or Pulp Fiction.",Lgmsbroncs07,2006-06-20,2006,0.067,0.821,0.111,0.854,Positive
10.0,Best Fast and Furious movie,This movie trumps over the other 2 no problem. There is more excitement and more racing. More action packed and none of the sexuality or strong language content which is really great if you have a young one watching it with you. The cars are great I'm not really into cars but this movie I think changed that. I went and seen it last weekend at the Drive In and I am going to go see it again this weekend. That is how great it is. Lucas Black is awesome in it. He really has grown up since The War and Sling Blade. HHHHHHHHHHHHOOOOOOOOOOOTTTTTTTT!!!!!!!!! I give it 20 thumbs up. I promise you will not be disappointed. Well I guess that is all I can really say about you will just have to go watch it for yourself and decide what you think about it.,dachshundsr1,2006-06-20,2006,0.044,0.781,0.175,0.97,Positive
8.0,"I was not supposed to like this movie, but...","Despite being the wrong demographic for this movie (over 25) I **loved** it. Nice job, Justin Lin. Imagine if MTV's ""Pimp My Ride"" and Sofia Coppola's ""Lost In Translation"" had a baby but they gave it up for adoption and it was brought up by Ridley Scott's ""Black Rain"" - well, that baby would grow up to be ""The F&TF Tokyo Drift"". It seems that I need to write ten lines of text to meet the submission guidelines for these reviews, but I've already said what I want to say about the movie. What ever happened to encouraging conciseness? OK then, here is a random haiku: In my dark kitchen / My laptop screen glows bright white / On TV, World Cup",ericfraser_sf,2006-06-21,2006,0.012,0.823,0.165,0.9634,Positive
3.0,Is Vin Diesel the best part of this flick?,"No ... but his appearance is more disconcerting than seeing Donald Rumsfeld on Jon Stewart. It's a blatant teaser for the next F+F-Formula production, and his career side bet in case ‘Hannibal 2006’ doesn't pay off at the box office. The movie: absolute formula. ‘Characters dumb as a bag of rocks.’ Awful acting, ropey plot to kill time while waiting for the next hot cars and/or race-queen sequence. You might have 5 minutes of actual ‘drift racing’, but it's edited in that hyperkinetic MTV style so you won't really see anything... much less learn how to pay for $600+ sets of tires which last for mere minutes of use. The car action and incidental women are fine, but that shouldn't be enough for your movie ticket. You don't realize quite how far you've fallen until the sudden appearance of Diesel tells you it's time to leave the theatre air-conditioning; the movie's over and the ride was on *YOU*.",jginnane,2006-06-21,2006,0.143,0.837,0.021,-0.9706,Negative
5.0,"An average addition to the ""Fast and the furious"" franchise.","Not being a particularly ardent car-lover or fan of street racing at all, I didn't go into this movie with high hopes. Nevertheless, even for non-revheads like me there are enough enjoyable elements in this film to keep you from walking out. Some exhilarating car races, notable moments of humour and of course a veritable parade of attractive and underdressed women kept me entertained. The illogical storyline and numerous plot holes began to get annoying by the end; if the movie wasn't so long then this wouldn't have been as noticeable. Also, the Vin Diesel cameo was rather poorly played. Besides these admittedly minor gripes, there is a lot of fun to be had here - flashy cars, hot girls and a surprisingly competent Lil' Bow Wow in an amusing side-role.",reti_incarnate,2006-06-21,2006,0.017,0.721,0.262,0.9884,Positive
3.0,This movie was awful,"How do the movie makers convince the money men to send them to a place like Tokoyo and totally destroy a tried and true action series like F&F with big $$. The hero, can't get out of his way in a US public school, is supposed to be casted as white trailer trash, but then speaks fluent Japanese and attends a private school, for what army brats, and has no issues??. Magically, has absolutely no problem with driving on the wrong side of the road(just turned 18), and is allowed to destroy what $80,000 in autos belonging to a guy he just met? Pluease, The damsel in distress has the sex appeal of a small rock ( and I love pretty girls in school uniforms) and we are supposed to believe that she would ever deal with a local thug(s) who make their money how exactly (everyone is drinking soda). This should have been a R rating with tremendously sexy Japanese Girls and ADULTS making all the bad decisions. What did we learn? That it is OK to destroy hundreds of thousands of newly constructed homes in the USA, thousands of dollars worth of cars, with absolutely NO ramifications?. Oh yeah, and that you have to do fish tails around young Japaneses girls in their own hot cars to Just get their phone Number. TOO shallow, Too Unbelievable, and TOO typical a climax to the Movie. Daddy bails out misfit son, by just happening to have a old hot rod frame. I left as soon as Dad's garage opened up.",pfdoiron,2006-06-21,2006,0.104,0.761,0.134,0.5118,Positive
8.0,Surprised,"I wandered into the theater to see Tokyo Drift as a time killer. Being a lover of all things Asian, I wasn't expecting much, but to my surprise, I really enjoyed the film. I had seen the original Fast and the Furious and found it passable entertainment and really didn't expect much from a second sequel, but this film really has heart, perhaps due to the many female production people listed in the credits.Lucas Black is Sean Boswell,a teen-aged racing fanatic who finds himself banished to the care of his father in Tokyo, Japan when his luck runs out with the law at home. Trying to fit into an alien culture, Sean finds himself falling into the illegal racing culture. A bad race lands him in servitude to a top racer who becomes a mentor. With a new girlfriend things are going well for Sean except that Han, his mentor is partners with a low level Yakuza underling who holds sway over his girlfriend Neela. Betrayal leads to murder and revenge culminating in a final nighttime race down a mountainside.While not a great script, the story held my attention throughout. Indeed, some of the Japanese school scenes suggest interesting possibilities for an entirely separate film. This is not a film about acting, but Lucas Black holds his own against the lovingly photographed cars. The other local performers all did well and as usual the Asian with blond hair is always a bad guy and why couldn't a Japanese actress be found to play the love interest?",Mark-129,2006-06-21,2006,0.14,0.674,0.185,0.9226,Positive
8.0,Stylish and exciting,"I was pleasantly surprised when i saw ""fast and the furious"" today. After a lackluster effort in the second movie, a new energy was injected into the series with ""Tokyo Drift"" I found that in ""2 Fast 2 Furious"" the people involved in creating the movie were scared of smashing up the cars too much. In races people would not bump into other cars, but would rather sit behind them trying to be menacing. The action also seemed to occur off the racecourse, instead of on, which is more characteristic of car movies.But enough of ""2 Fast 2 Furious"". On to ""Tokyo Drift"". This movie has just nothing to the previous movies in the series apart from racing and a cameo at the end of the movie. Many people will know that no characters from the last movie have been carried over into ""Tokyo Drift"". Instead of having a cop, the new main character is from the other side of the tracks and very early in the film it is established that he has a history of reckless driving.Don't expect too much from the storyline, it's very linear. There aren't any real big shocks. But this simplicity isn't important. What hooks you in is the style it is done with. The races are all exciting, even when you know who will win - as is the case with a race early in the film. Of course, as this film is all about drifting, there is an added danger. Car damage is dealt out constantly. There isn't many car scenes where all the cars come out clean. This is where ""Tokyo Drift"" excels - dirty and uncompromising racing. Whenever there is the chance cars clash, either to spin out the opponent, or knock them into a wall or even off a cliff.I recommend that people take a couple hours out of their day to sit back, relax and enjoy ""Tokyo Drift""",this_is_gibbo,2006-06-21,2006,0.097,0.8,0.103,0.3098,Positive
6.0,It's about time..,"When I first watched The Fast and The Furious in 2001. I thought a sequel to it would surely screw up. Sure enough, 2F2F came out, and I was right. I first thought, a third movie would completely ruin the franchise..Oh how wrong I am. This movie is jam packed with action from start to finish, and has little comedic moments thrown in. I was on the edge of my seat, and was shaking. At the last race, and at the end, my heart was beating like crazy. Tokyo Drift is the only TFTF movie that actually captured the import scene correctly. The first two were too Hollywood. This one has a new face, Sean Boswell(Played by Lucas Black), and he doesn't disappoint. When hes caught for destroying property, and street racing, he is sent to Tokyo, Japan to live with his father, who was in the military. He meets Twinkie(Played by Bow Wow) who links him into the world of underground racing, where a new form of racing called drifting (think of it as, turning..with style). Overall. I give The Fast and The Furious:Tokyo Drift a total of 10 out of 10. It made my heart beat, pulled me to the edge of my seat, and never bored me. Justin Lin is a king.",Raj9096,2006-06-21,2006,0.093,0.8,0.107,0.5245,Positive
5.0,Ehhhh,This movie was not good not bad it was kinda boring watching it because it was the same thing over and over not much to say not worth the admission. If i was you i would tell your buddies unless they are hardcore car freaks or Fast and the Furious fans to just wait for this flop to hit DVD. The plot of the movie just was horrific if you ask me i mean this kid how old is he supposed to be in the first place? 27 34 18? I could not tell i mean he did not look like he belonged in a high school to me. The moves some of the guys pulled in these cars were so unreal that it made me want to puke i ask this with a lot of movies though have they heard of gravity?,skcussihtedud-1,2006-06-21,2006,0.167,0.825,0.008,-0.9734,Negative
7.0,High-octane direction makes it entertaining,"Shawn is a young delinquent with a habit of getting in trouble due to his driving habits. His latest offense has him going to Tokyo to avoid jail time. It isn't long before he meets up with the car culture there and gets an embarrassing taste of drift racing by losing to a local champ who also has connections with the Yakuza. Soon Shawn is drawn into the underground world and a predictable, but stylish summer-fare ensues.The story here is one you've either seen before or will comfortably predict. Also, when going to see a second sequel to a franchise that is all about cars, what can you really expect? Nothing too spectacular on either story or action side of the film, but this is a surprising strong entry to a series, seeing that it is number 3 of course.The acting is decent with the clichés not being to overplayed or outrunning themselves, but rather just acting as connective tissue for the film's main event - the breakneck racing scenes. Which is exactly what the first film didn't quite reach and what the horrible second film in this franchise seriously lacked. The racing scenes here are possibly the best in the F&F franchise with a high octane direction that makes them very exciting to watch. They incorporate a lot of interesting shots - both CGI and real-life - mix it in with slow motion and all sorts of pans, which is then topped of with some frenetic editing and a hard rockin' soundtrack. That makes for some good fast- paced summer fun. 7/10Rated PG-13: violence, frenetic action, and some profanity",BroadswordCallinDannyBoy,2006-06-21,2006,0.077,0.805,0.118,0.9562,Positive
1.0,"Somebody please, take my wife.","What a disappointment. Lin gets noticed by making one of the best films on teenage disillusionment I've seen in recent times and then he has to go and make two complete stinkers. I didn't think that he could possibly stoop any lower than Annapolis, but I was proved wrong. Tokyo Drift could possibly be the worst idea for a film that I've ever seen. Believe me, I'm not so naive as to think every film that gets made needs to be an award winner. There's a place for Blockbuster, tent-pole fare. But who in God's name wants to see another freaking F&F? Honestly? If you go and see this film and enjoy it. Please do us all a favor and pour nitric acid on your eyeballs. You might then be forgiven for actually giving this film props, because hey, who's gonna tell a blind guy off for liking a bad movie? Not I.Rodger Ebert, I'm so disappointed in you. Three stars?",john-996,2006-06-22,2006,0.158,0.636,0.206,0.911,Positive
