Index,Rating,Title,Content,Author Name,Date,Year
32,3.0,Slow and Plodding!,"Really, Fast & Furious is plain misleading, the title should have been Slow n Plodding. What an absolute drag.Exhibit A - Directionless director. With random hand-held camera, incredibly jerky footage, fast cuts all over, you never really get to see anything good. Of the cars at least. The races seemed like they were directed by Michael Bay. Every thing kept exploding and crashing. It was horrible!Exhibit B - Dom's double chin. Humungous, monstrous double chin. Bigger than his bald head. A mutant double chin. His evil doppleganger, even. Sure, I'm being superficial here, but it's a movie, and your job is to look good. Dom is tough muscle-head. A double chin just looks plain ugly!Exhibit C - The story. I think there was one, but I could be wrong.What was real good to see on the screen was some very nice mid-riff closeups of Michelle Rodriguez. Plus that other skank who shows up halfway through the movie, falls for Dom, and thrusts her real hard nipples towards him. He still turns her down. Go figure.",bottleHeD,2009-04-03,2009
33,9.0,I have to start off with I'm a fan of the franchise. . .,"Now that that's out of the way, this movie goes from ZERO to 90 in 45 seconds. Then it's off to the races my friend, where it doesn't let up 45 minutes later when your in the parking lot of your local movie theater driving off in your car. Forget what you know about the franchise, if you want an ADRENALINE rush it'll be TOO LARGE! You can say what you want about ALL THE originals coming back, but you know what they're a team and they bring out the BEST in each other every time. It's FANTASTIC to see Vin Diesel (DOM), Michelle Rodriguez (Letty), Paul Walker (Brian), & Jordana Brewster (Mia) all reprising roles that brought your attention to them in the first movie. I love that we're in 2009 and technology has brought movies to such amazingly great speeds & heights. I've never seen it used more brilliantly then this is 2 and a half hour thrill ride. Dom's on the run, Brian's back with the FBI, and Mia's holding down the home front back in Cali. Well it wouldn't be a reunion if they all didn't come collide back together in misfortune,racing, and the world's BIGGEST drug trafficker. It just wouldn't be FAST and FURIOUS. Great cars, hot chicks, hot dudes, fantastic action sequences, and the best acting of their careers! GO see it and remember why you loved the first one, and be impressed. I honestly was",Ridonculous31,2009-04-04,2009
34,10.0,Well worth the $6.50 that I spent at the matinée.,"For one thing? There was the action-packed prologue. It had stunt work worthy of a James Bond movie. And, more importantly, it had a rare case of faithful continuity. Not only did Michelle Rodriguez return to play Letty. Sun Kang (as Han) was back, too!* *Making it appear that it was set a year or two before F&F: TOKYO DRIFT. Another thing this sequel had going for it was the return of Paul Walker, as Brian, and Jordana Brewster as Dom's sister, Mia. Eva Mendes was undeniably nice to look at, in 2F/2F. And, I'm sure, as Agent Fuentes, she provided a great release for any sexual tension Brian might have felt. But, Brian and Mia had much better chemistry! They proved this when they had their dramatic reunion in that little diner. I was wondering what he'd say when she demanded an explanation for his emotional betrayal of her. And, I was not disappointed. As far as I'm concerned, Brian's reply was delivered with complete believability! Of course, the _best_ thing this sequel had going for it was the return of Vin Diesel to straightforward action-adventure! Oh, he proved he could do light-hearted, family-friendly spoofs of it in the Disney flick, THE PACIFIER. But, I suspect the main reason he appeared in that film was just for the sake of professional variety. To prove he wasn't just a Right Said Fred look-alike who could take a punch (and dish it back out, twice as hard). So, if you haven't already seen it, go for it. The only way you could dislike it is if you disliked the first three movies in the franchise, as well.",Carycomic,2009-04-04,2009
35,5.0,Semi Mindless Action film,"Fast and Furious is certainly everything it promises, but that isn't a whole lot. We get all kinds of suped up cars that will give any sixteen year old the hots and the babes to make the illegal car racing all the more glamorous.Now when I say it's all babes and cars I mean it, there isn't any new character development in any of the characters and the action, while good, is extremely basic, but at least it isn't terrible.Entertaining for a viewing but it doesn't give us anything new to a franchise that has been extremely one note from the get go. Enjoy it and watch the racers act like rock stars! a very modest 6 out of 10",blindredemption,2009-04-04,2009
36,6.0,This is Fast and Furious!,"With the biggest budget in the Fast and Furious series, you can expect longer car chase scenes and see more cars crashing into each other. This seems to be the proper sequel to 2001 movie with all of the original cast. Yeah, this seems to be the best of the series. It has some of the best car chase scenes in the movies and the story is thrilling with suspense.The story: This has an actual story that manages to thrill unlike the previous sequel. Paul Walker and Vin Diesel are back to lead in the movie. Can't say much about the story, but it does pack some thrills and suspense with car racing/chasing scenes. There is nothing special about the story but it is at least entertaining and thrilling. Those who just get the thrill in seeing beautiful and sexy cars being smashed, this one don't disappoint. Cars toppling onto each other, cars smashing into each other. Plus there are hot babes. Looks good, right? Overall: Those who love the Fast and Furious series should obviously catch this one. Those who love car racing movies, this one don't disappoint. Those who love to see cars smashing each other and find that there are not many movies recently doing that, this one shall thrill you. I enjoyed it for the story and car chase scenes and nothing more.",helmutty,2009-04-04,2009
37,9.0,Cheese sure is tasty,"Ill be the first to tell you: Relative to a by the books ""good"" movie, this movie is horrendous. With that out of the way, Ill explain why its awesome and gets a 9 out of 10.Movies are about having fun, and quite honestly, its not often they pack as much fun in as this one. Lots of cheesy 1 liners, Lots of cheesy explosions, tons of references back to the first Fast and the furious, and lots of pretty sweet cars driving terribly doing absurd things. If you go in expecting anything but an action movie with a couple of semi-forced cheesy side stories, you're in the wrong movie. just sit back, stop thinking, and enjoy the ride.For the record, Im also a huge car guy (I legally race myself, do design and fab work for race cars, and am a mechanical engineer) and admittedly, the original movie is what got me started on cars when I was 14. Even to the car guy this movie is a complete joke, albeit a hilarious one. STi's without drive shafts, AWD cars doing RWD burnouts, and the list goes on with mishaps even with the subject matter. The whole point is that it doesn't matter at all and its just a pointless fun movie.enjoy!",Phanofmuzik-2,2009-04-04,2009
38,8.0,Way Better Than Expected,"A friend of mine convinced me to go to this movie on opening night. I gave in, figuring that it couldn't be too bad of a movie. Pretty much, right off the bat I was glued to it. Soo much happens in the beginning. Like the opening scene for example, when they're stealing the gas. Then to kick it off and give the movie a plot, Vin Diesels girlfriend gets killed off. They really thought this one through, this time. The action is great. Amazing cars and high flying. The ending is excellent. I like how they pull off the first scene idea, in the ending scene. VERY well done. I thought it'd be good. It was great! 8/10",canadian_roughneck,2009-04-04,2009
39,6.0,Slow & Tedious,"The general plot of the movie goes something like this: Dom (Vin Diesel) and his buds are at it again and stealing gas from poor South-American countries (I would like to think that they're doing this to destabilize a government that is based solely on irony). However, Dom realizes he can't mess with the feds that are out to get him, so naturally he takes to the road and gets the hell out of Dodge. But not for long, since a plot device that we were SO not expecting brings him to good old L.A., and by complete coincidence, in the middle of an FBI operation that has to take down a drug lord. We are told that this drug lord effectively manages to smuggle more dope than Escobar did in 10 years. While that in it's own right would just have to be pretty freaking awesome, we have to remember the fact that Escobar was responsible for about 80% of the drugs coming in and out of America in his time. Which kind of makes it obvious that this new drug lord would have to effectively control either half the U.S. fleet or literally be able to s**t transports on a daily basis... However, the movie wants to make us believe that he can do so with 4 guys a night, racing through a tunnel that just happens to be outside of the Mexican border's scanners, all the while running down from Mexico to America... Of course no one would think to post sentries there...As it turns out, Dom and Walker (Brian O'Conner) end up working on the same case, albeit for totally different reasons. In the end we get a plot twist that we SO didn't see coming, and an ending that just screams for another sequel to be made. Normally I'd say HELL YES! to something like that, if the movie had been what I expected. Read what follows to see why my response was something more on the lines of ""I'll see another one of these if you guys let me in for free. And give me hot chicks... or at least a free soda."".Why directors will choose to take the fun out of an otherwise brainless movie is something that will always manage to elude me. It somehow falls into the same category as things like why I can never find magical leprechauns that will hand me money or why some studios green-light scripts that smell of brain-fart from a mile away.I mean... I can totally understand that the movie chooses to pimp slap reality while screaming ""Who's your driver daddy!"" (I sometimes like to believe that it also throws in a sucker-punch every now and then), because that's what makes it fun. But then again, if you walk into a ""Fast & Furious"" movie expecting realism, you probably deserve the aforementioned treatment yourself... applied by Gremlins (because we all know how terrifying a Gremlin screaming ""Who's your daddy"" would be).Just to get this out of the way, I like cars. I love tuned cars. I love hot women that choose to wear belts as skirts, or wear dresses that don't have enough material to cover up 30% of their body. And if the movie had 90% of that and the rest had been composed entirely of Vin Diesel kicking a** and taking names while displaying absolutely no remorse or guilt, then I would have loved this movie. So much so, that I probably would have given it a 10 just for being composed of THAT much awesome (ok maybe a 9 because it just wouldn't have been in the same class of awesome as ""The Dark Knight""... unless one of the racing cars was the Batmobile, and the chicks around Batman had been dressed in Catwoman outfits).But no... instead we get 30% car racing and general bad-a**, 20% of Vin Diesel looking as if he's about to s**t bricks considering how muscularly constipated he looks, coupled with general bad-a**, and 50% I'm-sorry-for-banging-your-sister-and-then-taking-off-without-even leaving-a-note tear-jerking dialog that was hackneyed at best and cringe-worthy at worst. It basically sounded like a rejected sketch for a James Bond movie in which Sean Connery starts telling his newly acquired babe that it's too dangerous for her to stay around him, because he's got like... ninjas after him... or something. The reasons why that wouldn't stick are: 1. Sean Connery's brass testicles wouldn't allow him to utter such a thing.2. We all know James Bond probably doesn't care all that much.3. We all know WE wouldn't care all that much.In this case, reasons 1 and 3 apply more than ever. Why? Could it have to do with the fact that we get to know so little of the characters that we utterly can not give less of a rat's a** about them? Bingo! Because seriously... I didn't pay the admission price to weep at tear-jerking drama. I paid to watch fast cars and hot chicks. If I want depth, I'll watch ""Slumdog Millionaire"" or ""The Wrestler"", or ""Seven Pounds"". If I want hot spoilers and rims, and cars that have jet-engines put in them I'll probably just play Need for Speed. At least that game allows me not to care whether or not I kill innocent bystanders, let alone if any of the main characters gets dumped by their girlfriend or anything like that.",moldo_bmf,2009-04-04,2009
40,8.0,"All you need from an action movie.. engines, explosions and Vin Diesel",This movie picks up from where the first movie left off. Dominic(Vin Diesel) and Letty(Michelle Rodriguez) are hiding pulling jobs just for the fun of it but Dom knows that none's safe around him and decides to leave Letty. In the city FBI is trying to get their hands on the Drug-lord (Campos) and Brian (Paul Walker) is on the hunt. Letty makes a deal with Brian to cleanse Dom of all charges and in turn go in undercover as an informant. A job goes bad and she gets killed by the bad guy (Fenix) who works for Campos. Dom goes hungry for revenge and is back on the streets looking for the killer. Brian and Dom team up in catching these bad guys and of course Dom kills Felix. In between all this plot is extreme street racing with big engines and loads of action. The movie is well directed and fully satiates your hunger for action adventure and speeding cars. I just loved the first movie so i always wanted the same cast appearing again and thankfully this one didn't disappoint. Vin Diesel is as good as ever.. his screen presence is phenomenal and rest of the cast is great too. I quite liked the opening car race sequence and the rest of the movie was good enough to keep me glued to the chair. Well in the end Dom gets a trial and Brian as an FBI officer testifies and pleads for dropping of all charges but court finds him guilty and sentences 25 years. Brian and Dom's sister get furious with all this and try to get Dom out and thats where it ends. Another open ending for a possible sequel which makes everyone happy i guess.,WalkThatTalk,2009-04-04,2009
41,10.0,Great Re-invention of the F&F,"Don't Liston to the Bull from haters. This is a GREAT Movie for the Action racer at heart. It's not about heavy story line or great dialog. It's about the code of friendship, and fast cars with big mucilage.enjoy with that attitude and you will end felling faster and with more ferocity in life.I myself have a 1989 5.0 Mustang and I have it done to the Tees! every time I step into it it relaxes me and to see this movie makes me appreciate it even more. This movie is not about racing it's about a love for a great gift .the gift to make a great car fell like part of the family",merlin6-2,2009-04-04,2009
42,8.0,"Not a bad entry, way better than 2 Fast 2 Furious","Okay, I love this series. It has good looking, along with fast cars, decent performances, and interesting back stories. Fast and Furious is sort of a mix between the last three entries, and that is where this one will either make or lose an audience.The past three were about showing off both tuner and muscle cars while putting them in some very cool situations. The first two were about plain drag and street racing, while Tokyo Drift was about drifting with a couple of street races thrown in for good measure. This one again mixes all three together. In one showcase scene, four racers are scrambling to make it to be the first across the finish line about five miles down the road. They are racing past, into, and around oncoming traffic using street racing and drifting tactics. However, my only gripe about the cars is that they don't seem to be top focus here. Don't get me wrong, Dom's Charger and Bryan trademark car from 2F2F, the Skyline, is back, along with some other cool automotive toys, but aren't used to the effect of the first three.Where this movie shines is in it's presentation. This Fast and Furious is focused on and has, wait for it, a good story fueling (excuse the bad pun) this entry. While nowhere near Oscar or the Academy Awards material, this is fan service to every extent of the meaning. Jordana Brewster, Paul Walker, Michelle Rodriguez, Vin Diesel, and even Sung Kang (as Han), return for this movie, along with giving decent performances While definitely continuing the story of the first, I didn't hear any references to the events of 2F2F. I'm wondering if they know themselves that that one was a mistake? BTW, this story takes place between 2F2F and Tokyo Drift, if Han returning wasn't any indication.Overall, fans of the series should like this one, and ranks right up there with the first and Tokyo Drift. If you are not a fan, don't go in thinking this movie is going to be revolutionary or extraordinary, like critics. Instead, just think about having fun watching an action packed thrill-ride that is about two hours long.",codehorizon,2009-04-05,2009
43,1.0,Awful!,"‘The Fast and the Furious’ was bad. ‘2 Fast, 2 Furious’ was even worse. ‘The Fast and the Furious: Tokyo Drift’ was terrible. And now, ‘Fast and Furious’ is complete crap! ‘The Fast and the Furious’ series if the worst movie franchise in the entire history of movie franchises. Whoever produces those movies should really stop and re-think his worthless life of producing the most crappy movies of all time. Along with spoofs and horror films, ‘The Fast and the Furious’ series is one of the many genres/series that are absolutely terrible nowadays. A straight shooter with one out of ten written all over it. I f I could, I would give it one out of one hundred. Unfortunately, I can't do that. So, one out of ten.",sucks-9,2009-04-05,2009
44,7.0,a great addition to the nothing special genre,"Brian O'Conner is now a federal agent (?) and drawn back into his past when he's unexpectedly reunited with former prey Dominic Toretto (Diesel) while in pursuit of an infamous drug smuggler, the very same smuggler with whom Toretto has his very own personal score to settle. Despite the circumstances, and their prior history, the two reluctantly decide to work together to bring the lowlife down. Silly, clichéd sequel has the expected high-octane action sequences, but suffers from shallow characters, crummy dialogue, weak acting, and a ridiculous story. The reunion of stars Diesel and Walker who kick-started the franchise adds no flare whatsoever to the tepid proceedings, but undiscriminating action fans may not mind. *½",Special-K88,2009-04-05,2009
45,9.0,Return to be Fast & Furious,"Great to see the four main cast members return for Fast & Furious which has Vin Diesel as Dominic Toretto,Paul Walker as Brian O'Conner, Jordana Brewster as Mia Toretto and Michelle Rodriguez as Letty. Great to see the series go back to the way it started to bring fans of cars to come see a awesome movie series since The Fast And The Furious came to the box offices in 2001. I have seen all the Fast And The Furious movie and this throw The third movie in the series out the window. The action and cars in Fast & Furious are much improve and kick butt beyond that. The Story has more twist and turns then the others, Dominic is out for revenge and later by a now back in the F.B.I. Brain joins in undercover while trying to rebuild a old love with Mia who he loved in The Fast and the Furious. I like that the writers set up the story so well and make it where you never knew what happens next it just that good. All the cars are awesome from all kinds of Car companies such as GM, FORD, HONDA, TOYOTA, DODGE, and so forth. They really took the Furious and put it into Fast & Furious. If you have not seen this movie yet you must see it it helps rebuild the series and I hope we get another Fast & Furious movie soon enough because this movie helps the movie survive I give Fast & Furious a 9 out of ten A lot has chance, You're right",Terryfan,2009-04-05,2009
46,10.0,Awesome Movie!,"I came through here before i watched this movie, didn't really help me so i went and watched it anyway as i liked all the other parts, I say Awesome come back! this movie was full of action, chicks weren't too bad, the story line was sad but revved Vin up so in the end was all worth the watch and the $10 i paid!...if you're contemplating on weather to see it i say go for it!!! you wont be disappointed! you will tell by the end if there will be another part. I think if you're fan of Fast and the Furious you will not be disappointed at all! I love this movie and when it is out for sale i am going to buy all four parts for my collection.I hope this helps you all and Enjoy!",Chana77,2009-04-05,2009
47,8.0,Strong sequel in a great movie series!,"Fast & Furious shows originality far beyond it's title, enough to put it on top of the series with the first. 2F2F was a decent sequel, but definitely was not an ending point. TD was funny, entertaining, and gripping, but once again was not a good ending point for the series. F&F was a GREAT addition to the series. Enough girls, plenty of fast cars, some good one-liners, good action, awesome driving, great stunts, and an awesome cast. This one had more than enough badass-ery to satisfy me. Overall, I went in expecting something like TD, but came out amazed. Any fan of the series will absolutely love F&F! Some gripes: 1) I was disappointed Han didn't have more of a role, I really liked his style in Tokyo Drift. 2) The GPS-Nav thing added nothing to the movie, it was just some stupid Hollywood cheese that had wayyy too much of a part in the movie. 3) During the race-in, Brian was driving parallel to Dom on the dirt road, then at the end of the road he drove down the embankment to catch up with Dom.... WTF?!??!?! That was a PRIME moment to do an epic jump. 4) I thought Lil Wayne had a cameo.....",Bigbadboy701,2009-04-05,2009
48,6.0,Too serious.......,"I got a chance to see the new ""Fast & Furious"" movie this weekend. I gotta say I was expecting a huge blockbuster movie filled with fun and action much like its predecessors. Unfortunately I may have set the bar too high as I was thoroughly disappointed. I have been a huge fan of the ""Fast & Furious"" series for years as they are great for the purpose they were made for: To entertain. I felt that this newest installment took it self a bit too seriously and that it could have used a lot more ""fun"". The feel of the movie was a bit awkward as the cast has not worked together in almost 8 years. It was as if they were uncomfortable coming together again. What I also did not understand is where part 2 fit into this whole equation. It was as if the producers dusted off part 2 as if it never existed. I did like how they linked this movie to part 3(Tokyo Drift) however, as it is my favorite in the series. Overall I would have to give this movie a 6/10. It would probably be lower if I was not a fan of the series and actually cared to see what has happened with it's characters.",xjeffreyxnothing-1,2009-04-06,2009
49,8.0,Thank You,"The Fast and the Furious: I liked it, first of its kind.2 Fast 2 Furious: Good sequel with Paul and Tyrese but no Vin and it was not the direct sequel that carried on from the first.Tokyo Drift: Was the unwanted third instalment that had Bow Wow and took place in densely populated Tokyo which frankly is not the place for an American action film. Fast and Furious: That should have been in Tokyo drifts spot. I find it the best in the series. The story is stronger, the whips have much more torque, the girls are freakier and they managed to get the location right this time.This was the sequel that really tore it up.",arnieiam,2009-04-06,2009
50,6.0,More the same!,"More the same. Lots of eye candy both human and auto in this film. A thin formulated by the numbers script. However the stunts were OK . Paul Walker saves this movie. Paul Waler is a good actor. However Paul always play in b movies. Maybe, Paul should do b horror movies for a career change. If one includes Walkers acting and the stunts The Fast and Furious, is it four or five, is entertaining. My wife like the movie. However I found the movie just OK; A movie rental night film. I give The Fast and the Furious a six out of ten. I hope the producers of The Fast and the Furious do not make a part six or seven. Enough already.",mm-39,2009-04-06,2009
51,6.0,Entertaining,"There is no doubt that the first half of the film is the best of the movie which involve 2 great action sequences, one at the beginning in the highway that one could watch a small part in the movie's trailer and the other it's a race at night in the city's streets in the middle of the traffic, after the latter sequence the movie diminish a lot in its quality until the end. I think this film deserves 6.5 stars, even though I have to say that it was much better of what I expected.Dominic and Brian meet again and join forces, the first one to get revenge for losing a very close person and the other to catch the boss of a drug mafia ......6.5 stars = regular +",butchfilms,2009-04-06,2009
52,7.0,Highly entertaining,"For the people who don't like the F&F series: Don't go watch it, because everything that makes you don't like this movie is in it. But on the other side, for all of you who are a fans of the series: this is a must see, because everything that makes you like this movie is in it. Fast cars, trusted characters and needless to say, a lot of action. The plot isn't the strongest aspect of this film, neither is the level of acting. But I get the feeling the creators of the movie didn't want it to be strong, compelling, innovating or confronting. 'Just sit back and enjoy the ride'. And if you let the movie take control of you, it will be a crazy one.Me, being a fan of the series, liked this movie a lot. Therefore I give it a 7/10. But don't go look for a good story or great acting work.",woutfontane,2009-04-06,2009
53,9.0,Fast and Furious,"Hi all: Fast and Furious was very well written, it had great acting and stunts, and just very well done as a whole. It places itself as the third movie in the story and moves Tokyo Drift to the fourth movie in the story. If you remember the last of Tokyo Drift, and what was said - you'll understand.The only thing I found wrong with the movie was one big blooper at the very end of the show - when you watch Fast and Furious, you'll clearly see what I mean.This movie offers a lot of America muscle with import, and I wouldn't be surprised if a video game comes out. Vin is back 100%, just as you remember him from the beginning of his career. Like in the other shows, many beautiful cars get destroyed.",thanna-1,2009-04-06,2009
54,5.0,Fasten your seatbelts.,"The latest installment in the high-energy Fast and Furious brings back the original cast to the franchise that made them stars. The result - the strategy paid off, this outing is the best of the sequels, and I find myself wondering whether this is the best F&F movie. It's a good, VERY solid, no-holds-barred action movie.While the plot may be a slight rehash of 2 Fast 2 Furious, it's (mostly) the cars who steal the scene here. Like most of it's predecessors, the cars move through busy streets and off-roads like a hip-hop dancer. Let the cars do the talking, I say. The producers thought it would be a good idea to bring Justin Lin back on board as director after Tokyo Drift, up until now the most carefully shot of the franchise. Well, his kinetic and lively direction paid off, and he's an action director to look out in the future. The cinematography is wide in scope and the editing rarely at times feels rushed and pulls you into the film without force. The music from Brian Tyler (again from Tokyo Drift), also fits the moments. There is a number of action sequences, and while some may find the number of actual illegal street races little (one, in fact) disappointing, fear not, as the other action scenes with cars in them more than make up for it, especially the final action sequences. There are obvious moments of CGI, though, but Lin and his crew pull it off in a way it makes it enjoyable.Most of the actors, for most of the time, do NOT out-act the cars. In fact one returning star's character is underused and another's wasted. But the two REAL leads steal the show (barely) from the automobiles, namely Vin Diesel as Dominic Toretto. Since he's producer as well, he makes sure when the cameras are on him, they show his X-factor potential to the fullest. What made Diesel into a bankable action hero is proved here, he has a tough body, a macho voice, and a charming personality to boot. This, is his TRUE comeback to mainstream action after the laughably inept Babylon A.D. Fans of Diesel would be glad to know he's back kicking a lot of ass in the film. It's almost ""The Vin Diesel Kicks Ass Show"". The other actor almost stealing the limelight is Paul Walker, the other lead, who seems to be more aggressive in his role as Brian O' Connor. Who could blame him? The first F&F was meant to make him into a bona-fide star, Vin Diesel stole the limelight from him. This is evident in his post F&F movies (Running Scared (2006), anyone?). Anyway having Vin & Paul back together makes all the difference, as they portray characters in which anyone can root for.So for a fast paced, popcorn munching good time, , buckle up and hang on for a Universal thrill ride. What the story lacks, it more than makes up with it's cast, it's action, and most importantly, it's cars. Girls, cars, and bling, oh my! It's the best of the sequels, and it may be the best in the series.Entertainment value: 9/10Overall: 6.5/10",dvc5159,2009-04-07,2009
55,10.0,a total trip,"I have seen all the previous movies, and I absolutely loved the first movie. I admit it, I really wanted to be able to drive like that. I watched the two sequels, only too fast too furious stuck out due to the good music. Tokyo drift just didn't cut it, it wasn't ""fast and furious"" by any standard. it was nice to see that most of the original cast was back, they seemed to be right back in the roles that i had come to love in the original! my roommate and i went to the theater with very anxiously, even though we had both seen the trailers. the opening bit was AMAZING!!! i was literally sitting on the edge of my seat. both my roommate and I were so wrapped up in the movie we were dancing to the beats while still sitting! despite our apprehensions going into the movie we walked out with our minds blown! it was that good. the cars, the men, the driving, the little bit of romance and the awesome ramming scene.if you ever were looking for a good time, even if only for 2 hours, this is your ticket. great movie, go see it!! 10 out of 10!!",beccakwalsh13,2009-04-07,2009
56,4.0,Disappointing,"I'm sorry but this film was a huge let down... The plot was lacking and not very original (catch a drug cartel guy...again). It was great seeing Vin Deisel back in the movie but overall the movie was missing the biggest thing that these movies are about, COOL CARS!! The only decent cars in the entire movie are the ones that Dom's sister drives, Dom's dad's car and one that is is shown driven twice my a supporting actor. I feel they went the completely wrong direction with this movie and forgot about what we all go to see Fast & the Furious films for, sick cars and action packed racing. Hopefully they will come out with another one when they have remembered what the movies became famous for. I would not recommend paying to see this in theaters, this is definitely one to rent when it comes out on video and only if you feel like spending a few bucks to see the Vin Deisel/ Paul Walker combination back in action.",RockyReed,2009-04-08,2009
57,4.0,Lives Up To Its Name,"If your taste in film runs to car chases and blood than Fast & Furious will more than live up to its title. The special effects do somewhat make up for a story that had its origins in another film with the same protagonists in 2001. I suppose you will have to have seen that film to understand what's going on here.Vin Diesel as a career criminal and Paul Walker as the LAPD officer working with the FBI to nail Diesel are back again, picking up where they left off. Some really bad blood happened as Walker in the previous film got intimate with Diesel's sister Jordana Brewster. Now however both are after the same man, a criminal kingpin of mysterious origins who has killed Diesel's sister, Michelle Rodriguez.They both go undercover so to speak each not giving the other's game away. These facts are divulged in those precious few moments between car chases, fights, and shootings which come in abundance.Nothing terribly new here, but the ending is absolutely ludicrous, no way Paul Walker trashes his whole career for what he does.",bkoganbing,2009-04-08,2009
58,3.0,Definitely Disappointing,"Well, where to begin.... As it might have occurred to you that after seeing a movie you head straight to the toilet in the theatre where people are gathering and waiting in lines, exchanging thoughts about the movie. Actually this time the line was quite long and everybody kept saying the same things. Why do studios always have to make a bad sequel to a great movie (FNF 1)? They wanted to get paid again and again and again? Well, this time the story is over because nobody will want to see the next sequel. I always say to my friends that i can write a better script than this while i am in the bathroom for 5 minutes, and yes, with a cast like this the story should have been MUCH MORE enjoyable, action packed, where the director does not let you breathe (like in the first FNF). Come on, this movie is about cars, the director did not have the first idea about new models (okay, there was one), but that's not even the point. The story should have been! And the characters should have been! Emotions should have been! The movie is all about grief from the beginning, which does not pay well in my opinion. The audience left the theatre without the adrenalin they have paid for, unsatisfied. And in this dangerous financial times it is a huge mistake! The movie has grossed a lot, okay. Because people want to see it with their own eyes that the movie which was great once, went down the gutter, otherwise they won't believe it. Go ahead and watch it, just for the sake of disappointment. If anyone is sorry, I am, believe me.",jammyn,2009-04-08,2009
59,5.0,Disappointing,"I expected big things from this movie, especially with the poster showing all the original movie cast and the exciting trailer. But disappointing is the exact word that describes this movie for me.The story has never been a strong point of the Fast & the Furious series. Well, neither is the acting for that matter. What is most important is the good amount of orgasmic cars and adrenaline pumping racing on show! But the director probably thought they'd try and give the series a new look. Bad idea.Here's why. The story, if you look closely enough, is littered with loopholes and while that is generally overlooked in a F&F movie, it can't be when it is being given a lot of importance. Vin Diesel probably has just two expressions in his repertoire, and he used them to the fullest in this movie, especially when he was in the emotional scenes.Coming to the action. This is where a F&F movie redeems itself. But sadly there is only ONE proper race in this movie, and 3 other action sequences with cars. Which is disappointing to say the least! When people think about this series, its all about the cars and the racing. But apparently it wasn't for this movie. Even Paul Walker's good guy-tough cop routine couldn't save this movie.I'm a big fan of the series, and if this movie wouldn't have had the cast, then I would have rated it below Tokyo Drift. But it manages JUST enough to better the previous installment. If this would have been some other movie and not a F&F sequel, I probably would have rated it higher. But since it is, I give it 5/10.",sahil-ganguly,2009-04-08,2009
60,7.0,Hollywood Trademark,"As expected from a Hollywood movie in general and the makers of The and Furious in particular this time, the ""bad guy"" is traditionally a perfect Christian ... bravo Hollywood, NEVER miss an opportunity to insult a religion especially one that is defenseless in the Media of the USA, Canada, most of Europe ........ , imagine if they made the ""BAD GUY"" a Muslim or if they committed the ultimate Hollywood blasphemy of making him a good Zionist Jew, what would the Media have done with the makers, probably lead to a ban of the movie, IF it had not been killed in production the Hollywood likes of those movies are countless if you should really look, not just 1 or 2. And to the people who were trained to think that I'm a racist and Anti-Semite etc ... , I tell them that a my Jewish friends agree with me , as for myself, I'm a Semite, and NO, NOT ALL SEMITES ARE JEWS Islamic Terrorists have more respect for other people's religions than Hollywood Terrorists, and that you are receiving from someone LIVING in the middle east , not watching it through finely filtered news, WAKE UP !!!",tskyhopper,2009-04-09,2009
61,9.0,FF 2.5 - the best in the series.,"Though I was extremely excited about this movie coming out, I honestly it would be somewhat disappointing. But I was very surprised. I absolutely loved how they integrated things from the first movie into it; the old house, the old car, even Dom's cross and leather jacket. It basically brought in things from the first and third movie which is great because the second one was crap, in my opinion. This movie was a lot more emotional and serious compared to the others. Vin Diesel did a fantastic job playing the broken-hearted hero with the tough macho exterior. You could really feel his pain. It was better, I think, than his character in 'A Man Apart' in which he was also seeking revenge. I would have really liked to see more of Michelle Rodriguez, though, just so the four main characters could actually be reunited again. And it would have been nice to see more of Sung Kang. He was basically in it for five minutes, said something about Tokyo and then he was gone. They should have delved more into the history that was touched on in Tokyo Drift. The cars used in this one were also great. But like I said before, it feels like this sequel was more concerned with the plot and emotions involved rather than just the action - not to say that the action sequences didn't make me jump a little. The only thing I would complain about is the ending. It was a nice concept because it echoed the beginning, but it left me with the feeling that nothing was solved in the movie because it put them all right back where they started. Overall: great plot, explosive action, hot boys and hot cars - I give this movie 9 out of 10. :)",n_retandy,2009-04-09,2009
62,8.0,Not much fast but its entertaining,First of all to start with this movie its nice to have a sequel like this actually before going to movie i thought that movie will go of the roofs as many sequels gone but its a far better sequel then other and to come into the movie its once again the movie has some fine cars and babes as well and it has some fine rides too but movie should have more fast suiting to the title and it even lacks in the middle of the movie and on the way coming to the story of the movie it should have been a new one but anyway the visuals are entertaining from first to last and the soundtracks are also fineSO finally every one can have nice moment to watch this movie and enjoy the movie today itself,surendranath,2009-04-09,2009
