Rating,Title,Content,Author Name,Date,Year
10.0,"Opening Boring, But Rest Awesome","I saw this movie in theaters recently and I highly recommend it. Though the opening makes the movie seem cheesy and boring (it doesn't open with a race as usual, but instead with high school kids walking through a metal detector), after the beginning, it is awesome. I would recommend watching it in a theater with friends, and maybe even buying it when it comes out on DVD. It is definitely worth the money, delivering the same levels of excitement as the first two movies. All the actors are new to this series, but they are excellent actors (and pretty darn cute!). Japanese culture is presented very well, with the girls wearing the latest trends, using the latest Japanese music, and even accurately representing small things, such as school dress codes. The surprise cameo at the end (not telling who!) makes the movie all he more interesting and leaves you wanting to see more.",peacebe_dajourney,2006-06-20,2006
1.0,May have spoilers but who cares this movie blows.,"Coming into the theater I had no hope for this movie. The first 2 were horrible and I was dragged to see this one. There are two ways to portray this movie, 1: as a joke, or 2: ""awesome"". People who do not understand what makes a ""good"" movie will love this film. First off, acting yes, was horrible from the beginning and especially to the end. Second problem, the ""culture"" of the Japanese. Nobody in Japan cares about drifting, except for those fisherman of course, and not every teenage girl is a skank in a short skirt looking for ""awesome"" drifters. The plot was ridiculous, completely predictable. Hmm, love story with an outsider, dad gets involved with drifting, and o yeah someone dies. When Lucas Black's Japanese friend crashes his car, why did the car blow up? Was he carrying C-4 with him? The drifting scenes looked like they came right out of Need For Speed Underground, but without the point total on top. If you see this movie, at least get someone else to pay for you or just do not go at all. For the people that liked/loved this movie, they need to watch what a real movie is such as Fight Club, Reservoir Dogs, V for Vendetta, or Pulp Fiction.",Lgmsbroncs07,2006-06-20,2006
1.0,Utterly worthless waste of time and money,"TFATF is THE most pointless and artistically redundant franchise in history! The first, which was a total piece of crap, gave way to a tepid, moronic sequel and now, after three years of peace and quiet we are punished with Tokyo Drift. The most American Japan you will ever see in a film! Although there is even less of a story than the other two (if that's possible) it is still a carbon copy of its predecessors and offers absolutely nothing new. The characters are crap! The action is lame, soulless, overcut and PG13-friendly and is obviously 'inspired' by hours and hours of endless Playstation.The only reason I went to see this turkey is because I LOVE Japanese girls. But, like I said, this is the most American Japan you will ever see, so there is hardly any of them at all. And all Japanese girls are shot from behind so you can't actually see that they're Japanese. Whether or not this is because they are just LA girls masquerading as Japanese Girls or it's because Universal didn't want to alienate American audiences I don't know. But if you're expecting anything remotely resembling a culture clash then ditch that preconception. I guess that kind of thing would be too difficult for the writers of this trash to muster. And how the hell does hillbilly main character Sean Boswell master the Japanese language in a few days? It's no secret that TFATF films operate on a declining scale. And, forgive me for sounding like a fuddy-duddy, I feel that they send the wrong message to the wrong generation.Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes. Speed gets you babes.The film is even less subtle than the above paragraph. Despite the disclaimer at the end, warning naive audience members of the dangers of such driving (such people cannot read anyway and left as soon as the screen went black) I must point out that too many impressionable kids forget this is just a stupid fantasy movie. A dumb disclaimer at the end isn't enough to dissuade them from trying all the crap that is featured in this movie.But that is to be expected from lowest-possible-common-denominator garbage.",CuriosityKilledShawn,2006-06-20,2006
9.0,Definite Improvement Over the First Two Films,"Being an automotive enthusiast, (and a movie buff) for over 10 years now, I've always been one of the first in line to see the F and F movies when they came out. This movie was no exception. However, after being disappointed with the first two films, I didn't expect much from this third installment. The first two films satisfied my need for hot cars, women, and so-so action scenes, but I felt that the acting, dialog, and story lines were very thin and boring. F and F Tokyo Drift was much better than I had anticipated. It seems that the director (Justin Lin) actually concentrated more on the acting skill of the actors and dramatic aspects of the film, than he did on showing off the cars. That's where the first two installments fell short. It was also great to see the drift culture in this film, in addition to the show and drag-race culture that we were exposed to in the first two films. I've never been to Japan, but from what I have experienced in the U.S., I felt that the film did a pretty good job of depicting the key elements of the drift culture to the audience. Of course there were a few of the usual over-the-top stunts and scenes, but it's to be expected in a Hollywood picture. If it were exactly true to life, it would just be a documentary. Overall, I was pleasantly surprised and entertained, and I think that if you even somewhat enjoyed the first two, you will definitely love F and F Tokyo Drift. Even if you're not into cars and/or the whole tuner culture, the movie is still entertaining and a fun ride.",dchampagne-2,2006-06-20,2006
10.0,Maybe Best One So Far!,"This movie is SO good. All the actors, even though most not being actually Japanese really played their parts well. The cars were really cool. There was humor in the movie which is always good. The movie also has depth. And the new actress playing Neela is SO pretty.Apart from maybe one or two scenes where the depiction of underground Japanese society seems inaccurate (I wouldn't know, just seemed more like American society), I really really liked the movie!! My boyfriend even said that it may even be better than the first two.I recommend this movie to seriously anyone who likes cars, who likes seeing pretty chicks, who gets adrenaline rush from racing and whoever just wants to watch a seriously awesome movie. =P",k4j_4eva,2006-06-20,2006
7.0,Fast Furious Tokyo Drift,"Let me start out by saying ""why god why did you let the second movie in this series happen"". Paul ""douchebag"" Walker's acting in both of the first two movies was on par with the acting skills of a retarded kitten on mescaline. The first movie was made by Vin Diesel alone. The second movie was dead in the water when Vin Deisel left, killed by Paul Walker, but Tyrese and Ludicrous were the nails in the coffin. Needless to say, I formed a discrimination against musicians in movies. (Mos Def in anything*) But in Tokyo Drift, Lil Bow-Wow was surprisingly good in his role as Twinkie, although several gay jokes always followed his name being said. I'm glad to say that, although Lucas Black left something to be desired, like more emotion, his southern drawl is fitting for the farm boy classic American aspect of the main character. There are a HELL of a lot of Japanese people in this movie. NOT racist, just sayin. After all, it IS Japan... If you've never seen drifting and you like cars go see this movie. When this movie comes out on DVD I will be buying it and adding it to my collection. Many people may disagree with me because of a thin plot, etc but this movie strikes a place in my heart that loves drifting. And calling Lil Bow Wow twink. The Fast and the Furious; Tokyo Drift gets: 6/10 for creativity. 3/10 for romance. 9/10 for racing sequences. 10/10 for having a 25 year old play a high schooler(Zachary Ty Bryan).total 7/10 * Coincidentally mos def does a song on the soundtrack. I recommend bringing earplugs.",koffeekan,2006-06-20,2006
10.0,It was H O T,"The movie was great. Although I do think that it was kind of loosely based on a bad attitude Initial D movie. But all in all it was definitely the best Fast and The Furious movie compared to it's predecessors. If Paramount is willing to make another one, they should definitely aim for something like this one. I was kind of getting sick and tired of the same Nitros powered vehicles / rims bigger than the door of their cars, and it's drivers wanting to just go straight and think that's the best. As humans (and street hood rat racers) we all know that ""in life"" it has it's path of ups and downs and lefts and rights, sharp curves, and hairpins or what not. Y'all should go check out this film. Was definitely worth it!",BPecson,2006-06-20,2006
8.0,"I was not supposed to like this movie, but...","Despite being the wrong demographic for this movie (over 25) I **loved** it. Nice job, Justin Lin. Imagine if MTV's ""Pimp My Ride"" and Sofia Coppola's ""Lost In Translation"" had a baby but they gave it up for adoption and it was brought up by Ridley Scott's ""Black Rain"" - well, that baby would grow up to be ""The F&TF Tokyo Drift"". It seems that I need to write ten lines of text to meet the submission guidelines for these reviews, but I've already said what I want to say about the movie. What ever happened to encouraging conciseness? OK then, here is a random haiku: In my dark kitchen / My laptop screen glows bright white / On TV, World Cup",ericfraser_sf,2006-06-21,2006
3.0,Is Vin Diesel the best part of this flick?,"No ... but his appearance is more disconcerting than seeing Donald Rumsfeld on Jon Stewart. It's a blatant teaser for the next F+F-Formula production, and his career side bet in case ‘Hannibal 2006’ doesn't pay off at the box office. The movie: absolute formula. ‘Characters dumb as a bag of rocks.’ Awful acting, ropey plot to kill time while waiting for the next hot cars and/or race-queen sequence. You might have 5 minutes of actual ‘drift racing’, but it's edited in that hyperkinetic MTV style so you won't really see anything... much less learn how to pay for $600+ sets of tires which last for mere minutes of use. The car action and incidental women are fine, but that shouldn't be enough for your movie ticket. You don't realize quite how far you've fallen until the sudden appearance of Diesel tells you it's time to leave the theatre air-conditioning; the movie's over and the ride was on *YOU*.",jginnane,2006-06-21,2006
5.0,"An average addition to the ""Fast and the furious"" franchise.","Not being a particularly ardent car-lover or fan of street racing at all, I didn't go into this movie with high hopes. Nevertheless, even for non-revheads like me there are enough enjoyable elements in this film to keep you from walking out. Some exhilarating car races, notable moments of humour and of course a veritable parade of attractive and underdressed women kept me entertained. The illogical storyline and numerous plot holes began to get annoying by the end; if the movie wasn't so long then this wouldn't have been as noticeable. Also, the Vin Diesel cameo was rather poorly played. Besides these admittedly minor gripes, there is a lot of fun to be had here - flashy cars, hot girls and a surprisingly competent Lil' Bow Wow in an amusing side-role.",reti_incarnate,2006-06-21,2006
3.0,This movie was awful,"How do the movie makers convince the money men to send them to a place like Tokoyo and totally destroy a tried and true action series like F&F with big $$. The hero, can't get out of his way in a US public school, is supposed to be casted as white trailer trash, but then speaks fluent Japanese and attends a private school, for what army brats, and has no issues??. Magically, has absolutely no problem with driving on the wrong side of the road(just turned 18), and is allowed to destroy what $80,000 in autos belonging to a guy he just met? Pluease, The damsel in distress has the sex appeal of a small rock ( and I love pretty girls in school uniforms) and we are supposed to believe that she would ever deal with a local thug(s) who make their money how exactly (everyone is drinking soda). This should have been a R rating with tremendously sexy Japanese Girls and ADULTS making all the bad decisions. What did we learn? That it is OK to destroy hundreds of thousands of newly constructed homes in the USA, thousands of dollars worth of cars, with absolutely NO ramifications?. Oh yeah, and that you have to do fish tails around young Japaneses girls in their own hot cars to Just get their phone Number. TOO shallow, Too Unbelievable, and TOO typical a climax to the Movie. Daddy bails out misfit son, by just happening to have a old hot rod frame. I left as soon as Dad's garage opened up.",pfdoiron,2006-06-21,2006
8.0,Surprised,"I wandered into the theater to see Tokyo Drift as a time killer. Being a lover of all things Asian, I wasn't expecting much, but to my surprise, I really enjoyed the film. I had seen the original Fast and the Furious and found it passable entertainment and really didn't expect much from a second sequel, but this film really has heart, perhaps due to the many female production people listed in the credits.Lucas Black is Sean Boswell,a teen-aged racing fanatic who finds himself banished to the care of his father in Tokyo, Japan when his luck runs out with the law at home. Trying to fit into an alien culture, Sean finds himself falling into the illegal racing culture. A bad race lands him in servitude to a top racer who becomes a mentor. With a new girlfriend things are going well for Sean except that Han, his mentor is partners with a low level Yakuza underling who holds sway over his girlfriend Neela. Betrayal leads to murder and revenge culminating in a final nighttime race down a mountainside.While not a great script, the story held my attention throughout. Indeed, some of the Japanese school scenes suggest interesting possibilities for an entirely separate film. This is not a film about acting, but Lucas Black holds his own against the lovingly photographed cars. The other local performers all did well and as usual the Asian with blond hair is always a bad guy and why couldn't a Japanese actress be found to play the love interest?",Mark-129,2006-06-21,2006
8.0,Stylish and exciting,"I was pleasantly surprised when i saw ""fast and the furious"" today. After a lackluster effort in the second movie, a new energy was injected into the series with ""Tokyo Drift"" I found that in ""2 Fast 2 Furious"" the people involved in creating the movie were scared of smashing up the cars too much. In races people would not bump into other cars, but would rather sit behind them trying to be menacing. The action also seemed to occur off the racecourse, instead of on, which is more characteristic of car movies.But enough of ""2 Fast 2 Furious"". On to ""Tokyo Drift"". This movie has just nothing to the previous movies in the series apart from racing and a cameo at the end of the movie. Many people will know that no characters from the last movie have been carried over into ""Tokyo Drift"". Instead of having a cop, the new main character is from the other side of the tracks and very early in the film it is established that he has a history of reckless driving.Don't expect too much from the storyline, it's very linear. There aren't any real big shocks. But this simplicity isn't important. What hooks you in is the style it is done with. The races are all exciting, even when you know who will win - as is the case with a race early in the film. Of course, as this film is all about drifting, there is an added danger. Car damage is dealt out constantly. There isn't many car scenes where all the cars come out clean. This is where ""Tokyo Drift"" excels - dirty and uncompromising racing. Whenever there is the chance cars clash, either to spin out the opponent, or knock them into a wall or even off a cliff.I recommend that people take a couple hours out of their day to sit back, relax and enjoy ""Tokyo Drift""",this_is_gibbo,2006-06-21,2006
6.0,It's about time..,"When I first watched The Fast and The Furious in 2001. I thought a sequel to it would surely screw up. Sure enough, 2F2F came out, and I was right. I first thought, a third movie would completely ruin the franchise..Oh how wrong I am. This movie is jam packed with action from start to finish, and has little comedic moments thrown in. I was on the edge of my seat, and was shaking. At the last race, and at the end, my heart was beating like crazy. Tokyo Drift is the only TFTF movie that actually captured the import scene correctly. The first two were too Hollywood. This one has a new face, Sean Boswell(Played by Lucas Black), and he doesn't disappoint. When hes caught for destroying property, and street racing, he is sent to Tokyo, Japan to live with his father, who was in the military. He meets Twinkie(Played by Bow Wow) who links him into the world of underground racing, where a new form of racing called drifting (think of it as, turning..with style). Overall. I give The Fast and The Furious:Tokyo Drift a total of 10 out of 10. It made my heart beat, pulled me to the edge of my seat, and never bored me. Justin Lin is a king.",Raj9096,2006-06-21,2006
5.0,Ehhhh,This movie was not good not bad it was kinda boring watching it because it was the same thing over and over not much to say not worth the admission. If i was you i would tell your buddies unless they are hardcore car freaks or Fast and the Furious fans to just wait for this flop to hit DVD. The plot of the movie just was horrific if you ask me i mean this kid how old is he supposed to be in the first place? 27 34 18? I could not tell i mean he did not look like he belonged in a high school to me. The moves some of the guys pulled in these cars were so unreal that it made me want to puke i ask this with a lot of movies though have they heard of gravity?,skcussihtedud-1,2006-06-21,2006
7.0,High-octane direction makes it entertaining,"Shawn is a young delinquent with a habit of getting in trouble due to his driving habits. His latest offense has him going to Tokyo to avoid jail time. It isn't long before he meets up with the car culture there and gets an embarrassing taste of drift racing by losing to a local champ who also has connections with the Yakuza. Soon Shawn is drawn into the underground world and a predictable, but stylish summer-fare ensues.The story here is one you've either seen before or will comfortably predict. Also, when going to see a second sequel to a franchise that is all about cars, what can you really expect? Nothing too spectacular on either story or action side of the film, but this is a surprising strong entry to a series, seeing that it is number 3 of course.The acting is decent with the clichés not being to overplayed or outrunning themselves, but rather just acting as connective tissue for the film's main event - the breakneck racing scenes. Which is exactly what the first film didn't quite reach and what the horrible second film in this franchise seriously lacked. The racing scenes here are possibly the best in the F&F franchise with a high octane direction that makes them very exciting to watch. They incorporate a lot of interesting shots - both CGI and real-life - mix it in with slow motion and all sorts of pans, which is then topped of with some frenetic editing and a hard rockin' soundtrack. That makes for some good fast- paced summer fun. 7/10Rated PG-13: violence, frenetic action, and some profanity",BroadswordCallinDannyBoy,2006-06-21,2006
4.0,movie in two words- Tokyo and drift,"This movie was brutally average, and it seemed that the film makers wanted to accomplish two things. First was to make a movie in Japan. The other was to make a movie with expensive cars doing maneuvers not filmed before. The result of which was a movie mad with excellent visuals and fast paced action and the story was badly hurt by it. So much emphasis on making a cool looking movie that every one seemed to forget about the story. And there was good potential for a phenomenal story but any where they could have made the story shine they failed. Characters that were important to the main character were left under developed. You cant blame the screenwriter, but I haven't seen the script so maybe you can. And important plot points were nulled over and passed off just to get to the racing. But all in all the movie wasn't terrible or a complete loss, everything that made the movie bad can easily be corrected with another sequel. Which I am sure that Hollywood wouldn't have a problem with, it means more money for them.",garysbass,2006-06-22,2006
9.0,Lived up to the purpose of its inception and then some.,"In a 2-day time span, I saw this movie and The Break-up, and I'm glad this one the vote for the one we saw first, even though I voted against it. I had lost faith in the series after 2 fast 2 furious, and was surprised that this one didn't take on the moniker 3 3rast 3 3rurious. The change of protagonist was a nice change, though the acting for his part could have been done better, and while the accent didn't get to me much, I found it rather amusing that most of the Asian actors had better enunciation than this one of the handful of Americans in the film. I went into this film expecting action, and action I received. From the first thrilling race against Zachery Ty Bryan in his daddy's Viper, to the final showdown against the very hate-able antagonist, and everything in between. I, like others, saw the first race, and thought ‘Okay, they can't POSSIBLY get any better than that!’ and was proved wrong as the protagonist comically smashed up a lent car. Speaking of smashed up cars, this had to be some of the best driving stunt work I've seen in a great long while. While a lot of the work was obviously CG, it was integrated so well that I barely noticed, and I'm working towards a B.A in Animation, so I have a better trained eye than most in noticing that sort of thing. My only major gripe was the midnight drift with the girl. It was extraneous, and, in my opinion, could have been cut. There are better ways for character development. I got something I didn't expect out of this movie as well. This elusive thing to most action flicks that we like to call ‘Plot’. While some of it was strained, I think that, considering the genre, they managed to put together a great plot. The idea was that the protagonist was an outcast automotive engineering student, who never fit in, except for racing. In his new So.Cal. Public School, complete with metal detectors, he gets into a squabble with the local football star, Zachary Ty Bryan over what all teenage boys fight over, a girl. Predictably, a race is chosen to decide this. After much destruction of property, he wins the race, but loses as his car flips, in what I think is one of the best uses of slow-mo since The Matrix. Afterwards, at the police precinct, he is in big trouble, and his mother bails him out in *ahem* unknown ways. His mother, presumably tired of moving every time her son gets into trouble (it's never said, but I believe it's a reasonable assumption), he is sent to Tokyo to live with his estranged Navy father. It is there that he gets involved in the underground world of Drifting, and proceeds to wreck up cars and get babes, and everything else. He manages to get into another fight about another girl, but this time with a guy who's Yakuza (Japanese mob for those less educated or who haven't seen this movie), or at least has Yakuza ties, and thus is more dangerous to mess with. This guy, known only as DK, becomes the source for much strife (obviously, as he's the main antagonist), eventually leading to the final race, involving my favorite car ever. I'm trying my best to leave out big spoilers here, so I won't give away the very end of it. All in all, this movie was an excellent film to see with friends. The adrenaline rush was so great through the movie, and the cars, as a side note, weren't the outrageous things from the first two. No neon under glow, and spoilers half the size of the car (maybe these tuner kids will stop blocking my view with them now), and the cars with spoilers actually needed spoilers (Honda Civics with spoilers always make me laugh). One thing to remember, though, is that it is an action movie, after all is said and done. It wasn't really created to portray a message, or do anything other than entertain. If you look too deep at this movie, you will be invariably disappointed. There's not much beyond face value to the movie, but it will be enjoyable if you take it as such.",terulian_maveric,2006-06-22,2006
6.0,The Cars do the talking.,"The Fast and the Furious: Tokyo Drift Directed by Justin Lin Starring: Mitsubishi Evo 9, Nissan Silva, Ford Mustang, RX 7, Toyota Chaser, Lucas Black, Bow Wow, Nathalie Kelly, Sung Kang, Sonny ChibaI think the Mitsubishi should get a best actor nomination for next year's Oscars.Nice cars. Nice music. Nice bodies. Nice cityscape.Brainless story. But that's what I watched it for, to have my brains parked outside the cinema and let the brainlessness drive me through a two hour entertainment.The RX7 has more expression than all the actors.C - Because it served its purpose in entertaining me with awesome drifts, over-sized exhaust pipes, and kick butt photography for a car racing film.",superratty-tmy,2006-06-22,2006
1.0,very disappointed,"after i saw this movie tonight, i was very disappointed. frist of all mistakes, pick some koreans to play Japanese-locals roles, i mean come on...this is a Japanese based film, you can do better than that. second, those hot girls look like they're Japanese blended Americans/mild Japanese styled LA girls. third, this movie's camera movements and film editing really makes the previous two better. it has too much camera vibration and rich segmanted sequence may make it look fast, but it also makes you feel dizzy for 1 min of action secquence . fourth, the story is crap, no point at all. if you wanna see LA girls again, wait till its DVD comes out so you can rewind it couple of times, otherwise, no need to waste your money in the theatre for this movie.",blacklude,2006-06-22,2006
1.0,"Somebody please, take my wife.","What a disappointment. Lin gets noticed by making one of the best films on teenage disillusionment I've seen in recent times and then he has to go and make two complete stinkers. I didn't think that he could possibly stoop any lower than Annapolis, but I was proved wrong. Tokyo Drift could possibly be the worst idea for a film that I've ever seen. Believe me, I'm not so naive as to think every film that gets made needs to be an award winner. There's a place for Blockbuster, tent-pole fare. But who in God's name wants to see another freaking F&F? Honestly? If you go and see this film and enjoy it. Please do us all a favor and pour nitric acid on your eyeballs. You might then be forgiven for actually giving this film props, because hey, who's gonna tell a blind guy off for liking a bad movie? Not I.Rodger Ebert, I'm so disappointed in you. Three stars?",john-996,2006-06-22,2006
6.0,Movie Review & Cultural Commentary,"So, I went to see The Fast & the Furious: Tokyo Drift on Monday night with my girl friends, partially cause I really wanted to see it and partially because it was a great escape from the sweltering heat. I'm not a huge fan of pimped out cars, but I am a fan of Justin Lin (Better Luck Tomorrow is AMAZING, and everyone should see it) and hot leading men. Although the movie isn't Casablanca or anything the Oscars committee needs to keep its eye on, for what it is, Justin Lin does a great job with the silly plot and worn-down franchise. The cinematography of the movie is something to be reckoned with. Lin takes advantage of his Tokyo location and incorporates it quite nicely into the film. During one of the race scenes, Lin purposefully takes the chase to a stand still as the car takes a sharp corner, and while the contrast between the bright, flickering Tokyo lights against the paused car creates an aesthetically pleasing and memorable image, it also reminds the audience of the stark differences between street racing in Japan versus in the United States. As depicted early on in the film, street racing in the States merely attests to the speed and power of a car, and in a land where Roosevelt reminded us to talk softly and carry a big stick, how is it surprising that Americans constantly feel the need to prove the existence of its balls, from the government's decision to invade Iraq all the way down to the debased form of street racing? However, Japanese culture feverishly pulses with both life, beauty, and, most importantly, control. It thrives on diversity, and its contradictions only enrichen it. Japan is a country where the mountains still resonate with the lives of vegetable farmers and long-gone Samurais, but, at the same time, it is also a country where the yen takes off at rocket speed and sets the ever-soaring standard in technology and fashion (Harajuku, yes?). Therefore, it's not surprisingly that even something as uncharacteristically uncouth as street racing also embodies the unusual amalgam of speed and control in the form of drifting- and Lin is very well aware of this. His mix of testosterone-heavy chase sequences intermingled with its decelerated moments celebrates both Lin's love for the fast pace Tokyo lifestyle and the country's eastern spiritual roots. Moreover, Lin's beautiful, soft camera work depicts the care and subtleness that drifting embraces as opposed to American racing where it's all gas and all adrenaline without the gentleness. And for a director to convey this cultural gap, in a moment in the midst of raw action no less, is a stroke of talent. And while the main lead oozes Southern charm with his crooked smile and drawl, the Asian male leads hold their own in comparison, especially Sung Kang, who also starred in Lin's shattering Better Luck Tomorrow debut. Among all the Asians in the film, Kang is the only one (that I know of at least) that speaks English fluently and as a first language. In casting Kang, Lin introduces a character that many Asian Americans can relate to, unlike the sushi chefs and calculus nerds that Asians most frequently portray. Kang plays the character Han, a mobster that sympathizes with army brat, Sean Boswell, as he tries to break into the homogeneous Japanese underground street-racing world. Han is foremost an American, and only then does he identify with his Asian heritage. Because of his own American status, Kang's character is able to understand and befriend Boswell, but, simultaneously, his Asian features open a door into the exclusive Japanese culture. Furthermore, while Asian characters in the media tend to be the villain or the wimp, Han is neither. Yes, Han engages in illegal activity, like the typical, one-dimensional bad guy, but his character endears the audience with his low-key dialogue and half-smile. At moments, Han appears almost reluctant to embed himself in further shady dealings, as when he explains to Boswell that he has enough money and not enough loyal friends, but at other moments, he soaks in the lifestyle of Cristal and fast cars. Kang's convincingly complex Han is enough that even if one isn't a competitive street racer and mafioso (as many are not, I hope), a casual movie go-er will relate to the character's duality, whether Asian or not. Or maybe I'm just reading too far into a boy movie.",nagolberry,2006-06-22,2006
10.0,Oh Yea!!!,"The Fast and The Furious:Tokyo Drift was by far the best Fast and the Furious installment made. It is packed with exciting race scenes and a good story. Although I found some parts to be a little corny, it had no effect on my overall enjoyment while watching this movie, and i never felt bored at any point in the movie. The action was accompanied by a great selection of music which added to the ""feel"" of the movie. If you have not seen this movie yet, I suggest going out and watching it ASAP. You can't go wrong with loud cars, lots of women, and good music. If you enjoyed the last couple parts of the series, I'm sure this one won't let you down. And if you do watch and don't like it, I think you might be crazy!!!",sethcooper06,2006-06-23,2006
9.0,Watch this movie!,"There's only one part of this movie I disagree with, but I don't want to spoil it at all, so you'll have to email me or something if you really want to know about that (phoenix_darkhawk@yahoo.com). Tight rides and tighter tracks, Very few sequels stand up to the original, but this one was probably the best of the trilogy. There was less focus on the appearance of the vehicles than the first two, more on the story, and better racing. The guest star at the very end is a nice touch too, for those who have liked the whole series. The acting is overall good, even though I rather disliked the heavy southern accent of the main character, he just sounded too much like a hick (and I'm from Oklahoma!). Seriously though, if you like good races, fast cars, and a good story, this is a must see movie.",phoenix_darkhawk,2006-06-23,2006
3.0,Slightly Entertaining Movie with bad actors and worst story,"This movie starts as expected and pretty entertaining, involving some street racing, and some 17yo who obviously doesn't fit in 'Sport America' and the whole high-school thing. I gotta say, from the first time I saw the main actor, and he going through the metal detectors, I tried to imagine he was going to an airport, then a university, even with cheerleaders, football teams and all the cliché that comes with movies presenting high schools, I thought that, because they casted a 23yo guy that looks like a 32yo, I'm still actually having trouble believing that the actor is only 23 years old. Sean 17 years old, played by Lucas Black, age 23, but looks 32, is the average American, with a slightly heavy, bad and annoying southern accent with a cowboy style goes to Tokyo after a race ends badly, there he meets with another bunch of 17yo who also look like in their late 20's, early 30's, and all have money, cars and lots of girls, including the main one, Neela, played by Nathalie Kelley, who obviously, gets disputed by both Sean, and his comic-book 'arch-villain' D.K.. The problem with the cast was with the choice for Sean and Neela, the first for being a bad actor and all of the reasons listed above, the latter because I think they injected her with so much botox, that except her mouth moving and eyes blinking and shedding some fake tears, you don't see any kind of facial expression whatsoever, the rest of the cast was good, even the Japanese playing the badly made character, D.K.. The story gets ridiculous from the minute Sean arrives in Tokyo, after school, he meets his demographically chosen friend and goes see the 'underground world of car racing', there he sees Neela again and from the start gets entangled in a love triangle involving the yakuza bad boy D.K., so, Sean challenges him for a race, oh wait, he doesn't have a car, no problem, some guy who never saw Sean before, or even knows his name, lends his 100k car, well, Sean trashes the car during the race, and that way, hey he made a new powerful friend, Han the Zen, all he did was trash his car. Anyway, some scenes of Sean learning how to drift happen, over and over and over and over and over again, some flirting with Neela, anyway, he end up winning a race from one of D.K.'s drivers, after that some news happen, Han is stealing from D.K., so some fighting ensues, Hans gets f-cked and then Sean decides to go talk with the Yakuza master of the region, D.K.'s uncle, he gives the uncle some money and propose some peaceful solution, a race between D.K. and Sean, nevermind that the fight was already over, Hans was dead and Sean had nothing to offer, or was any kind of threat to anyone, but hey, this is a sequel, so, 3 Fast and 3 Furious, some racing ensues with a predictable ending. One thing that was very enjoyable in this movie, was the street racing, those scenes were made in such a professional way, that one can only wish that the rest of the crew had the same competence, also those scenes remembered me a lot of Need for Speed, specially in the initial sequence, when some shortcut is taken, doesn't really try to distant itself when it puts some of the same soundtrack, which is also the only other positive point of the movie, of course, the producers had to ruin that also, the final street racing is by far the poorest, with all the curves looking the same, in the mountains, and some cellphones videos for some street racing fans. Any, this was a very bad movie, with a terrible story and even worst main cast, but with some decent supporting cast, good soundtrack and excellent street racing scenes, but I still don't recommend.",kok_warlock,2006-06-23,2006
8.0,Great entertainment! A great step up for the series.,"This movie RULES.I honestly don't understand the people who hated it. Yes, there is a good deal of very poor acting. Yes, the story is pretty stupid. Yes, everything about this movie is contrived... but honestly, are any of these surprising? Did we not expect this? The fact is, this movie stands head and shoulders above 2 Fast, 2 Furious. I do not believe that is an opinion. The acting is better, the story is better, the characters are more believable, the production value is FAR better... none of these are stellar by any means, but what you end up with is solid entertainment. As long as you know what you're looking at, you will laugh, whether they meant you to or not.I'm not sure if I enjoyed it more than the first F&F, but it's definitely a fun movie. Don't go looking for something believable, and don't expect a deep, involving story -- just go to be entertained, and I can almost guarantee you'll at least get a good laugh.There are definitely negatives, though. The acting is not good. Not awful, but not good. The female lead looks like Michael Jackson. I mean dog ugly. The plot is very simple, and not exactly involving.The positives, obviously, are the details. The races are certainly fun to watch; a LOT of the really stupid things (like, well, all the dialogue) can be really entertaining as long as you're not taking them seriously. There's a lot of idiocy that car people will catch and laugh at -- my knowledge of auto mechanics is mediocre, but I still got some great laughs out of this film. E-brake drifting in RWD cars... if you get it, you'll enjoy it.Overall... watch this movie to be entertained. I'm not disappointed; I'm glad I saw it on the big screen, and once it's out on DVD, I will definitely be obtaining a copy.7.5/10",etzool,2006-06-23,2006
10.0,Great... It's a fantastic movie...,"It's great... I saw it and I stoned....All the film make a 9+, but the end (I know I ruin the surprise) when Don (from part 1) appears... It's the best part I think (or for the moment :P) You must see it... :DI really hope there will be a next part...Cars, guns... Night life...PS: And for me I discovered a hidden message: No matter who, where from and what YOU are, you can make a change, you can make a difference...PSS: Excuse me if my English is a little bit rusty... Final message... Watch it... it makes you feel different.. Personal, I don't know why the movie has 5 at votes...",adyre2002,2006-06-23,2006
10.0,"Great movie still, even though its #3","I was expecting this movie to be bad because its the third fast and furious, but after watching it wow. I mean yea the acting wasn't that great but the scenes in this movie were among the best I've ever seen, not to mention very suspenseful. The only thing that i wondered was, putting a southern alabama boy as the main character..weird. The first one was great it had a great plot and story line, the second funny and good, and this one was pretty good as well.Hopefully when they make a 4th one they wont go down. I definitely recommend that everyone sees this movie and if your watching it at home don't ruin it by not having a good sound system",namsu22,2006-06-23,2006
