Rating,Title,Content,Author Name,Date,Year,Sentiment Overall,Negative Score,Neutral Score,Positive Score,Overall Percentage Score
7.0,Great car film,"I went into ""The Fast and the Furious"" knowing the acting and the plot wasn't going to be oscar worthy. I went into this film just for the pure action of fast cars. I was totally happy with the results of this film. This film had some of the best car chase/racing sequences I've ever seen. I loved the chase scenes in ""Bullit"",""French Connection"" and my favorite of all time, ""Ronin"". ""Fast and the Furious"" matches up pretty well with those great car sequences. If you like cars at all, you should think about seeing ""The Fast and the Furious"". It's just a fun summer film. Peace",gr3mta3,2001-06-24,2001,Positive,0.079,0.661,0.261,0.9766
8.0,The first bright spot this summer,"Sure, the movie's got it's problems....but what film doesn't?  This summer's been pretty weak so far, then comes this flick, which entertained me in pretty much every way possible.....Great looking cars, great looking girls, great racing sequences, great stuntwork, and Vin Diesel.  I hope this movie goes over big, and Vin works his way to the top.  He's just the coolest I've seen on screen this summer.  I found this film very exciting and very entertaining, and judging from the applause at the film's end, so did the rest of the audience....And I didn't see any crappy CGI, either....8/10",rutt13-1,2001-06-24,2001,Positive,0.023,0.66,0.317,0.989
7.932203389830510,very good movie,"i too heard rumors that the movie was really bad.  HOWEVER, what some people have to understand before they see the movie is that if you are NOT into cars, yeah - the movie will be bad.  just like any movie.  if you can't associate yourself with the movie - you won't like it.  however, i do a little street racing, and i loved the movie.  you have to be the type of person who likes this stuff - if not, you're going to say it's bad.  now then, ask anybody who likes racing if this is a good movie, and tell me what they say.some people also told me that the plot line lacked a little, but the action scenes made up for it.  this also is not true.  the plot was pretty good compared to other movies i've seen.  as in the section above, you have to be interested in this stuff to follow the whole movie.all in all, this was a good movie.  Vin Diesel played an excellent part in this movie.  ever since 'Pitch Black' was released - I've been waiting to see another movie with him in it.  All characters had a good roll actually. This movie will make you laugh as well as keep you entertained.  Very good movie.  I would have liked to have seen more races, but that's just me.  I give this movie two thumbs up.  :o)",darqueaynjil,2001-06-24,2001,Positive,0.045,0.742,0.213,0.9942
8.0,"Great movie, but...","I went in wanting to see this movie, and it delivered on everything I had hoped for.  It did have a reasonable plot, and what it was lacking for in plot it made up for in character development.  It had style and great actions scenes.  The story never got boring, and I stayed interested until the end.  I am sure that eveyone leaving the theater with me wanted to burn rubber as they drove home. (The difference being, I can, in 1st, 2nd, and 3rd!) What is lacking in this movie is any intelligent explanation of the science behind the speed.  Throughout the movie we learn 2 things.  1, nitrous makes a car go faster, and 2, you have to press the button at the right time.  I dont think I ever heard anyone in this movie mention the size of the engine for any of the cars raced.  Diesel, who again does a great job - contrary to those who assume big muscles mean no brains and automatically pan him - does give a top to bottom on his father's car, but it is never raced.  I guess we have to assume these are basically japanese compact cars that are painted nicely and mod'd out to the max, and that's the only reason they come close to matching the speed and power of classic street-rods. Still, I really would have liked there to have been more explanations of why Car A is faster than Car B, and known why Car B's driver needs to use his wits to win. Of course, the writers must have known, it doesnt really matter.",chase_pc,2001-06-24,2001,Positive,0.01,0.89,0.099,0.9741
7.932203389830510,I loved it...,"When I first saw the previews, I thought it sounded like another lousy car movie. The only reason I went is because I love movies and my brother and my cousins wanted to see it so I went along. I came out of the theater happy that I had gone in. I enjoyed the movie. The action is awesome, the actors were great, and the movie was overall fun. If you're into cars or you just want to go to a fun movie, this is a great one to go to. Don't over analyze it, it's just for entertainment.",Ferret_17,2001-06-24,2001,Positive,0.028,0.684,0.289,0.9864
7.932203389830510,"If you want Racing, it doesn't get any better than this!","I went to see the movie on the first day, with much, much anticipation. I walked in 15 minutes prior to start of the flick, and I could not find 2 seats together since I went with my brother. After 5 minutes of going through the theatre and sitting down, public relations announced that our show is sold out. What I came to realize, is that night that wasn't the only one. EVERY SINGLE SHOW FOR THE 3 DAY WEEKEND WAS SOLD OUT. Doesn't that tell you something? This will be the sleeper hit of this summer.The Fast and the Furious is a mix of adrenaline rushes, compelling racing story, and the overall ""good"" bad guy lead. Vin Diesel rocks as Dominic Toretto, the man of racing in L.A. I've seen everything Diesel has ever done, and every time he exceeded my expectations. Paul Walker is Brian O'Connor, the undercover cop trying to crack a truck-jacking case. I've seen Paul in a couple of flicks, and even though he's no great actor, I don't think I could imagine anyone else who could do it. These two and the rest of the cast are half of what makes this movie. The other half, is the cars, and the driving, which is downright terrific, Gone in 60 doesn't stand a chance. Overall, the movie made me jump in my seat,  speed up my heart beat, and I have to admit, cry. I came out of the show in complete awe, not for the acting, or the story, but for the overall content. I saw it all three weekend days, and must say, it only got better.If you're a fan of driving, cars, and great young actors, this is definitely a movie for you and I highly recommend it. Do not listen to all these big time critics like Ebert & Roeper. These guys aren't us, and can't tell us what we like. So finish reading this, get into your car, pick up your friends, and go see The Fast and the Furious. You won't regret it!!!",simont9,2001-06-24,2001,Positive,0.047,0.845,0.107,0.9719
10.0,This movie is filled with very spectacular stunts and it had a storyline..,"I loved this movie.  I went on the opening day the first showtime on the island and I came in it expecting only 2 great racing scenes, I was wrong.  This movie is filled with very spectacular stunts and it had a storyline that I could follow.  I recommend this movie to anyone who likes fast cars, fast women, and good action sequences.The only thing that Rob Cohen can work on is making endings better. Other than that I loved everything about this movie (especially Jordana Brewster ^_^)",junksk8er28,2001-06-24,2001,Positive,0.062,0.727,0.212,0.946
8.0,A genuinely great B movie,"..and I really mean that. I was very pleasantly surprised to find that its scorching visuals and enormous kinetic energy were backed up by a fine, sympathetic performance by imposing Vin Diesel and, overall, what I like to call ""a good heart"" --a film that isn't nihilistic and bitter at the core but has humanity and a sense of values. I had no trouble understanding why our cop hero, himself once in trouble with the law, slowly gravitated away from his chilly bosses and toward the vitality and warmth of the street racers' family unit, with its backyard picnics, protection of weaker members and strong internal loyalty.  I won't go into a lot about the plot, not because it doesn't have one but because you don't need to know: just know that if you get sick of movies where people do bad things for no reason, this one will make you feel better. And do NOT leave before the credits!",angelynx-2,2001-06-24,2001,Positive,0.099,0.642,0.259,0.9809
9.0,Pure adrenaline...what Gone in Sixty Seconds should have been...,"Going into this film you can't expect Academy Award winning performances, but this movie proved that Vin Diesel and Paul Walker have what it takes to lead a good stiff action flick...Gone in Sixty Seconds advertised like it was going to be a flick about car chases and fast driving, then we get like ten minutes of that through the whole of the movie...not Fast and Furious, we get it throughout the whole movie, a constant pump in the veins...with just enough storyline thrown in there to keep you wanting to see the next ten minutes of adrenaline...",geneticfreak3k,2001-06-24,2001,Positive,0.063,0.825,0.113,0.6783
10.0,Sweet as hell,I thought that the action was great.  It had a good story line not just fast cars.  The cars were very nice too.  I thought that the acting was very good.  The actor that played Dom was a very convincing character as well. Thought it was the best movie I have seen since Chariots of Fire.,foxxylady1117,2001-06-24,2001,Positive,0.032,0.632,0.336,0.9705
10.0,Those cars were incredible!,"Regardless of what pot shots people will take at the movie for its plot, you can't say you did not enough the action scenes. The movie actually had a decent plot combined with the cars makes it an awesome movie.",TBDK2113,2001-06-24,2001,Positive,0.0,0.905,0.095,0.6249
10.0,Incredible!,"Being a part of the import scene, I was extremely nervous about the release of ""The Fast and the Furious"".  Visions of riced-out Civic's running 7 second quarter miles danced through my nightmares for weeks on end.  We even went out and rented The Skulls (with Paul Walker) and Pitch Black (with Vin Diesel) just to see what the acting was going to be like.  We had already seen The Faculty, so we knew what a hotty Jordana Brewster was.You cannot imagine my relief on opening night, as we emerged from the theater.  IT WAS INCREDIBLE!  There were very few ridiculous antics to be seen anywhere in the film.  My beefs are as follows:Civics driving under big rigs.  Totally unrealistic.  But come on, this is Hollywood.  It looked cool, just let it go.They lead you to believe green non-turbo Eclipse is turbocharged.  Anyone associated with the industry knows all about that Eclipse.  It has been in magazines and is well documented.  The film makers even admit to the fact that it is a non-turbo, yet still proceed to tell you it IS turbocharged and even dubbed in blow-off valve noises when it shifts.  But again, its a MOVIE.  We have actors pretending to be things they are not, so what is the difference if they pretend the car is something its not.Paul Walker's acting.  From time to time in the movie, he really nails a line and conveys incredible amounts of emotion.  (Like the scene where he and Dom are eating lunch alone together)  But other times his delivery is just plain flat.  (Like where he offers up his pink slip to race)  If you just focus on the acting of Vin Diesel (which was just awesome) you should be able to overlook Paul Walker's short comings.They had to bring something illegal into it.  Well, apart from the fact that street racing is illegal in the first place, that is.  I am sure there is someone, somewhere, who street races and IS in fact a criminal.  But the way it is portrayed in this movie is just ridiculous.  But again, this is Hollywood we are talking about.  If there was nothing like that going on, there would be no plot.  Just be happy its not drugs.Nitrous Oxide was over used.  Especially on turbocharged cars.  Anyone who has ever tuned a turbocharged car knows that it is no small task. Maintaining a safe air-fuel ratio while maximizing power is tough.  Adding nitrous-oxide into the mix (which requires additional fuel to go with it) is damned near impossible.  Only the top of the line professional racers pull it off as a large power adder and do it safely.  The fact that almost every car in this movie has both a turbocharger AND nitrous is just ridiculous. HOWEVER.. with that being said, it definitely adds something to the suspense of the race scenes.  It gives the director the ability to make someone appear to be losing a race, and let them hit their NOS button at the last minute to start a come back and make it close.  So although it is a bit unrealistic that so many people would run nitrous oxide, it adds entertainment value to the film.So thats it!  The movie was extremely well done.  The editing is great, and there are some parts that really keep you on the edge of your seat.  It is by no means predictable, either.  There are many parts of the movie that could really go either way, and the director does a great job of keeping you in the dark until the scene ends.  The interaction between Brian, Mia, and Vince was great too.  You could feel the love Vince has for Dominic and his crew, and that he really feels he is protecting them from Brian.The characters are believable, and you really find yourself caring for them and what happens to them.  The action is great AND believable (if you can overlook a few minor things).GO SEE THIS MOVIE!  In fact, I am about to go see it again right now.",baugust1,2001-06-24,2001,Positive,0.07,0.807,0.122,0.9936
10.0,Great Movie,"Finaly got to see it after last night the theater was full and no tickets were left. :(   It was a good movie,had some really good parts in it but was a bit dull in others. If you like cars and racing this is the movie to see. You get to see all those expensive parts and 'cool' things that most people can't afford.",Gima,2001-06-24,2001,Positive,0.095,0.767,0.138,0.4848
10.0,Movie made for anybody who loves fast cars. Very exciting.,"Very good, very fast paced, and very real.  It introduces us to another world, one we didn't know a lot about.  It keeps you wanting more. I had to see it twice.",brandonlee55,2001-06-24,2001,Positive,0.0,0.907,0.093,0.4927
10.0,A rush? Maybe. A great way to spend an afternoon? Definitely.,"Some people might not enjoy this film, yet I feel that it overall reflects what's going on out there on the streets both today as well as several years back when I used to race the streets of Tacoma, WA. The cars may have changed, but not much else. Street racing has always been and will be, a part of our culture (if not a somewhat darker part) as long as there are automobiles on roads. The acting is ""average"", although Vin Diesel is beginning to make it very plain that he is coming into his own as he gets more work. -Very cool in Pitch Black by the way. I give the action scenes a high score as they do give the viewer an excellent impression of the speed experienced behind the wheel of these cars. Special effects and stunts are ""well toned"" and placed where they need to be. By now you might guess that I really enjoyed this flick. I just hope the DVD is a collector's edition with lots of extras, especially with more racing footage! Kudos to Rob Cohen (your best film to date), Vin, and Paul for a very enjoyable afternoon indeed... Now go enjoy the movie. :)",netdestiny,2001-06-24,2001,Positive,0.027,0.765,0.207,0.9934
7.932203389830510,Good for the genre,"Going in to see The Fast and the Furious, you shouldn't expect to see a plot as engaging or complex as Citizen Kane. Or heck, even one as deep as M:I-2. You shouldn't expect to see great scenes of dialogue or tear-jerking romance.If you expect any of these things, you will be disappointed.
But if you expect a fast-paced, choppy movie with lots of revving cars, gorgeous women, testosterone and chase scenes, you will be thrilled with the latest summer popcorn movie to hit the screens.For an action movie with lots of cars, this rates well, on a par with Gone in 60 Seconds. Fast and the Furious is not supposed to be the sit down and discuss movie. It is supposed to be the sit back and relax movie.And it pulls off what it attempts quite well. In the world of action: 7/10. In the world of movies: 5/10.",TexMetal4JC,2001-06-24,2001,Positive,0.055,0.811,0.134,0.9292
7.932203389830510,"A porn, except this one's about cars.","This movie is for all the young punks in their late teens/early twenties who spend all their hard-earned money from Structure or Banana Republic on air intakes and turbo chargers for their Honda Civics. It's an action flick glorifying the lives of these young punks who drive their souped up pieces of s***.  Except for one thing though....the folks driving the cars in this movie were older, and richer.  But just as lame. It came as no surprise to me that I was probably the oldest person in the theater when I watched this.  And I am 26 years old!This film has the architecture of a porn.  The spine of the movie is the action, but there always seems to be a token plot.  Ok, so this undercover police officer is trying to bust these car-racing hoodlums, and falls in love with the sister of the leader.  The writers seemed to put something into that aspect of the story.  So what happens to the couple at the end? Nobody knows.  And why should we?  It had nothing to do with the fast driving.  The writers tried to develop a character for Vin Diesel, but they forgot one thing: a story that actually needs a developed character!  The ""emotional"" scenes were thrown in randomly, as were the personality traits of the characters.  Presumably, just so that they could say that ""The Fast and the Furious"" is really a ""movie"".  Doesn't that sound like a porn to you?Honestly though?  I would definitely recommend this movie to anyone.  It's just plain mindless entertainment.  We all need, from time to time, movies that we can sit back and watch and be entertained by without having to use a single brain cell to think about the story.",homerjsimpsonn,2001-06-24,2001,Positive,0.054,0.861,0.085,0.8809
8.0,There's something about Vin,"Every summer a film comes around that takes everyone by surprise.  Last year it was Scary Movie and I'm sure in 1977 it was a film like Star Wars and then in 1981 it was Raiders of the Lost Ark.  Now I am not saying that The Fast and the Furious is in the same class as Raiders and Star Wars, just that it surprised everyone on the same level.  F&F is short on plot and dialogue and even some of the acting is lame, but what it is oozes is testosterone.  It pumps your blood, increases your adrenaline and attacks you with fast cars, sexy women and that one invariable that I think it has going for it... Vin Diesel.  There is just something about the guy, something that you really can't put your finger on, but he just has it. Maybe it is charisma, maybe it is charm, maybe it is just that he resembles some of the action heroes from the 80's with his chiseled triceps and his slabs of pecs.  Maybe it is all those things and maybe it is none of those things, all I know is that F&F is exactly what I had hoped it would be and nothing more.  This is the summer movie that I have been waiting for.  It's not that the films that have been out so far aren't that great because some of them are, it's just that this is the one that epitomises what summer as a teen ager is all about.  It is no wonder that exit polls for this film were around 65-70% under the age of 21.  And maybe that is why I enjoyed it so much.  I am pushing 30 but isn't it cool to lose yourself in a film that reminds you what it was like to be in highschool.  And isn't it cool to watch street racers break 140 miles an hour wile they shoot NOS through their vehicles?  Well isn't it?F&F doesn't contain any machinations similar to a film like Mission Impossible and it doesn't dazzle us with special effects of impending doom like Armageddon did, but it takes us into a world where people live life ""a quarter of a mile at a time.""  Vin Diesel plays Dominic Toretto, a massive, bald mechanic that owns a garage but street races on the side to make some extra cash.  Paul Walker ( The Skulls, Varsity Blues) plays Brian Spindler.  He is a cop that has infiltrated the street gang to find out who is highjacking trucks and stealing all their merchandise.  There are about four rival street gangs in L.A. and one of them is pulling this off.  He has to figure out which one. Of course along the way he seduced by the life, but that is not what we really care about.  All we want to see is lots of racing, a few crashes, some fights and some sex.  F&F doesn't disappoint.  If what you have seen in the trailers of the film excites and entices you, then you know exactly what you're in for.  This is not going to win any Oscars for anything but what it will do is entertain you.  It will expedite you for 90 minutes into a world where Honda's are souped up to look like Dragons and junkyard scraps are rebuilt from scratch to be better than they were before, better, stronger and faster.  If this film appealed to you in the commercial, it will appeal to you on the screen.And of course there is Vin Diesel.  He first made a name for himself in Saving Private Ryan where he played Capparrzo.  Then he jumped onto the scene with his excellent and grandiose turn as Riddick in Pitch Black.  I think this is the film that got him noticed because no one had even heard of him before this.  Then he did Boiler Room and he showed a different side to him.  But F&F is all muscle and sheer bravado.  I think Vin is going to do great things in the years to come.  He is not a nobody anymore.  This film will take care of that.  And face it, isn't it cool to see the genesis of a new action hero?  8 out of 10-  The ultimate summer rush!",baumer,2001-06-25,2001,Positive,0.072,0.804,0.123,0.9928
10.0,Insanely Fast,"This movie, has by far the best car racing scenes ever filmed, as well as the best cars. They are gorgeous machines, and these guys certainly can drive them. Great story, not just another Gone in Sixty Seconds where all they did was steal cars, there actually weren't very many race scenes as you might expect, but every shot is filled with cars, and lots of them. The acting is great as well, as usual Vin Diesel gives a brilliant performance, as Dominic Toretto. It has already earned a massive following, and when you leave the theaters you will be filed with such a massive adrenaline rush, that you and all your buddies will be left with the feeling that you must go out and race. Everybody I have talked to have said the same thing, it just has this crazy adrenaline rush it gives you. I highly recommend this to all fans of cars, and racing, but it has something for everybody so see it even if you are not a fan of either, bottom line, just see it!!!!!!",jaded_aero,2001-06-25,2001,Positive,0.046,0.793,0.162,0.9754
10.0,Comes at you Fast AND Furious,"The Fast and the Furious comes at you like it says.  It's not a long movie and really never slows down much at all!  Those looking for a movie delving into a complex plot with in depth charachters need not watch it.  The movie is as the preview shows, a lot of great car chase scenes held together by a loose form of a plot.  It does what Gone in 60 Seconds only wishes it could do.  In gone in 60 you have 2 scenes with cars driving fast at all.  Here you have at least 6 or 7 distinctly different and memorable scenes. Although acting ability and some of the lines lack severely, this can be forgiven and is made up by the cars. This movie is perfect for anyone into speed and tuned import sports cars for the most part(yes, even the occasional despicable economy car made to ""perform"" is present)I saw the previews knowing this was going to be basically an adrenaline rush of a movie, and I gave it a 10 because that's what it delivered.",SupraTurbo,2001-06-25,2001,Positive,0.057,0.857,0.086,0.6996
10.0,"Bye, Bye ""Gone in 60 Seconds""!","OK, Fast and the Furious might not be the earth shattering movie of the summer, but...for car people, there is a new kid in town.  Before TF&TF, my overall #1 in the car movie category would have to be ""Gone in 60 Sec"" Which I am sure that most fans like myself would agree with. And I still enjoy that movie, But!  TF&TF, though is was quite predictable, still got my engine revving with the tricked out cars and engines.  Overall, TF&TF was basically a good dose of ear and eye candy, which was enough for me and my friends!  Excellent movie!",JensenHawk,2001-06-25,2001,Positive,0.036,0.784,0.18,0.9521
1.0,"Stupid, stupider, stupidest, duhhhhhhh.","Some movies drop clues (albeit small) that allow you to believe, even in retrospect, that you could have ""solved the crime.""  Even if this movie is more concerned with the milieu of this racing society and the relationships among the characters, it needs logical plot development.  The fact that it doesn't have it aside, perhaps, from the ""revelation"" that the ""team"" must be getting all that money SOMEWHERE (something that could be said about just about every ""team"" out there), is the major weakness of the film.  In fact, one senses the only reason the guilty party IS the guilty party is because the writers sat around drinking a little too much Corona and decided, in their drunken state, that it would be cool to have those people be guilty...of course because it would maximally affect one particular relationship...which, of course, leads to the huge cop-out of an ending. Teens across the country will be declaring that this movie is ""true"" and ""real"" - I guess because it puts relationships and ""honesty"" within relationships above everything else.  Stupid, stupider, stupidest, duhhhhhhh.",majicman,2001-06-25,2001,Negative,0.117,0.787,0.095,-0.7645
8.0,Speed Rush,"Rob Cohen's ""Fast and Furious"" is just that: an adrenaline and speed rush, very derivative, not original, though effective overall. Cohen accomplishes this with the given material, by using intensity, pacing, hard driving music, and casting high power, young actors in the movie, in particular Vin Diesel, Paul Walker, and Rick Yune. F&F is the kind of movie that may not be memorable for it's dramatic content and narrative style, rather as a breakthrough vehicle for its stars. On that basis, the movie has merit. Director Cohen definitely performs some of the most amazing car sequences on screen. The driving stunts rule.Brian (Walker) is an undercover cop investigating a ring of high speed car thieves. While undercover Brian befriends Dom Toretto (Diesel), a powerful street racer with a dark past, who has a sense of honor and loyalty. Dom's rival is a cold blooded leader of an Asian gang, Johnny Tran (Yune). All movie leads shine. Vin Diesel has a commanding physical screen presence. He powers Dom's character with an edge and sense of danger. Diesel will be a huge action star-- he's got the physique and is a good actor. Walker has the leading man good-looks, and attitude. He is well matched as Diesel's foil. He does well with the trite undercover cop storyline of falling in love with the suspect's (Dom's) sister. Rick Yune gives Johnny Tran a dangerous air-- a man of few words and an icy killer. It's always encouraging when a movie has both strong and charismatic heroes and villains. It is all about being cool and looking good-- and ""Fast and Furious"" does this with style and without significance. That is a good thing...",jon.h.ochiai,2001-06-25,2001,Positive,0.119,0.724,0.156,0.9118
9.0,"Whether you're cringing in suspense, or watching with intensity, this movie will NOT let you leave unimpressed.","This movie has a combination of fast-paced action, nerve-tingling suspense, heart-throbbing drama, and side-cracking laughter.  The sound brings out the cars, which brings out the actors.  A true 'must-see' for any car enthusiast or racer.  This movie had me sitting on the edge of my seat during, and my jaw wide open after.  The action never stopped and the gears kept turning in my mind, guessing where the movie would go next.  I would pay the rising movie charges to see this one many more times.",lldecker,2001-06-25,2001,Positive,0.037,0.854,0.109,0.7695
7.0,Good Cars Bad Plot,"This movie (not a film) has great stunt driving and flashy cars but, an all to predictable unoriginal plot.  Vin Diesel proves to be an up and coming action star with great presence, while Paul Walker is uninspiring.  Car nuts and action fans will love this movie but anyone looking for a serious film should go elsewhere.",gooboy78,2001-06-25,2001,Positive,0.062,0.739,0.199,0.9118
3.0,Not so good,"Not impressed with the writing at all.  The character development was weak and all in all a dissapointing film.  Vin D was good and Paul Walker was somewhat beleivable, but the scene where Walker tell of his undercover ways was just pathetic.....The movie should have been re-written at least 12 more times.  The car scenes were great and the action was solid.  No sequel please..............",kevin.mann-3,2001-06-25,2001,Positive,0.117,0.758,0.124,0.3674
9.0,FANTASTIC!,"Positives:  Great action.  Great dialogue.  REAL and complex characters. A few good surprises.  Vin Diesel was very believable.Negatives:  The last 30 seconds.  Paul Walker was made to be too much of a pretty boy ... not as believable.  He wasn't bad, but could have been made to be more down and dirty.",tksquire,2001-06-25,2001,Positive,0.067,0.699,0.234,0.7565
8.0,sound...,"ok.. the cars were hot. The racing was cool. The sound was off the wall. I love the techno thumping music, the hard rock song ""debonaire"", but im not satisfied with the sound track... all they have is trendy rap/rapcore music. That's not cool at all, i wanted the music that was in the movie.... if anyone can tell me the name of that technoish song in the movie when they were at the party... it was like... duh duh duh dun dun dunt... drop me an email if yo know",prohibited-name-1292,2001-06-25,2001,Positive,0.09,0.803,0.107,0.4135
8.0,Fast and Fun!!!,"An awesome mix of cars, actors, and excitement.  If you like cars, you will be impressed to see the variety this movie provides.  From new imports to old hot rods, this movie has it all!  Plan on calling a cab after this movie, the roads will be crawling with ""street racers"" in training.",blossom_rose21,2001-06-25,2001,Positive,0.0,0.788,0.212,0.9215
7.932203389830510,The Fast and the Furious... by far the best movie I have seen all year...,This movie is by far the BEST movie that I have seen in a long time!  The whole movie is action packed and kept me on the edge of my seat the whole time!! What a RUSH!  These cars are fierce!  I already have plans to see it this coming weekend for the 3rd time!!  An absolute MUST SEE if you like cars and racing!  Not to mention that the ladies were behind the wheel also!!  Made me want to build a race car myself and I AM a lady!! ****,kctaurus79,2001-06-25,2001,Positive,0.0,0.899,0.101,0.8721
10.0,Nonstop action from the first minute on,"This movie had everything, a lot of action, a little twist, love, friendship, trust, loyalty and awesome cars, not just some hoopties you see in other movies. There was not even one minute where I looked at the watch to see how much longer the movie will be, since it had non-stop action from the first minute on. Vin Diesel rocks (I already liked him in Pitch Black). I definately will buy this on DVD !!!",Alex69FL,2001-06-25,2001,Positive,0.0,0.768,0.232,0.9688
10.0,pretty damn good,"I thought it was awesome-it was everything i expected it to be. People who say it was bad must have been expecting some beautiful film with great actors and an in depth plot. u obviously expected wrong. in all the ads it always showed exactly what it was, a movie with guys cars and violence. not bad violence, really. it was entertaining. of course the characters werent developed and the plot was a little crazy. thats how it was meant to be.",mswoosh13,2001-06-25,2001,Positive,0.124,0.708,0.168,0.6706
10.0,KICKS A$$,This movie kicked some serious ass to the max :)  People keep saying it had a bad plot and all...it didn't...everyone that said that is probably over the age of 25 or married  or something. I recommend this movie to all the peeps out there under 21 and over 12!,brownboi69,2001-06-25,2001,Negative,0.145,0.762,0.093,-0.4753
7.932203389830510,Awesome,This movie was the best. Great cars and great acting. A+++ Go see this movie.This is for all the people that love cars. Vin Diesel and Paul Walker were great. Jordana Brewster did an outstanding job. This movie lets you see how life is on the streets. I recommend this movie to anyone 13 and up. My wife even liked it.,ted-146,2001-06-25,2001,Positive,0.0,0.639,0.361,0.9849
7.932203389830510,"Do it fast, Do it furious","I just wanted to say, I am a huge film freak. I have a great deal of respect for some of the greatest films of our time. I love films that have great twist and wonderful acting. But I am human and I have to love films like this. I might love higher quality films. But I do love big action films and rediculous plots. But the difference is I don't go into a movie like this looking for it to be a classic. I expect stupid dialoque, bad acting, and so on. And that is what I got. AND I LOVED IT. That is the main problem with the major movie critics. They don't see it as a fun, stupid film. I do.      One actor that has had my eye for about a year now is Vin Diesel. He has yet to be bad in anything I've seen him in. Plus, as soon as I saw ""Pitch Black"", I new he was not only the biggest bad ass in movies in the past decade. But he really can act. And I respect him for that.      I can't say the same for Paul Walker. He has always sucked. But I wish that Michelle Rodriquez wasn't in this movie. She just seemed like she was a new version of her ""Girlfight"" character. Her main point in the movie was to look cool and make an angry face at the guys. But I did like Jordana Brewster. I think, with the right material, she could be a great actor.      For anyone who saw ""Point Break"", this film is basically the same plot. Just change surfing into street racing and there you go. But I must say. I like this film a lot more than I liked ""Point Break"". Mainly because I have a personal grudge against Keanu Reeves (minus ""The Matrix""). And, Paul Walker may suck, but he's better than freakin' Keanu Reeves.      The action sequences in the film are all top notch. The first heist scene is very cool. And the last one in the desert was my favorite. Of all the car films lately (""Driven"", ""Gone in 60 Seconds""), this one is definatly the best of them all.      I will no doubt go see it again. And I'll buy the DVD when it comes out. 8.5/10",flip304,2001-06-25,2001,Positive,0.08,0.698,0.221,0.997
10.0,I am in awe at the acting of Scott Walker,"The Fast and the Furious ranks near Varsity Blues as one of the greatest movies ever made.  Although essentially the exact same movie as Point Break, the casting brought the film over the top.  Swayze was replaced by Vin Diesel, Reeves by Scott Walker, Lori Petty by Mark Wahlberg's wife etc.  I will admit that there were some minor, (fine major), plot holes, but when Vin Diesel pumps up the fine Brocksonic stereo nothing else matters.  Scott Walker, star of such classics as Varsity Blues and She's all That, put in his typical Oscar quality performance.  His portrayal of an undercover officer looking for some lovin' brought tears of joy upon my face.  I urge all of you to see this movie at the tenplex in Paramus, there you can find the optimum crowd, as that is half the fun of this movie.Also the cars are nice, but I would have prefered to see my Jeep Wrangler with the top speed of 45 mph in the film as well.",mules82,2001-06-25,2001,Positive,0.038,0.818,0.144,0.9637
10.0,The Best,"I absolutely loved this movie, it was an andrenaline rush from start to finish..... by far one of the greatest. Non-Stop action that kept you on the edge of your seat throughout the whole movie. Great story line too.",SantasDoGG07,2001-06-25,2001,Positive,0.0,0.742,0.258,0.9259
7.932203389830510,Rob Cohen on NOS,"Funny how Hollywood loves to take a slice of underground life and twist it to their own liking. The whole scene of import(asian) streetcar racing has quite a bit of asian influence in its origins and yet in this film the asians are yet again stereotyped into the typical gangster wimps. I'm glad the scene has crossed over into all racial groups but this film p***ed me off for demeaning asians as being gangsters and having money,guns and being wimps. I think I'm not the only one thinking that there was supposed to be a showdown with Johnny Tran and Dominic Toretto(Vin Diesel) and yet they kill Johhny off in a lame motorcycle chase scene. The story....what story? People try to compare this to Point Break but there is no Gary Busey as a partner and Paul Walker as a detective(?) is no Keanu Reeves by a long stretch. Rob Cohen have some balls and make a real, unbiased film and not just to cater the teenagers! Whitewashed trash.",Hages63,2001-06-25,2001,Negative,0.146,0.811,0.042,-0.9683
7.932203389830510,Paper thin plot.,"I'll admit, that the movie was just okay but the plot was as shallow as a dried up lake.  The only thing that compensated for the serious lack of story was the drag races.  Even then the races got old where every other scene you would see a driver hitting the nitros-oxide and being slammed back into the seat.  This may seem overly critical but either the writer was seriously obsessed with fast cars, had an acute case of testosterone poisoning, or both.  I don't dislike it but I didn't find it very enjoyable. Still as far as bad movies with shallow plots go, it can't hold a candle to ""Held Up.""",lawals,2001-06-25,2001,Negative,0.178,0.748,0.074,-0.9304
7.932203389830510,"B-Movie Mania, baby!","Teen angst and illegal street racing.  Not exactly a match made in heaven, but here it works, due to amazing car stunts, and some interesting ideas.  A group of thieves in robbing trucks after catching them in suped-up race-ready street model cars, and an undercover cop is on the case to try to find the crooks before they end up dead.  The emphasis of the movie however is racing scenes and amazing car stunts, of which there are quite a few. These are some nice sequences, and ultimately save what would otherwise be a piece of crap and make you believe the movie wasn't that bad.  Performances are all right; none of these guys are going after the Oscar, but overall, its not that bad.  Especially enjoyable was the absolutely luscious Jordana Brewster(""The Faculty"") as the obligatory love interest.  Bottom Line: If you like cars and action, you'll probably get enough out of this flick to enjoy it.  Just don't expect a whole lot of extras.",sick_boy420xxx,2001-06-25,2001,Positive,0.074,0.682,0.244,0.9907
