Rating,Title,Content,Author Name,Date
1,"The cars are fast, but the acting made me furious.....","What do you get when you take Days of Thunder, add in two younger actors, and two equally attractive young actresses, and then put it all on the streets?  A good idea.  However, the additions of such clueless individuals as Ja Rule, and many other small players made my head hurt.  The stunts were great, the cars were ""Pretty"" fast, and the women....nice.  The script, ohhhhh my god, it made me wish I was watching Prison of the Dead. Now....another question...What do you get when you have two bad actors staring in a movie with a horrible script?  Several things.  One, an unemotional reading of the lines on the screen which came across as totally bland and seemed like it was a cold reading.  Two, moments that were supposed to be funny, but just couldn't pull it off.  Third, same as the latter, but with emotional moments.  Fourth......one really bad and shameless plug....""You can have any brew you want, as long as it's a Corona.""  Ow! My aching head! Ow!This movie does not deserve praise, it does not deserve to be making the money it has been, and I want my two hours of living back that I wasted giving this film a chance.What have we learned from this? Well we learned that: ""I was in The Skulls."" and ""I was in Pitch Black."" ....are not impressive listings on one's resume.Don't waste your time....",c_flip,"Jul 11, 2001"
No rating,The best races on the streets,"This movie shows what people mad about racing cars can make. It's absolutely awesome that any of those cars can reach such high speed in the streets of an American big city. This is due to the good quality of the asphalt and the skills of the drivers. One thing that impressed me was the Detroit-made car driven by Toretto.America looks like an awesome country.Dominic Toretto is an American car builder who has the reputation of being the best at everything that has something to do with gasoline. And Vin Diesel carries out his task with an awesome performance.Paul Walker is another great American actor, very handsome, who plays a good-guy who is loyal first and foremost to his buddies. He would never let them down. He shows a fascinating charisma and that is what make a difference. The style of American customized cars is astonishing and you will dream with those cars for a while. This great Hollywood movie is worth to see several times.",fernandez_1989,"Dec 19, 2006"
7,Kicks Off The Franchise!,No content,vengeance20,"Apr 4, 2021"
7,One of a kind of the series,"There's a good love story wrapped around the manifolds and superchargers.Its about a series of truck high-jacks has brought in a squad of undercover cops to deal with the problem and they do so by sending Officer Brian Earl Spilner (real name Brian O'Conner) (Paul Walker) to infiltrate the number one racing clan. It's led by Dominic ""Dom"" Toretto (Vin Diesel), the fastest and strongest among 'em. O'Conner starts his quest by demonstrating his hangup with speedy metal, then by hanging around Dom's bar, which Dom's sister Mia (Jordana Brewster) runs and bartends. In the course of events he loses his ride, saves Dom's life and some embarrassment, hooks up with Mia, and learns to respect Dom in ways he never expected.The racing sequences are brought off with considerable energy and as an expression of this culture but are weakened by a plot device contrived to give the races and the racers a dynamic advantage. The movie had a decent plot but the writing and dialogue was poor. Many people consider the first one the best of the series and I agree with them on some levels. Though had the writing and dialogue been better, this film would have been much better. Also they could have used better character development and better acting. Its a film centered at a specific group. Meaning not for everyone. As a rewatch 06/03/19', the original Fast and the Furious shows how everything was set up. A solid debut and shows the early stages of how this become a dynasty in the making.",Floated2,"Sep 8, 2010"
10,The legend that started it all!,No content,wayne-cook-326-133712,"Mar 27, 2012"
7,Improbably cool.,"On one level, ""The Fast and the Furious"" is two hours of machismo. But on another level, it does show the subculture of street racing. Before it came out, I'd never known that people soup their cars up with nitrous oxide to increase speed. Vin Diesel plays his typical role, and Paul Walker almost seems like a side character.I should identify that much of the movie looks pretty improbable. I won't divulge the scenes right here for risk of spoiling the movie, but trust me: you'll know these scenes when you see them. But like I said, the movie does give one an insight into the world of street racing. I never saw the sequel; I heard that it was the average kind of sequel (and summer 2003 saw a slew of lousy sequels).",lee_eisenberg,"Mar 9, 2006"
10,True blockbuster.,No content,Achylles,"Oct 23, 2011"
6,Rob Cohen reinvents the Hod Rod Movie,"Like costars Vin Diesel and Michelle Rodriguez, `The Fast and the Furious' is sleek, sexy, all attitude and dubious morality.  Expect no surprises from the thin script, just hot metal, great tunes, flash and pizzaz.  Paul Walker is the GQ-Pretty Anglo love interest.  Jordan Brewster plays Diesel's baby sister.  Both are pros, but they pale against the impact of Diesel and Rodriguez.  Also of special note are Giovanni Ribisi-clone Chad Lindbert as Jesse and Matt Schulze as Vince, Diesel's childhood buddy and Walker's rival for Brewster. If you have ANY affection for 50s hot rod movies, see this one.  The metal may be a different pedigree but the heart is all there.",Bob-45,"Jan 7, 2002"
1,A sexist racist pile of poop,"Oh dear.Where do we start?Let's ignore the fact that this film was poorly plotted, poorly scripted, badly conceived and reminiscent of the tackiest MTV video you can think of. Let's remain blissfully unaware of the production values that would make yesterdays breakfast look like a five course dinner. Let's also overlook the poorest acting I've seen from young Hollywood ""talent"" since Sunset Beach.Yes, lets.Okay, onto the REALLY objectionable stuff...Firstly, the only oriental characters involved are not only street punk goons but also the primary bad guys. Okay, so the main goon's dad is in it too for about five seconds and isn't very happy at his sons conduct, but this is hardly an excuse to have such a racially imbalanced plotline. This is the 21st century and this cowboys and indians style concept is worthy of a prison sentence, particulary as it comes from a country where racial equality is considered to be a key issue.Secondly, we see lots and lots of cars and... guess what? Oh yes, women wearing next to nothing running around allowing their drivers to fondle their ""assets"", then offering threesomes. Despite the fact that the realisim factor is minute - surely most women would despair of a guy who's life revolved around his car - it also portrays an image of women as mere sex objects to pleasure guys in fast cars. Again, we have one token female who is a racer, but this hardly makes this kind of imagery morally sound, and the camera still takes time to wander over her person with an almost feral attention to detail.By portraying these women as trophies, it suggests that irresponsible behaviour such as street racing can earn you sexual favours. This is of course complete rubbish in the case of nearly every single woman with an IQ above 0.2.Finally, I would just like to point out that the entire plot and premise of the film displays a complete lack of belief in safe, responsible driving. Not a single seatbelt is seen throughout the entire film, people have horrific accidents in their cars then stroll out completely unscathed, and not once did I see a crash helmet or protective clothing except on the ""oriental bad guy goons"". What sort of message is that sending out to our 13 and 15 year olds as they begin to reach the age where they can legally drive?To sum it up, this is a meathead movie, made for meatheads by meatheads. Avoid at all costs and burn copies wherever possible!!!",Landryan,"Mar 5, 2002"
8,The one that started it all!,No content,judges-kell65,"Mar 28, 2012"
6,It's great if you don't think about it,"This movie was a lot of fun. It gets a 6 purely because I was entertained while watching it. It knows exactly what it is and who it caters to and doesnt try to be anything else but an over the top racing flick. If you go into it expecting a deep introspection into Paul Walker's character, you'll be thoroughly disappointed. It's a by the numbers movie and I'm sure it was impressive for the time, but the only way one could find value in The Fast and the Furious is if they grab some friends and turn off their brain for a bit.",jetsethradio,"Feb 5, 2019"
1,what the hell was that?!,"I'll tell you what ... THE worst movie ever made.  I can't even believe I paid the $5 to rent this piece of DVD-Trash and I feel even worse for those who paid much more to see it in the theatre.Where to begin, where to begin.  Why not start with the plot, since people here keep saying it doesn't matter.  Okay okay, so there actually was no plot, but that's not going to stop me from ranting.  This movie had no focus or direction.  In the beginning it's this kid wanting to be a street racer. Then he's a cop trying to stop an electronics theft ring. Then it's some half baked attempt at a love story ala Romeo & Juliet with the kid and the family who doesn't accept him. Then it's a story about ripping off some truck.  Oh ya, and the occasional car race.  And as if that couldn't get any better, this movie even comes complete with an evil Chinese syndicate(could we get any more stereotypical????).I guess I should talk about the cast now.  Um ... ya, what an amazing cast of stellar bad-actors.  Yeesh!  Although I suppose it's not all their fault (well, except for Vin Diesel), most of the blame belongs to the awful script and terrible dialogue.  I watched Jordana Brewster for 3 years on As The World Turns, she's a good actress.  She was great over on ATWT.  But here... the height of her performance is the frequent use of ""Stop the bulls&@% !!!!"".  Paul Walker, he may be good, he may not be.  You can hardly judge by this movie and I havent seen him in anything else.  To me, it seemed like a classic case of casting based upon looks.Speaking of bad dialogue.  The absolute worst element in this movie was all the male ego BS.  The worst example of this was the ending scene with Paul Walker and Vin Diesel.  Paul Walker's character, the cop (just thought I'd reiterate this) was chasing down Vin Diesel's character in one of the movie's few car chases.  Diesel's car is smashed into by a truck and the car's totaled.  Walker pulls his gun on him and looks like he's going to do his job and arrest him.  But what does he do?  Hands him the keys to his car and says ""I still owe you a 60 second car"" and lets him ride off.  Then the movie ends.  Hopefully, what we didn't see was Walker's character suspended from the force, followed by a hearing, followed by an arrest and sentencing for Aiding and Abetting.Now this wouldn't be a good review if I didn't mention the car stuff. Firstly I found it extremely annoying that this movie threw in so much car gibberish that the average movie goer like myself had absolutely no clue what was being said.  Second, the car stunts were few and extremely lacking in excitement.  How exciting is it to see a car go in a straight line?  Not very.  How exciting is it to see 5 cars try and rob an 18 Wheeler?  It probably was, but by that point in the movie I simply didn't care.  And also... if the truck driver is shooting at you with a rifle ... why are you still chasing him?  To save some redneck who most of the characters don't seem to like, and end up killing two of the people you do like?I could go on and on about the flaws and annoyances of this movie ... but I don't have the time.  I like action movies ... when they're GOOD.  But this was not good, not by a long shot.",AndrewHatch,"Feb 14, 2002"
No rating,Turn Off the Brain and Enjoy,"The Fast and the Furious (2001)*** (out of 4)Brainless but entertaining action film about cop Brian O'Conner (Paul Walker) who goes undercover to get inside the street racing crowd so that he can try to bring down a group hijacking semi trucks. He gets in good with Dominic Toretto (Vin Diesel) and his crew but of course they don't know his true identity. THE FAST AND THE FURIOUS isn't to be taken serious because if you did then you'd see one flaw after another in regards to the story itself. Like a lot of summer blockbusters, this one here has had way too many Red Bulls as every single scene is just over-the-top and has some testosterone going overboard. That's not to say this is a bad thing because there's no question that the film remains entertaining as a pure action movie as we're given some likable characters as well as some great racing scenes. I think most people are going to be coming to this thing for the fast cars and the various chases and this here is where the film won't let you down. There are some terrific stunt sequences, although I will admit that a few of them appear to be too much CGI and not enough actual driving. With that said, there are some great ones here including the ending, which I won't spoil here. It also doesn't hurt that we're given some characters that we can like even if I think the screenplay doesn't do a couple of them justice. Both Walker and Diesel are very believable in their roles as is Michelle Rodriquez, Jordana Brewster and even Ted Levine in his role. I will say at times it's somewhat hard to root for the main guys even though we do like this. This is especially true during the final sequence when the truck is being hijacked. Still, THE FAST AND THE FURIOUS is a fun ride as long as you don't expect some serious piece of art.",Michael_Elliott,"Feb 27, 2013"
7,"The Fast and the Furious (2001) - Vin Diesel and Paul Walker, Start Your Engines!","Known as the first film in the ""Fast and the Furious"" series, this thrilling street-racing action flick brought a start to a daring and explosive franchise. Paul Walker plays LAPD officer Brian O' Connor, who is sent undercover to investigate a gang of street-racers, all portrayed by Vin Diesel as Dominic Toretto, Jordana Brewster as his sister Mia, and Michelle Rodriguez as his girlfriend Letty. But then, he starts having feelings for this particular group, and has no idea whether to bust them or not. This really is a thrilling, and exciting film. Who doesn't enjoy watching car races, hot ladies, and rocking music? The race scenes are exciting and fun, and they steal the whole movie. But I don't really think this movie should be called an ""excellent"" movie, but instead a ""cool"" movie. Vin Diesel and Paul Walker are two of the toughest guys ever seen on film, so it was really fun watching them racing cars, shooting guns, and beat up people. But neither one of them gives a special performance. The story may sound like a crazy concept, but it is original. It's neither a remake or a reboot of classic car race films. Anyways, if you're interested in watching a classic movie with chase scenes, hot ladies, explosive bombs, and tons of violence, you won't be disappointed. This is the perfect movie to invite your friends to, and watch this with everyone. ""The Fast and the Furious"", in my review, ""exciting premise, a thrilling ride"".",nickmesafilms,"Jan 1, 2012"
7,A classic!,"""The Fast and the Furious"" (2001) is a thrilling ride into the world of underground street racing. Set against the backdrop of Los Angeles, it merges the raw energy of the early 2000s with the burgeoning car culture of the millennium. The movie's heart lies in its iconic cars, which are not just vehicles, but symbols of freedom, power, and identity. As the first installment of a now legendary franchise, it establishes a world where loyalty, honor, and the thrill of the race reign supreme. Its authenticity in portraying street racing culture, combined with a compelling storyline and memorable characters, cements its status as a classic. The film captures the essence of an era, making it a timeless ode to speed, style, and the spirit of rebellion.",schmittfalte,"Feb 25, 2024"
9,My opinion.,"Real good movie ,in purpose that i´m a sucker for ""import-style"" cars. Not too good actors, but what the heck, you don´t look at XXX-movies because of the ""good"" storyline? One of the worst things about this movie is that they included Vin Diesel (Dominick Toretto) as a co-star. I don´t like that at all because he´s probably the worst actor since... Well i can´t even recall an even worse actor. Probably Vanilla Ice in that high school movie. I can´t even recall the title of it. Paul Walker isn´t that good either. But then again. It´s the cars that plays the leading roles of this movie. Just a little too much Honda Civics",dieter_hockenheim,"Mar 24, 2004"
6,Fast,"The stunts in the movie were cool. The car driving scenes and races were interesting.
And Vin Diesel is a good actor",MB-reviewer185,"Jul 23, 2020"
9,Good film,"I'll start with the fact that the late Paul Walker was filming here, everyone's favorite Paul Walker left a lot of positive emotions in the first part and the rest, where he starred, strongly merged into the film. The first parts of the afterburner differed from others in that there is physics here, it's nice to watch, there is logic, it's really a movie about cars, street racing, but it's not an action movie like in modern afterburners, where there's even no stupid logic. In general, the film is 10/10, the beginning of the afterburner industry, when you were really sitting waiting for other parts, they don't do that anymore. Definitely the best in parts. Rest in peace Paul Walker.",Alinasidorova28727374,"Jan 19, 2022"
6,Better than I was expecting it to be?,"It wasn't very good, but it wasn't all that bad either. By the end I found myself...half caring about the characters, so I'm giving it a 6 instead of a 5.I watched this because I'm sick and not really able to concentrate on much and we figured this would take very little brain power. It maybe took a little bit of brain power to believe anyone was making any of the decisions anyone made in this movie.I wondered if street races are a real thing and it turns out it's based on a news article, so I guess it is a real thing!The second thing this film made me wonder is how often people in LA can't get to work on time cuz streets are closed to film car chases.I...feel compelled to watch the rest of the series as I don't understand what could happen next.",kyla-72302,"Aug 30, 2023"
3,subtle and nuanced,"Uhhh... didn't they already, like, do all of this in Point Break? Same freakin' movie, just not as good. Not that Point Break is ""Raging Bull"" or anything, it's just that this movie (Fast and the Furious) tries SO HARD to make sure that ALL THAT ATTITUDE is RIGHT IN YOUR FACE. Point Break at least had a little laid back surfer dude 'tude to it (although, we finally figured out that Keanu wasn't actually ACTING in that movie). Plus, Fast and the Furious lacks that world class quote a la ""I. am an EFF-BEE-YI A-gent. I. CANNOT. ROB. a BANK!"" The best The Fast and the Furious can muster is ""If I win, I get the money... AND the respect. That's more important to some people."" Wow. Thanks for spelling that out.",Turkish71,"Jan 19, 2006"
7,"Stay 'til the very end, after the credits roll, for the conclusive ending","I wouldn't call this 'trashy' goods. It's a perfectly good Hollywood script. Besides the car 'dueling' action sequences, it includes energy of the younger set (20 something's), the eagerness to experience risks, and the plight to feel the spirit of freedom - even if it's a matter of moments. Death is not an ominous worry to them. They live for the moment.
Paul Walker is in the lead role of Brian, the undercover LA cop. He has worked with director Rob Cohen before in ""The Skulls"" 2000. Rob Cohen directed the ""Dragon: The Bruce Lee Story"" 1993 with Jason Scott Lee and Lauren Holly. Also ""Dragonheart"" 1993, a fable of a legend with Sean Connery doing voice of the Dragon which Dennis Quaid gallantly duels with. Cohen's movies may be Hollywood, yet they tend to have a backbone ethical/living outlook that prompts the integrity of the central character(s).
Vin Diesel is Dominic, the rebellious one here - can past as James Dean, the leader whom the gang looks up to. He stood out in ""Boiler Room"" 2000, opposite Giovanni Ribisi, and was the only good thing in ""Pitch Black"" 2000, the sci-fi flick which he was the lead opposite Radha Mitchell (from ""High Art"" 1998 opposite Ally Sheedy.)Jordana Brewster was last seen as the furiously grieving sister of Cameron Diaz in ""The Invisible Circus"" playing opposite Christopher Eccleston (who's in ""Gone in 60 Seconds,"" another fast cars and chase flick). Brewster is Dominic's feisty sister Mia, furiously sulky here besides having a chance to be fast (driving, matching up to the testosterone bunch.) Michelle Rodriguez is Dominic's woman, full of anger within, charged with a devil may care defiance. The role of Johnny by Rick Yune has a flavor of Giovanni Ribisi's energy as in ""Gone in 60 Seconds."" But Cohen's ""The Fast and the Furious"" is comparably more substantial and colorful in storyline and character development, even comes with a 'dream' quote for the fast and the furious: ""I live my life quarter of a mile per second at a timenothing else mattersin those 10 seconds, I'm free."" And the backbone that held together the friendship between Walker and Diesel's characters is soundly strong.
Be sure to stay on to the very end of the movie - after all the credits roll, Vin Diesel and Paul Walker you'll see, and you get to hear Dominic's quote once again (besides receiving a satisfying closure to the story.)",ruby_fff,"Jul 21, 2001"
1,Awful movie...,No content,kurkosdr,"Jan 22, 2009"
No rating,begins well then careens downhill,"In its early stages, `The Fast and the Furious' offers promise that it will become a kind of street-smart, urban version of `American Graffiti' for the new millennium.  It is, alas, a promise that goes largely unfulfilled when the film decides to go the `Donnie Brasco' route instead (although this ain't no `Donnie Brasco').  Like `American Graffiti,' this movie peers into a culture centered largely around automobiles  although in this case it involves high-speed street racing rather than mere cruising.  Unlike Lucas' classic, however, `The Fast and the Furious' betrays its milieu by incorporating a trite tale of an undercover cop (cherubic, squeaky-clean Paul Walker) sent in to infiltrate the cruisers led by Vin Diesel, who appear to be running an elaborate, but actually rather incredible and impracticable, truck hijacking business.  Thus, we are left to endure the inevitable moral conflicts that arise when the cop falls in love with the leader's sister and he begins to feel `sympathy' for the man he is supposed to betray. We could forgive the fact that the dialogue is incredibly inane and the characterizations nonexistent if the film had at least stayed true to its first 40 minutes of nonstop action.  Director Rob Cohen brings a real style and feeling for visual composition to these early scenes, punctuated by incredible stunt work and lightning-paced editing.  The film also captures the feel of urban street rhythms in its musical soundtrack (although you may feel somewhat assaulted by all the visual and aural over-stimulation if you happen to be 25 years of age or older).  In fact, if `The Fast and the Furious' had stayed in this mode throughout, it might even have become an epochal film for the teens of its era.  In this early part, the film's characters pose and strut and drip attitude in a way that becomes emblematic of the trendy youth culture of the time.  Instead, the film becomes just another trite police melodrama straight off the film-factory assembly line. 
That's really a shame because the stunt work is phenomenal throughout, and Vin Diesel conveys a kind of raw animal magnetism that bodes well for his future in action cinema.  He has a way of commanding the audience's attention every time he makes an appearance on screen.  The cars too are spectacular, although they are so overloaded with computer gizmos and jet propulsion devices that one begins to wonder if NASA itself didn't design and build them.Had it been willing to forego the standard plot mechanics and been content to afford us a glimpse into the life of the street-racing culture, `The Fast and the Furious' might have ended up as a `classic' of youth action cinema. Instead, it becomes just another dumb movie with some really neat car chases.",Buddy-51,"Feb 19, 2002"
7,Fun if fairly mindless action flick,No content,Tweekums,"Nov 12, 2015"
7,"A good movie to the right audience, entertaining","Of course, this macho flared dumb popcorn flick has a lot of bad points.  I can honestly say if you don't like action movies, stay the hell away. This movie is preferable toward hip hop heads who like undercover cop movies of extreme action and occasional good lines.  It's a popcorn flick. B-, 7/10",wuzupn_tb,"Nov 9, 2002"
8,FatF - 20th Century Highwaymen,"For those of you that like Cars, this is the movie to see. For those of you that like racing, this is the movie to see. If you like the trailer see the movie, if not don't.  This is an inside look at the world of Street Racing. The Who, the How, and the Where.  Vin Diesel is great as the Alpha Male, always in control. It is not NASCAR, and it is not just a ""Car Movie"". It is about people and the interaction. It is a mystery and a journey through a way of life.  The final scene and my personal favorite shows how the old Muscle Car(s) compare to the Modern speed racer (w/ NOS)",delavega-1,"Aug 27, 2002"
6,Diesel Show,"While Paul Walker is the Protagonist (main role) in this movie, Vin Diesel steals the show. Apart from the car stunts that is. Because if you don't have good stunts, than the movie doesn't work at all. The story as it is, is pretty cliché, but it's nice fun and it's also watchable.Especially because as mentioned, because of a mesmerizing (for this genre) performance from Vin Diesel. A few flops later and nobody remembered why he was called the new Action Hero, but watching this (and of course the superb ""Pitch Black"") might remind you why you liked him in the first place (or could be a reason to discover him for a younger audience). Cars, women, insane stunts, solid/decent acting (for this genre) and nice characters ... what more could you ask for, from a movie like this? Not much more I think :o)",kosmasp,"Aug 11, 2009"
9,Great film,"The film has it all, superb soundtrack, ace cars and an all-star cast. Make no mistake, this film is loud, and loud is good, watch it, if only for the cars!  The plot is a little too weak for my liking but once you have figured it out it won't distract you from the film.  Once you start watching the film raises your enjoyment level to over 200mph with a big grin on your face.  Definitely recommended for car fans!",ryujingt3,"Apr 16, 2002"
7,Vin Diesel's breakthrough role...,"Paul Walker is an undercover cop from LA trying to infiltrate a street racer gang suspected of having some kind of connection with hijackings in the area.  Vin Diesel is the leader of the gang with the fastest hot rod in LA.The plot for this movie is superb!  With the headbanger's music in the background, it's the perfect setting for the younger crowd of today.  The special effects in this film is all right, but not that spectacular.  Walker makes this role work, but the only thing I don't believe is that he doesn't have some kind of partner working a little closer.  He's just a little too young for this kind of take on...but, then again, I thought Brian Bosworth was a useless piece of work when it came to the movie, ""Stone Cold.""  It really reminds me of that movie, but with a touch of the new millennium.",moviedude1,"Nov 21, 2003"
1,Look at all the pretty cars!,"So this is what we've been reduced to?  We watch cars drive by?  That's supposed to be enough to entertain us all by itself?  No storyline, horrendous dialogue, stupid, unrealistic characters that do stupid, unrealistic things.But don't worry, there's plenty of pretty cars.  Look at them go.  WOOO!! Those are some pretty cars.  And they go really fast.  Yeeeeha.  That's cinematic genius.I guess in some ways it makes sense though.  You can't afford good writers, good actors, and cool cars.  The producers of this film made their choice and they stand by it.Not me though.  I weep for humanity.",ElBastardo,"May 6, 2004"
8,Excellent,No content,sanezofficial,"Nov 1, 2017"
7,nice CARS!,"Cars... or criminality ? Or maybe some action ? Or some nice girls ? Or all together ?! Yeah, that is fast and furious! The soundtrack is cool. There is not much acting in it, but who needs acting when there are cars and girls like those anyway ?! :)",rak78,"Feb 12, 2002"
1,The worst film ever..,"What can I say?  The worst film of 2001?  the worst film of the Millennium? Yes, id say so.. Awful plot, awful acting, terrible ""action"" scenes and probably the most amount of Testosterone in a film..Never watch this film, never go near it in the cinema, never buy it on VHS/DVD.. This excuse for a film deserves to be burnt and never shown again..",gribzy,"Sep 16, 2001"
No rating,"Can You Say ""Point Break?""",No content,cheddar_fixxx,"Sep 30, 2002"
7,"A good, fun movie, but nothing more","I am not a car person.  I try to be, but I'm sadly am not.  All of my friends are (or at least most of them) but it's something I never fell into as a kid.  Movies are my thing, not cars.  So, here I am, review The Fast and the Furious, and guess what? I loved it.I love a good car chase.  Nothing in this world can impress me more than a good car chase.  To this day, RONIN still has the best chases (with maybe the Blues Brothers coming in second), but The Fast and the Furious makes a valiant effort.  Okay, TFATF has a plot recycled from Point Break (which is justt slightly a better movie).  Sure, the car chases will inspire teens to drive like stampeding cows.  But, this is the best dumb movie of the summer.Tomb Raider was stupid beyond belief.  Pearl Harbor was like a dumb blond, she looks good but we all no there is no brain in her head.  The Mummy Returns was just one long action sequence with bad special effects. Swordfish tried to be smart (and was, for the most part).  But the Fast and the furious knows that it isn't the smartest girl at the ball, and it admits it.  This movie is about cars, babes, and, ummm, more cars.Yea, all of the cars are rice burning Hondas or Mitshubishis.  There is ONE Volkswagon though...So, it's not too bright, but it's fun.  If you liked Point Break, you'll like this.7/10",Keyser Soze-12,"Jul 7, 2001"
7,Tuner cars in this movie.,"Is it just me? Or would most of the cars in this movie be a bit faster if they removed the 200lbs of stereo equipment? I have built some hobby type cars for racing, Nothing to serious. And I was always in the mind-set of when you want to go faster in the 1/4 mile the easiest and cheapest way is to remove some weight. Don't get me wrong I enjoy a good system like most. But if I was racing my car I wouldn't have all the weight of the subs amps extra batteries etc. Other than that and some of the cheesy ""hollywood"" lingo about car terms. I did enjoy the movie for what it is. All in all I would give this movie props for the good visuals and some nice rides.",wangus_mcfatty,"Jun 12, 2006"
9,Good fast,"I'll start with the fact that the late Paul Walker was filming here, everyone's favorite Paul Walker left a lot of positive emotions in the first part and the rest, where he starred, strongly merged into the film. The first parts of the afterburner differed from others in that there is physics here, it's nice to watch, there is logic, it's really a movie about cars, street racing, but it's not an action movie like in modern afterburners, where there's even no stupid logic. In general, the film is 10/10, the beginning of the afterburner industry, when you were really sitting waiting for other parts, they don't do that anymore. Definitely the best in parts.",alinasidorova82726263672,"Jan 19, 2022"
7,Point Break meets racers.,"The Fast and the Furious is not too bad.  The plot line is predictable but is presented in a way that makes it entertaining.  There are some scenes that are not believable and could have been better.  The most glaring are the robbery scenes.  It is just a miss match that is so obvious the director ignores until the end of the film.  The acting of Pawl Walker as Brian O'Conner and Vin Diesel as Domminic Toretto are not bad.  There are few difficult scenes that will make you wince but overall it is workable.  The chase scenes are generally good but the opening scenes is painful to watch.  It just does not appear plausible and does not make much sense.  Overall, not bad (7 out of 10).",rastaban3,"Feb 21, 2002"
8,Pretty damn good!!!!!,"I wasn't too sure about seeing this film when I first heard about it but I thought I would give it a chance anyway. Michelle Rodriguez and Jordana Brewster are worth the admission fee alone,Rodriguez looks extremely hot and will keep you looking for more.  If thats not enough there is action as well. Not to mention the amazing cars.The music only adds to the greatness of it.  Especially Ja Rule his sound track captures the mood of the film perfectly. I would give this film an 8 or 9 out of Ten and would recommend it to any film fan.Vin Diesel and Paul Walker seem to work well together and if you are taking a girl to see it it might just keep them interested in the film as well.",braveheart_alloa,"Jun 6, 2002"
7,Got to love a classic!,"Point Break with cars! Sure it is a little cheesy but in the best way. Fun cast and fun premise. Diesel, Walker, Rodriguez, and Brewster deliver a great movie.Overall : Once again, Point Break with cars. Do you need more?",Paragon240,"Nov 30, 2018"
1,Stupid Movie Splattered with Feminist Propaganda,"Horrible movie! Why is that everything coming out of Hollyweird has two major problems? One, the women are made to act like men. They dress more shabbily than the male characters, they have more physical strength than the male characters, they have more scientific aptitude than the male characters, they display more willpower than the male characters. The public seems to feed off this perverted view of modern women. Two, the plot in these movies is a joke. What's so difficult about making a normal movie that takes some brains to follow? All these films have explosions, more explosions, and then some more explosions. The style of filming is also becoming darker, more syncopated, especially the fight scenes. Ditch these garbage films NOW!!",Abusimble1,"Oct 24, 2007"
8,Guilty Pleasure,"On an objective scale, this film is pretty cheesy. It's a direct ripoff of Point Break. The acting from Walker and a few others is pretty terrible. Every scene is unrealistic...But why do we watch movies? We watch because we enjoy them. And I can't help but enjoy this film.It almost feels like it's in the same world as Training Day. Not as dark (and certainly not nearly as good as Training Day). But it captures LA very well. And nostalgia runs through this film like crazy. Makes me sad to know those days are over. And even sadder to know that Walker is gone.",drhoads-93743,"Jan 7, 2019"
7,Very good entertainment,"I had initially dismissed this movie as just mere satisfaction for the testosterone seeking crowd of young teenage males enthralled by 'fast cars and hot women' but after having viewed the film I was surprised by how much I liked it. Yes those aforementioned elements are addressed much to the appreciation of the film's target audience I'm sure but Vin Disel and especially Paul Walker's charisma made their characters very interesting and even sympathetic. I actually cared about their fates. The rest of the supporting cast also complemented the leads nicely, especially Rick Yune (Die Another Day). I'm not really that fascinated by cars (I think they are noisy and pollutive) but this introduction to the street racing sub-culture was informative. The stunts were also nicely done with minimal special effects. Solid escapism, 7/10.",perfectbond,"Feb 26, 2004"
1,"Stupid, stupider, stupidest, duhhhhhhh.","Some movies drop clues (albeit small) that allow you to believe, even in retrospect, that you could have ""solved the crime.""  Even if this movie is more concerned with the milieu of this racing society and the relationships among the characters, it needs logical plot development.  The fact that it doesn't have it aside, perhaps, from the ""revelation"" that the ""team"" must be getting all that money SOMEWHERE (something that could be said about just about every ""team"" out there), is the major weakness of the film.  In fact, one senses the only reason the guilty party IS the guilty party is because the writers sat around drinking a little too much Corona and decided, in their drunken state, that it would be cool to have those people be guilty...of course because it would maximally affect one particular relationship...which, of course, leads to the huge cop-out of an ending. Teens across the country will be declaring that this movie is ""true"" and ""real"" - I guess because it puts relationships and ""honesty"" within relationships above everything else.  Stupid, stupider, stupidest, duhhhhhhh.",majicman,"Jun 25, 2001"
No rating,THE BEST DAMN MOVIE I EVER SAW!!!!!!!,"Hi my name is Brian im from Queens,New York. I just wanted to say that THE FAST AND THE FURIOUS is the BEST movie i have ever saw in my life!I have the dvd and i watched EVERY single part of it...Deleted scenes, bonus material, everything..And ive watched it 33 times now...Im OBSESSED with cars and car clubs and this movie.Its got great actors,lots of action that left me at the edge of my seat, great stunt choreography and it covers all details that are needed to know in order to understand the movie. I also think that the end of the movie sets up beautifully for a FAST AND THE FURIOUS part 2.Because it doesnt tell u wat happens to Leon,Letty,Vince,Dom,Brian or Jesse..I think anyone who has anything bad to say about this movie should get punched in the face just like Dom did to Johnny Tren!BY the way i'd pick half those car's from the movie over any girl any day!!!",shroomzrocka,"Jul 30, 2002"
6,This film will make every boy racer moist!!!,"This film is every boy racers wet dream.This film will make every boy racer moist!!!I'm not into cars so I didn't much like this film.  Which failed as a film because of bad acting with the exception of Vin Diesel who is excellent in this film and a very thin story line.A six out of ten, because of Vin Diesel's acting at the up and coming talents of Paul Walker who is already a fine actor.Watch this film if you love fast cars!!",neilduvall,"Apr 10, 2002"
