Rating,Title,Content,Author Name,Date
10,Action Franchise Isn't Out of Gas Yet,No content,hypestyle,"May 25, 2013"
7,"It's dumb fun, and proud of it.",No content,Christian_Dimartino,"May 27, 2013"
3,"Brainless and Overrated, with the Longest Take-off Strip of the World","In Spain, Hobbs (Dwayne Johnson) meets Dominic Toretto (Vin Diesel) and tells him that he has been hunting the dangerous criminal Shaw (Luke Evans) through twelve countries and he needs the support of Dom and his team. Hobbs shows a recent photo of Letty (Michelle Rodriguez) that is a member of Shaw's gang to convince Dom to work with him and promises pardon for Dom and his ""family"" if they succeed to take Shaw down. Hobbs and his partner Riley (Gina Carano) travel with Dom, Brian O'Conner (Paul Walker) and their team to London where Shaw is plotting an evil scheme. ""Furious 6"" is a brainless and overrated movie, with nice cars, car races, beautiful girls but a moronic story. The viewer must be acephalous to enjoy this movie and to list the flaws in the plot would take too much time. My favorite one is in the end, with the longest take-off strip of the world. My vote is three.Title (Brazil): ""Velozes & Furiosos 6"" (""Fast & Furious 6"")",claudio_carvalho,"Sep 29, 2013"
7,"High volatile action, cool car chases and strong performances by entire star cast makes it a commendable watch","Enthralling car chases , heavy-duty action scenes coupled with live- action heroes like Rock and Vin Diesel is what defines Fast & Furious 6. Fasten your seat belt cause this one gonna blow your mind !!!Hobbs gathers Dom & team to track down an international mastermind Shaw who is designing a tech bomb which is capable of blocking the entire military communication grid. From the director of Tokyo Drift and Fast Five , Justin Lin gives you yet another knockout core action film which is breath-taking and stunning. The story is simple but it is execution part which is effective. Though the screenplay falters especially the runway action sequence ( which never ends :) ) but the gripping performance and well- choreographed stunts will keep you entertained. Cinematography is excellent . Art direction is spellbinding. Editing could have been better. It is Vin Diesel and The Rock which steal your heart with captivating performances. Paul Walker and Michelle Rodriguez lends in good support. I liked the fight scene displayed by Gina Carano ( MMA fighter featured as actress in HayWire(2011))Overall , I liked Fast & Furious 6 with high volatile action , cool car chase and strong performances by entire star cast. Good 3/5Join me on https://www.facebook.com/FilmyChowk to check out movies for your weekends",ketgup83,"Jul 6, 2013"
7,Mind Blowing,"For those of you looking for any Oscar nominations in this place, Fast 6 is not your type of movie. The name of the movie is Fast & Furious 6 and you must know what to expect from it. If you want to get your mind blown with some intense action sequences Fast 6 is here to entertain you. Intense Fight Scenes, American Muscle, F1 Cars, Tanks, Planes you name it. This movie has everything and all thanks to director Justin Lin. This movie comes up with everything you expected and unexpected. Very well directed action sequences and extremely hilarious comedy. Usually it's very difficult to make me laugh and sometimes I reply it with a giggle but Fast 6 really got me laughing out loud. Take a suggestion, leave your brain and facts at home and you'll have great time with this movie. Fast 6 well deserves 7.5/10",CaptKeshav,"May 27, 2013"
7,Ride or Die,"Review of Fast & Furious 6 http://www.yusufpoonawala.com/movie/fast-furious-6/ The gang is back,yet again. Fast 5 had taken this street racing franchisee to a new high and current series director Justin Lin, in what seems to be his last outing in this series, manages to say that elusive goodbyein style.This is pure adrenalin rush.The gang, living in early retirement after their 100mill heist in Fast 5, are reassembled by DSS Agent Luke Hobbs (Dwayne Johnson) and his partner Agent Riley (Gina Carano). Yes, its the cops asking the help of the thieves, since their latest case involves sophisticated thieves of a similar kind, but different class altogether. And the movie keeps on reminding us that class difference, repeatedly.",yusuf1976,"May 24, 2013"
9,You will either Love it or Hate it,No content,tags_skeewee,"Jan 10, 2014"
6,Two bald men have a bromance!,No content,sandiglendinning,"Jun 16, 2013"
9,Amazingly faster and more furious than ever,"From the first Fast & Furious these films has been a great success. At first OK and good entertainment, and undeniably a good idea. The second two was a let down with too much sideways driving, but then things started happening again. The fifth outing Fast Five was surprisingly the best so far. It WAS fast & furious! The pace was excellent, the story was good and the driving was amazing. This sixth outing adds a lot to the last success, which made 630 million dollars in the cinemas only. The world's biggest car film franchise!F&F6 which premiered in London a week before the rest, due to London being the base here, is ferociously faster and more furious than ever. The only thing that doesn't take off here, is the plane in the end! F&F6 is starring some of the most amazing sports cars classic car lovers adore. This time also European super-cars!The amazing British handmade Jensen Interceptor, the ultra rare Dodge Charger Daytona made in only 300 ex (though here in a replica) and the sporting legend of a every day classic, the Ford Escort RS2000 are tangled in together with the well known Mustang and Corvette. You'll also find a Plymouth Barracuda, a 2011 Dodge Charger, A Nissan GTR, BMW M5, Alfa Romeo and Aston Martin is also present. Put into the mix the most classic tank driving since James Bond drowned his in Russia, sadly enough crushing a Mustang, and you got a driving focused classic which is even better than the Fast Five!This is a continuation of Fast Five, and some kind of prequel to the first. Impressive action stunts, fast cars, sexy entertainment, well acted by the crew we've grown to like so much. Amazing driving action is the driving force of this film, containing a car chase on a long strip against a plane, and a long carcasses a city night. I love that Gina Carano is added to the crew. This is so right it can possible be. This seems to be an unstoppable success story, which will continue to bring classic drivers cars out of oblivion, making new fast for the old classics which should be preserved for the future in a world where cars are looking like bars of soap.As long as this franchise can keep up with the feel good action and showing the use of nasty cars and chic girls combined with an effective story which includes the classic car chases, this will deliver the thrills.What will be the cars in the seventh outing? I bet for a Monteverdi, most certainly a Maserati and a nice TWR. I'd sure love to see more of the Jensen Interceptor, so may I suggest a four wheel drive FF-battle between Jensen FF racing against a Ferrari FF? I suggest the name FF7 - Fast & Furious Four Wheel Drive!Don't leave the cinema too early. In an extra clip you'll get a little glimpse of what to expect in the next episode, and who's the obvious bad guy in this. Well, we just have to wait a year, because the seventh is on a year from now. Enjoy the rides! I sure did!",OJT,"May 13, 2013"
7,"Simple, kinda solid and a hole lot of crazy action... Needs more Diesel!",No content,notaufo,"May 23, 2013"
8,The Fast and Furious franchise gets even bigger,No content,CMTiago,"May 31, 2014"
7,Action Overdose,"OK this film is worth watching, however the older you are the more you will be put off by the quantity of action in it.Everyone managed to have at least one worthy performance. Although some of the better actors managed to perform well throughout the entire film.For me the disappointment was with Bruce Willis and the quiet Chinese guy. They were the most unconvincing performances.Like bad roller coaster rides, the kind that do more than just excite/thrill you, by the end of the ride you feel sick and never want to go on it again. This also describes this film's viewing experience.If only they could beef up the script, tone down the action, stop putting in, so called ""cash magnet"" actors like Bruce Willis, (that really should retire.) Add some depth along with a more sophisticated soundtrack. They would have made a one-to-remember type film.I normally do not like ""the Rock"" however in this film he does one of his best and believable performances! I really liked Vin Petrol too, he was awesome in this film and I wish he would act in more credible titles. The guy that plays the baddie is very good, once again proving he is around to stay.Anyway all in all a good movie, one that requires zero brain power to process, yet not quite boring enough to send you to sleep half way through.Summary A cliché feel good action flick.Questions... Is it worth cinema viewing? - No; Is it worth buying? - No! Therefore wait until it is on the TV or hire it out when there are no more ""Big Titles"" left to watch. ;)",killgamers,"Jul 7, 2013"
5,I don't get how this and the previous installment were so well received. They're utterly stupid.,"A rare film that I saw in the theater and barely remembered I saw it just a few hours later. Honestly, I had no interest in it, was just with family over Memorial Day weekend and had a free ticket anyway. Still, what a waste of time. Who cares about the plot? Whenever the characters are talking between action sequences, it's pure torture. Who gives a crap what these people are saying? The action sequences themselves are somewhat amusing, but they aren't really that good. Too much editing, leading to occasional confusion. Physics are completely ignored. Momentum, inertia, gravity: fuhgetaboutit. When I watched the fifth F&F movie, which I did because it actually got very good reviews somehow, I thought to myself, eh, maybe I disliked it because I was watching it at home alone, which is clearly not the right environment. But hanging out with family and seeing the sixth one with an audience, yeah, I think they really do suck (though, truth be told, I remember enjoying the first one, which I saw on video with my brother when it came out).",zetes,"Jun 2, 2013"
7,Good movie dragged down by Hollywood stupidity,"This is a good movie. It is pretty much what you would expect from a Fast & Furious movie. It could have been a great movie but it is unfortunately dragged down by some of the not too unusual Hollywood stupidity and arrogance towards the viewers.Vin Diesel and Dwayne Johnson are perfect in their roles as old-fashioned, hard-hitting, fast-driving macho guys. Michel Rodriquez is doing a decent enough job as well but then I do like Michel Rodriquez so These guys are making a lot of the movie for me. The rest is not bad but more like filling out some empty space compared to Vin and Dwayne.This is of course a movie about fast driving, action and special effects. In those areas it does not disappoint. There are lots of fast driving and lots of action and special effects. Not all of it is entirely realistic of course. This is rather expected and I can live with it as long as it doesn't go to far into the realm of ludicrously unrealistic which it, sadly, did towards the end. Although the effects and fights themselves were quite cool the entire flight escape scene was just ludicrous. They were driving at take-off speed, both on the ground and in the air, for how long? 20 minutes? That must have been the worlds longest runway. This is what I call Hollywood arrogance towards the viewers. Do they really think the viewers are so stupid that they will just buy this? Or is it that they themselves are so utterly stupid that they do not realize how utterly wrong the entire thing is? For me this really dragged down an otherwise great movie.Otherwise the movie is a nice blend between macho talk, action, lots of fast driving, some humor, some more action, some more fast driving and lots of chars getting smashed. In short all the things that make up a good fun action movie. The story itself? Well, as far as I am concerned, fairly standard issue which held the action together reasonably although the basic idea and technical aspects, especially this ""EMP chip"", where not very believable.On the whole, it was a good and enjoyable movie which good have been great if it were not dragged down by Hollywood stupidity.",p-jonsson,"Apr 4, 2014"
7,"As if swanky cars weren't enough, Fast and Furious now have 'Tank' rampaging the roads—and, you are in for one hell of a ride!","Yipin (Justin) Lin nails another F&F movie. The 6th installment doesn't just pick the tempo where Fast 5 concluded; it gets bigger too, and straightaway—no lag on plot development or character insights as it is already all set. From scene one you have fast cars in action, trailblazing through some beautiful locales.F&F also provides what was amiss in Fast 5—a real villain of credibility in Shaw (Luke Evans), well supported by his sidekicks who match (even betters) Dom's crew blow-by-blow, i.e., until the climax of course.Action in the film, as it was supposed to, overshadows all other aspect of the film but comedy, overall acting, editing, camera work, special effects, etc. gel well in this in this high octane showdown.All in all, a perfect summer blockbuster for action buffs.If the sneak-peek of F&F is anything to go by then the F&F 7 is going to be even 'massiver'—the newest addition (current tycoon of action films) to cast/franchise certainly indicates so! What more. Being a huge fan of Diesel's 'Riddick', I hope the success of F&F avails him enough riches to decently market/promote another potent, niche-focused, action/adventure franchise of his.7.5/10",YasheshJ,"May 26, 2013"
7,Did not disappoint.,No content,Ksmithbrewer001-603-535593,"Jun 9, 2013"
8,Vin diesel and family bring a non stop thrill ride,"By now the Fast & Furious franchise was made in the eyes of Hollywood, following a massive box office haul for Fast Five, the picture that saw Justin Lin begin the transition from street racing car movie series to explosive action heist franchise, a transformation so many other series' would never be able to pull off five movies in. This one did and, remarkably, the films began to improve in quality - in that regard, Fast & Furious 6--arguably the most bonkers and joyously fun outing for the franchise to date--is the pinnacle of a series seemingly immune to the law of diminishing returns, where Vin Diesel, the late Paul Walker and their crew only seem to become more likable, more charming and more watchable as the franchise grows more confident, more explosive and more wonderfully insane by each film. This is the one where Lin, right from the off, lets everything off the chain - you'll be hard pushed to find anything made for the last few decades that's as gleefully, knowingly dumb, fun and exciting as Fast & Furious 6. For that, it's almost entirely a joy.What was originally known as Fast Six (a better title, arguably) was pre- visualised and written by Lin and series' writer Chris Morgan almost in tandem with the previous picture, hence that movie's post-credits reveal that Michelle Rodriguez's Letty was alive and well, and indeed seemingly had taken a dark turn, after apparently being blown to smithereens two films ago. Her reappearance sparks Diesel's gruffalo Dominic Toretto and his crew--now all freshly minted millionaires after their Rio heist in the last film--to this time team up with The Rock's badass DEA agent Hobbs in tracking down & bringing to heel the terrorist who seemingly has her captive - Luke Evans in full smarm mode as callous Brit-baddie Owen Shaw. Much like Joaquín de Almeida's limp drug baron in Fast Five, he's the villainous weak link here; Lin never much bothers to make him all that menacing and up against beasts of men like Diesel & The Rock, you need a strong villain. No matter because the picture has its eyes elsewhere - yes admittedly the attempts at injecting drama as Diesel monosyllabically tries to protect his 'family', but at the same time the humour and charm is plentiful amongst an ensemble who are very at ease with one another, nobody showboating to gain the limelight but all getting their moments in the spotlight. But forget all that, there's stuff that needs exploding and boy does Lin have fun there - be it a thrilling chase through London in souped up formula one heist cars, a truly insane freeway chase involving a runaway tank and an even more bonkers climactic plane sequence with the longest runway in movie history (honestly, it must be ten miles long!) and a series of fights that culminate in Diesel, literally, executing a flying headbutt. My girlfriend, a huge fan of Diesel and the franchise, admitted she didn't know whether to laugh or cheer. The simple solution is you do both, and Lin actively encourages it.While the end seems to resolve proceedings in a barbecue tinted bow, Fast & Furious 6 then unleashes a wonderful stinger of a post-credits sequence that not only resolve a bizarre continuity niggle (which has basically meant films four, five & six are effectively set before three weirdly) but tees up a thrilling and very recognisable menace for the next picture, which could possibly send a franchise already soaring with gleefully nonsensical and thoroughly enjoyable bravado into the stratosphere. The way it's heading, we are surely destined Fast & Furious 10 to see a geriatric Diesel & The Rock battling alien invaders orbiting the Earth. We can only hope.",Tyson14,"Apr 8, 2015"
7,"Fast Paced Action, Furious Storyline",No content,poet512,"Jun 13, 2013"
9,Fast & Furious 6 Movie Review By Andrew Brauer,"It's crazy to see that this franchise has gone to a sixth entry, but what is even more surprising is that it's actually been getting better. The first four Fast & The Furious were pretty cheesy action movies that would cater to a certain demography, but when Fast Five came out in 2011, I was very surprised at how much fun I had with it, and If I did review movies back in 2011, that would've been on my Top 10 of Best for the year. Now two years later we have Fast & Furious 6, which takes place where Fast Five finished, Dom (Vin Diesel) and his crew are living large as millionaires but Hobbs (Dwayne Johnson) shows up and needs Dom's help, as a new group of criminals led by Owen Shaw (Luke Evans) is after an important computer chip that could lead to a even bigger threat. But the big reason why Dom and his crew will help out, is because one of Shaw's right hand men is Dom's former lover Letty (Michelle Rodriguez) who died in one of the previous films, but turns out to not be dead. Dom, Brian, Roman, Tej, and everyone else returns to rescue Letty, and clear they're names for good. Now for starters, does this film have the greatest writing or acting in the world, of course not, but it is insanely fun and without a doubt one of the most entertaining films this year. This film is extremely well directed with Justin Lin (Fast Five) at the helm, the action sequences look incredible and every time something big and exciting was about to happen, I was pumped up and was giggling with excitement. In fact, the final action sequence is one of the coolest action scenes I've witnessed in a long time. The pacing is also quick and hardly slows down, whereas for the story is simple and hardly focuses on it, unless it involves the overall message about family and togetherness. Fast & Furious 6 has what was missing out of Pacific Rim, which the problem with Pacific Rim was too much story, not enough action, Fast & Furious 6 is all action, little story, and it works so well. The acting is fine, everyone has been doing these movies for a while so they know what their doing and they do it well. The humor is great as several times I cracked up (most of it is from the comic relief of Tyrese Gibson's Roman), the soundtrack is great, and although the writing is pretty silly, it does serve for some truly perfect quotes. Problems are that logic is thrown out the window for this film, if you think more than you watch, you'll just hate watching this because hardly anything makes sense. And some scenes around the middle go on a little too long, especially the prison scene. But Fast & Furious 6 is comfortable with what kind of film it is, a silly, over the top, but extremely entertaining crowd pleaser. I haven't this much fun with a movie in a long time, all you need to know is fast cars, hot girls, explosions, and muscles. Just leave your brain at home and enjoy the ride.",andrewbrauer96,"Nov 24, 2013"
7,The 25+ mile long runway....,No content,FlashCallahan,"Jul 14, 2013"
9,Best In The Franchise,"It's so rare nowadays that sequels improve and franchises get better, well Fast & Furious shows us it's truth. This sixth addition lives up to it's speedy natured title yet again with furious action sequences that will excite audiences from the epic scale convoy heist to the knockout plane finale, it's all so over the top and that's exactly what you want. This addition spans the globe from the streets of London, the busy roads of Tenerife and back and forth from the USA. Justin Lin is the ultimate director for this franchise, he keeps every aspect sharp from the beautiful camera-work, the expertly crafted stunts to the fantastic character chemistry. The best thing about six is that it goes in a new direction, heading towards a more action drama, as the main focus is family, and the crew are closer than ever, and whenever a character is in peril you feel for them and you begin to hope everything turns out alright. The cast deliver fine performances, all of which are the best in the franchise, there's genuine chemistry and strong interaction, and when Mia is kidnapped you will gasp. Owen Shaw, played by Luke Evans, is hands down the best bad guy in the franchise, he's menacing, motivated and very sly and he aims at the protagonists weak spots, pushing their buttons resulting in fantastic face/offs. Gina Carano is back and better than ever, I last saw her in Haywire and she is still electrifying, super sexy and a spectacular fighter, the cat fights between her and Rodriguez are enough to stand up to the ground breaking force of the Rock and Vin Diesel. The story is tightly packed, the camera-work follows the pulse racing action and there are tonnes of shocks and twists, this is a top notch addition. Plus, the credits feature an epic-beyond-words cliffhanger that will leave you in awe, and ready for part seven.",JamesIan2021,"May 14, 2015"
7,Still engrossing,"Normally by the sixth entry of a franchise, the films have already began running their course. Thankfully (and surprisingly) this film doesn't follow that tradition and is actually making the franchise as a whole stronger.",fabiolay,"May 2, 2022"
1,Why don't they make something different ? Always the same old.,No content,prabhat_kataria,"May 24, 2013"
7,The Best One Yet!,"Yes, I am aware of the fact I have written ""The Best One Yet!"" and only gave it a seven out of ten. Yes, I loved the movie but it did not exceed all my expectations. The length, well, it was very long. I wouldn't be bothered about the length but this film did not amaze me, and I wasn't prepared to see more. The plot. I liked it, but there was a flaw. Yes, it was about cars and racing, but unlike all the other ones, this had the least of it. It definitely shouldn't have been titled ""Fast and Furious 6"", it should be ""Chasing Shaw"", which includes a hint of cars, but the main idea of this film. The acting. It was good. But, it didn't make me feel like I was there, to be honest, I felt the only scenes that blew my mind were the very visual ones that included stunts, action, or humor, but otherwise I felt it was to..to self-centered on the plot, (MUCH different than what I expected) where the characters weren't able to do what they were meant to, and it made a big impact on the movie.In conclusion, Fast & Furious 6 was an outstanding film with some flaws that definitely effect my opinion, but yet I do encourage you to see the film yourself. Most people liked it much more than I did, and with the box office total just for the past few days, I think that you would like it as well as mostly everyone else.",jagsports01,"May 28, 2013"
7,Cars vs Planes:Dawn of repeatedly saying family.,"I've said it many times before, but one of the main reasons why the F&F movies failed to reach mass appeal before Fast Five was because of their villains. They were always forced to take on low end drug dealers and people who have little to do with their line of work; driving cars really fast and stealing things. With Fast & Furious 6, the team gets to take on Owen Shaw & his own crew, who are equally as good at doing crazy stuff on wheels.Dom regathers his team, including Brian, Han, Gisele, Roman, and Tej, after Hobbs comes to him with an offer he can't refuse. The chance to save Letty from Shaw and take him down, in exchange for full pardons all the way around. After quite a few films on the run and unable to return to his home in Los Angeles, there's no way he could turn down this opportunity, even if it meant going up against his former girlfriend thought dead, Letty. Fast & Furious 6 has even more muscle, explosions, faster cars, and just downright insanity. But it isn't as clean cut or polished as Fast Five. Granted, a movie like this doesn't necessarily need to have a concise story or developed characters, but they've done a much better job at doing those things within the last few films. The 6th film feels a little slower and maybe even a little too long, with the end product still putting a huge smile on my face. But when comparing the two, a second watch definitely exposes some of this film's minor flaws.The one thing this film, and pretty much all of the films since 4, is that each keeps topping itself. Just when you think they couldn't top stealing a vault and dragging across the streets of Brazil, they take down planes with cars. The tone deafness of the series is gone and the new breed of F&F is here to stay. The crazy thing is, you buy into all of it. I bought into the family from the beginning and I one-hundred-percent buy into the series embracing it's goofiness. The film also manages to implement more humor into the 6th film which is something the franchise has been missing. Or at least, humor that actually makes people laugh. I won't count those horrible attempts at humor in the 2nd film.What makes this film stick out his that it's the first time the crew gets to go up against an entirely new crew with the same set of skills. Luke Evans is great as Owen Shaw, The Rock has never been better, and who doesn't love watching Ludicrous and Tyrese Gibson crack one- liners at each other. Better yet, every word out of Vin's mouth is a one-liner. Overall, the ante is once against raised and the series punches its way through another smash hit. Fast & Furious 6 is an insane thrill ride from the beginning to end.",ryanskywalker-87402,"Apr 20, 2017"
7,What I think of Furious 6,"It did not disappoint. If you are familiar with the franchise and who isn't. It's everything you come to expect. Just more of it. Not looking for no deep meaning, just fun. Some of the stunts are unbelievable but I expect spectacular from this franchise. I don't know how much longer they can keep it up and keep something that fans will spend their money for. I loved the comic relief. Hope there's more of that in the next movie. Good to know people are still making movies just for fun. Every film does not have to have social commentary just great cgi! Don't get me wrong there is a plot & a story. Same basically as all the others in the franchise and for subsequent movies in the Fast and Furious line.",alekitten1,"Sep 30, 2015"
8,What a great surprise!,"I'm a big fan of the Fast & Furious franchise, but since the last movie (Rio) i was like ""it's a good action movie, but it had lost its essence"". Now, after watching F&F 6, i've the feeling that one part of the original story is back. The cars have a bigger role (now they can be called secondary characters), but still isn't the same as F&F , F&F 2 and F&F Tokio. All the characters (specially Dom, Brian, Hobbs and Letty) were well created, respecting their origins and explaining some important details from the past movies. I've rated 8 for some reasons: 1) action sequences that goes against gravity in so many ways; 2) it's a little too long; 3) the cars and races still have a secondary role.In general it's a great action movie, with a good plot, nice races, really funny (thanks Roman!) and exciting. If you're a big fan of F&F, why haven't you watched yet?? If you're not a fan, but like action movies, i strongly recommend it!Hope this review helps!",lucena-neto,"May 25, 2013"
7,The coolest gang is back !,"Following Fast Five and its post-credit scene, this was the most hyped summer movie. And it did justify it somewhat, with me being edged to the seat throughout its 130 minute run.Its different from any other action series for having a gang that is family and has a code, primarily laid out by Dom. It increases its grip by nostalgic moments from its prequels (""We Own It"") and is incredibly fast (amazing action sequences). Some of it is non-realistic, but we won't term it as no-brainy. Yes it does have its weak moments, but it'll still be termed as 'Must Watch'.Though best movie in the series still remains the 2001 original, this is pretty awesome. Without revealing much, do enjoy this and whatever you do, don't leave your seat till the credits roll, believe me!",iamshauryataneja,"Jun 3, 2013"
8,Totally worth it! and gets you ready for Fast 7..,"Unlike other movie series, this movie wont disappoint you for a bit. Keeps you on the edge of the seat most of the time and at times takes you to totally relaxing mood, like coming back home.Action packed, fast paced with a touch of romance and giggles, Fast 6 opens up an entire new platform for explosive movies. Though you will find Vin Diesel getting older he still has got some good fights to enthrall you. Rock is as usual his best, you may wonder if he is just coming out of gym working out. There are 2 action sequences that you must not miss. And also the last 1 minute... and finally a piece of advice. Its one of the movies that you should not miss watching on the big screen, so don't wait for the DVDs/torrents to come out. VAI SCORE : Action - 9 /10 Script - 7/10 Acting - 8/10 Music - 7/10 Theatrical experience - 9/10 Overall - 8/10",thatsmydesire-80-641565,"May 25, 2013"
7,"Hard To Believe, But Who Comes to These Movies for a Plot?",No content,georgeislive21,"Dec 29, 2013"
8,Kept me at the edge of my seat,"Although I'm not a hardcore fan of this franchise, I did watch all of its titles and frankly speaking this installment kept me at the edge of my seat for a good two hours of actions, except maybe for the somewhat lengthy and awkward but fortunately rare conversational scenes. I like the breath-taking and adrenaline rush of the 'unusual' car-chase scenes, which have already been revealed in the trailer, involving F1 cars, a tank and even a plane. As for the speed rush, you'll just have to watch it yourself. I also enjoyed the little bit of reminisce in classic scenes here and there, as well as some humorous scenes involving mostly Tyrese. Got to give it to him for the laughs.I don't mind the fact that there's more of Dwayne Johnson but I'm actually quite disappointed with Paul Walker's underplayed role. Vin Diesel could also use a bit more facial and non-verbal expressions. Overall I find it as one of the best installment of the franchise, and definitely a good watch if you're a typical action flick fan. 8 from me as it certainly tops my action movies list of the year, but pretty straight-forward and not quite yet to reach a 'legendary' status that movies like The Matrix and Rambo enjoys.Oh and special credits to the production team for the bridge scene and the teaser for the next installment (remember to stay seated when the credit starts to roll!)",tzmmalaysia,"May 27, 2013"
7,The sixth film has arrived!,"Fast & Furious 6 is the sequel to Fast Five (2011) and the sixth installment of the FAST & THE FURIOUS franchise. This film was in development by February 2010 as the first film in the series to move away from the underground car-racing theme of the previous films in the series which was considered to have placed a barrier on audience numbers. The film was released on May 24th, 2013 and grossed over $780 million dollars worldwide.The plot follows Dominic Toretto and his crew who has retired following their successful heist in the fifth film, but remain wanted fugitives until they return to the USA at the end of this film. USS Diplomatic Security Service agent Luke Hobbs offers to clear their records and allow them to return home in exchange for helping him to take down a skilled mercenary organization led by Owen Shaw, one member of which Toretto's presumed-dead lover Letty Ortiz. They save Letty, but Mia is kidnapped by Shaw's team and this leads into a super-intense conclusion.The story is really well-thought out, but there are a few flaws but that does not stop this movie from being really good. Some of the dialog does not make any sense, but some of the jokes and dialog by the cast makes a lot of sense in some of the movie really cool. A few lines are also really quotable lines especially with our main antagonist when he reminds Dom and the crew saying, ""This code you live by, is the very reason why you weren't even in the game."" The action is a little over-the-top but it stills keeps me interested. However, the second car chase in the middle of the film was way too destructive in this film, but I really liked it though. But did you really had to try and kill Letty by throwing her off a tank? No. I will admit, the ending 12 or 14 minute climactic car-chase sequence is pretty awesome with a mix of CGI, pre-visualization, stunt work and live-action footage.The acting is a little confusing, but I will give credit to our main actors: Vin Diesel as Dominic Toretto, Paul Walker as Brian O'Conner, Dwayne Johnson as Luke Hobbs, Michelle Rodriguez as Letty Ortiz, Jordana Brewster as Mia Toretto, Sung Kang and Gal Gadot as Han Seoul-Oh and Gisele Yashar, Tyrese Gibson and Ludicrous as Roman Peace and Tej Parker and of course, Elsa Pataky, Chris Hemsworth's real life wife, as Elena Neves. They all do a good job. John Ortiz returns as Braga and he does a good job, but he is only in the prison scenes. Gina Carano plays Riley and she does a great job as a villain, at the end, but even then she's a mixed-martial arts fighter and her performance is over-the-top in a few areas, but she keeps me interested in her character until she is killed by Letty.Our villain is British newcomer, Luke Evans as the role of Owen Shaw, the brother of the next villain, who is revealed as Han's killer at the end of this film in a post-credits scene that sets up FURIOUS 7 fantastically as the evil Deckard Shaw, who calls Dominic with a threatening message: ""Dominic Toretto, you don't know me. But you're about to."" The music is composed by Lucas Vidal and I am confused because I like Brian Tyler's musical score for the other films in the series, even Furious 7. I don't like half of Vidal's score, but I am glad some of Brian Tyler's music is present in this film.Also, I am very sad to see Gisele die. That part when Gal Gadot's character sacrifices herself to save Sung Kang's character, Han was a little bit over-the-top. Also, we see Han die again and this was shown in Tokyo Drift, the third Fast and Furious film, that was released in 2006.So, overall, with FAST SIX or FAST & FURIOUS 6, I both love it and hate it. The movie does a few things right, but the whole idea of kidnapping Mia was a little bit crazy, but this is FAST and FURIOUS, so I'll give credit to the director Justin Lin and writer Chris Morgan for coming up with a great climax. I give it a 7.9 out of 10. It's not the best Fast and the Furious film ever, but it could have been a hell of a lot worse. And I do mean worse, I'm referring to the fourth film, simply titled Fast and Furious, which was released in 2009.",joshuadrake-39480,"Apr 23, 2015"
3,"My 12 year old brother enjoyed this film, I, however, did not.",No content,matthew-lee-ward14,"May 22, 2013"
No rating,Just A Bad Film,"So much for the old phrase ""quit while you're ahead."" Quit after you've sucked every golden egg from the tired golden goose until you kill it might be the creators of Fast and The Furious philosophy.I truly think that some die-hard fans are so fooled by there own limited views that they really think this thing is a good film. The sad thing is that they really believe the nonsense they are peddling. More's the pity. Apparently, they'd rather lie to both you and to themselves. If your thought process is child-like and you're not very intelligent, you may find Fast and Furious 6 to your liking but even then I have my doubts.Awful at every turn.",megaknocker,"Jun 22, 2013"
6,Why,Why do I think this movie series is just a money making,zhyarTheChosen,"Sep 9, 2019"
7,Perfect Recipe for a summer blockbuster,"Great sequel and the best series ever. And the good thing, there is more to come. I hope the creators of this movie franchise keep up the good work, they have been doing. This movie franchise works on the formula of - Fast Cars, Hot Girls, Fast Action, Grey shaded Characters, Comedy. But since the FF5 movie, something changed. Things got bigger and better. Dwane Johnson joined the crew. And what a boost he gave to this franchise. Dwane and Vin Diesel, face to face was awesome. Also the main attention in the movie has shifted to action scenes involving huge vehicles and environments. Sometimes unbelievable, but 100% enjoyable. Also the level of special effects has improved. Also the background music and songs are good. Perfect time-pass movie.",alexander-khalkho,"Nov 8, 2013"
7,"Just for entertainment, nothing more","There is nothing I could say about ""Fast and Furious 6"" besides a fun movie with dumb storyline. I must admit that the action scenes in this movie is bigger and cooler than other previous series but in storyline, ""Fast Five"" is much better. ""Furious Six"" undeniably has more action sequences, car crashing and bigger explosions which is fun to see in the summer season. It's what all ""Fast and Furious"" fans expected to be. Besides that massive action stuff, there's nothing left you could expect from this movie. The quality of storyline is so bad and dumb that makes this movie goes nowhere and no different from their previous franchise. The more you think, the more you feel silly about this movie. For example, the scenes when Brian pretending goes to jail for searching information about Letty that even their team and Toretto himself had already known about it before Brian told them, so what does he go to jail for? The cast in ""Furious Six"" are also flat and standard. As Indonesian people, I'm really proud of Joe Taslim for his first Hollywood movie debut. I know that he doesn't speak much but it's just enjoyable to see him fighting and taking quite important role. Overall, ""Furious Six"" is kind of good movie to see this summer and one of the great one from the series. But if you're searching for a good quality movie with strong storyline, it's not that kind of movie.",aldri-feb,"May 23, 2013"
