Rating,Title,Content,Author Name,Date
3,Cinematic Noise,"The third film of The Fast and the Furious was cinematic noise. It was just engines revving and an obnoxious soundtrack that was used to tie together a flimsy plot and generally unlikable characters. It was a sequel that did not feature any of the previous actors (except for a cameo at the end) and could have easily been a straight-to-DVD film with little connection to the original. It was properly due to the film being shot in Japan that forced it to be a cinematic release. The filmmakers were even able to find a lead that was less charisma and acting ability as Vin Diesel and Paul Walker.The Tokyo nightscape was nice and there was some decent race sequences, but it not enough to redeem Tokyo Drift. It's amazing to think that Justin Lin and Chris Morgan were able to turn The Fast and the Furious into the juggernaut it became.",freemantle_uk,"Jun 17, 2021"
8,It wasn't as bad as I had thought it would be....,No content,Ryancoke25,"Nov 11, 2006"
7,Pleasantly surprised!,"Okay, first off. I can understand why the F&F series have such low ratings on IMDb. They're basically are dumb-as-dirt action/racing movies whose only sole reason is for all the cool cars and great racing scenes. Being that I wasn't expecting ""The Godfather"" I had to say I enjoyed both F&F and 2F2F.But I had NO expectations for 'Tokyo Drift'. I thought they can't get Vin Diesel or Paul Walker for #3 and they want to make more money so let's add some mildly-recognizable teen actors and everything should be okay. Basically that's why the film did only half of the second at the BO.Even though my expectations were near the floor, I rented it last weekend and I have to say I was pleasantly surprised. First of all, the world and the racing style of the Third movie is way more interesting than either one or two. I enjoyed the cast of characters in this movie more than the second, all for except the female lead.And the racing...WOW! If you ain't a racing buff like I ain't, then you'll probably not have heard about drifting. I would never do it but DAYMN! Does it kick ass! The cars were awesome and the action scenes were incredible, especially the Final Racing scene that pairs the hero and the villain against each other on a mountain course that only can be described as s#!t-inducing (maybe it's not a more but it's the best to describe it) The film had its weak spots here and there and the dialouge could be considered groan-inducing, but if you lower your expectations and just go for the racing then I promise you will not be disappointed. 8/10 p.s.: I also like the surprise apparance of one of the Main characters from the first. I won't say who it is, but you'll like it.",rayato,"Sep 25, 2006"
1,I hated it,No content,arnieiam,"May 9, 2011"
No rating,not a good movie at all,"This movie was horrible. The acting was laughable. The story was completely unbelievable. I can't stop watching. I don't know why. First off, I liked the first one even though it was a remake of Point Break. Maybe because I think Vin is cool. So I will say that the best part of the movie is the last five minutes. I think it's a Road Runner that he's driving. Anyway it's beautiful. But......., why are there so many car collisions without any damage to the cars. You shouldn't have to watch closely to see it. Also, ""DK"" keeps walking around with his chin down looking up at everyone giving them the evil eye almost like he's auditioning for a Manson video. Good way to get that big nose broken. Most of all, I'm assuming that both cars in the final race down the mountain have at least similar qualities under the hood. How much more does that mustang weigh than that little rice rocket. Also, DK keeps trying to force him off the road. That mustang would rip through that other car like it was tin foil. One thing this movie does have is enough eye candy to pacify anyone who has the yellow fever. It's actually almost enough to make me move to Japan. In summary, I don't like this movie but I can't stop watching it.",crutch321,"May 9, 2007"
6,Surprisingly good!,No content,comedyking23,"Feb 3, 2007"
7,"More enjoyable, but still not better than the original, but not the worst.","Following the box-office financial success of 2 Fast 2 Furious, another sequel was already planned for a release in the summer of 2006. So now I move on to the third film, but is chronologically the sixth film in the series as it is the film to take place before Furious 7, ""The Fast and the Furious: Tokyo Drift"".I won't explain the whole plot, but here is a quick summary: A teenager named Sean Boswell becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.The story is a little bit incoherent, but this is ""The Fast and the Furious"", so I will keep this review very short.Needless to say, I love ""The Fast and the Furious: Tokyo Drift"". It has a great story, great action, a good musical score and darn good performances from the cast.The action is really top-notch. The car chases was very intense and much reckless this time around because this had some reckless behavior in this film, so this is why the movies have a PG-13 rating. This film did have a scene where a character named Han-Seoul Oh dies in a car crash, which we see again in the later two films, ""Fast and Furious 6"", which was released in 2013 and ""Furious 7"" in 2015. But in the sixth film, it was revealed that Owen Shaw's brother, Deckard Shaw, killed him and blew up his car. That was just sad and a little scary to see.The car chase at the beginning of the film was a little disturbing to watch because after the two boys race each other over a girl, they are all shown with blood on their faces. Han is also shown with blood on his face, but that doesn't stop me from liking or reviewing this movie.The acting is really great. Lucas Black plays the role of Sean Boswell, the main character, and Black would play the part of Sean Boswell in the seventh film in the film franchise, Furious 7. Bow Wow plays the role of Twinkie and he does an okay performance, but he is also in the seventh film using archival footage.Sung Kang plays the role of Han Seoul-Oh and he would play that role for the next three films in the franchise. He does an incredible job with the dialog written for him.Nathalie Kelley plays the role of Neela, who is Takashi's boyfriend, but has romantic feelings for Lucas Black's character and she does a darn good job in her performance. Brian Tee as Takashi / Drift King just drove me crazy. He is the perfect villain and his performance is very dark and serious. Tee as Takashi / Drift King just really creeped me out when the first scene with him shows.The only character to return from the previous entry, which was the first film, titled The Fast and the Furious, which was released in June of 2001 is Dominic Toretto, played by Vin Diesel as he agreed to make a cameo in the film in exchange for Universal's ownership to the rights to his Chronices of Riddick franchise and character, in lieu of financial payment. The musical score composed by Brian Tyler is just amazing and he would compose music for the fourth film, titled Fast & Furious, the fifth film, titled Fast Five and the seventh installment, which is just titled Furious 7. He blends the musical instruments together in this spectacular musical score.The direction by Justin Lin was bad but I really liked it and the script was written by Christopher Morgan and he really does an incredible job with an amazing dialog and is very cool.Overall, The Fast and the Furious: Tokyo Drift is as good if not better than the first film, while there are some major flaws, it is still enjoyable and I still think this is watchable. For people who liked the first two and hated this one, watch it again and you will find a darn good story.",joshuadrake-91275,"Sep 23, 2015"
5,Too much of a departure,"This film takes place in a completely different setting and has different characters from the rest of the series, although it is shoehorned into the continuity later. With all due respect to the main actor, he was clearly far too old to play a convincing high schooler. The cars and racing were cool, for sure, but the whole time I just wondering about the original characters.",briancham1994,"Jun 1, 2020"
9,"Glossy, exciting bubblegum for the eyes and brain","The third installment in ""The Fast and the Furious"" series is possibly the best so far and was a pleasant surprise. I went into this film with low expectations but was genuinely thrilled by the film. As a devoted petrol-head, it doesn't take too much to start my heart pounding and the sight of the automotive pornography portrayed here certainly did the trick.Lucas Black takes over from Paul Walker as the lead in this high-octane thrill ride. Black's portrayal of car-fanatic Sean Boswell is spot-on. Scrumptious Nathalie Kelley is the female interest in this film while the bad guy is played by Brian Tee. The cast also contains Brian Goodman as Black's father, Sung Kang as Han, and Bow Wow as Twinkie. While most of the cast made me feel positively ancient, I still found the film involving and high-gloss entertainment.The numerous effects are beautiful, the Japanese scenery and backdrop is awesome and the whole film looks polished.I personally can't wait for the fourth installment, especially given the rumours of Vin Diesel's interest in it! 9 out of 10. An almost perfect sequel and worth viewing just to see the cars.",DVD_Connoisseur,"Aug 18, 2007"
7,Drifting into a Side Story: A Review of The Fast and the Furious: Tokyo Drift,"The Fast and the Furious: Tokyo Drift, released in 2006 (but still very watchable in 2025!), Like I said in my previous review for 2 Fast 2 Furious, this one also feels less like a direct sequel and more like a high-octane DLC or spin-off to the first two films. While it doesn't quite reach the heights of The Fast and the Furious or 2 Fast 2 Furious, it still manages to deliver a fun, albeit flawed, experience that car enthusiasts will likely enjoy.This installment shifts gears, leaving the familiar faces behind and introducing us to Sean Boswell, a troubled teen with a penchant for street racing. We get a fleeting glimpse of his life in America before he's shipped off to Tokyo to live with his estranged father. Here's one of the biggest drawbacks: Sean's backstory feels rushed and underdeveloped. His motivations beyond the need to escape trouble aren't fully explored. The absence of any real delving into his relationship with either his mother or father feels like a missed opportunity for emotional resonance, leaving them as mere plot devices rather than fully fleshed-out characters.The same can be said for the primary antagonist, DK, the ""Drift King"". While his scenes are effectively antagonistic, the movie glosses over his character beyond his rivalry with Sean and his connection to his mob-boss uncle. We barely scratch the surface of what drives him or his position in the Tokyo underworld, making him feel like a fairly one-dimensional villain. I think with more character development on DK and Sean's family, this would have been a much better movieDespite these shortcomings in character development, Tokyo Drift shines in other areas. The introduction of Han, with his effortlessly cool demeanor and laid-back wisdom, is a definite highlight. He quickly became a fan favorite for a reason, and his presence elevates the film. Neela, Sean's love interest, also provides a strong and engaging personality. She adds a layer of complexity to the story rather than just being a damsel in distress.Visually, Tokyo Drift is a treat. The detailed model cars, a reflection of the drift scene in Japan, are fantastic, and the vibrant soundtrack perfectly complements the fast-paced driving sequences. The film captures the neon-drenched, bustling atmosphere of Tokyo, creating an immersive and aesthetically pleasing experience. The drift sequences are exciting and entertaining, even if they don't always push the limits of reality. I think the cinematography and editing is quite good here.Overall, Tokyo Drift is a decent entry in the Fast & Furious franchise and is an enjoyable experience. It's a step down in terms of character development from its predecessors and feels more like a side story than a direct continuation, but It still delivers a visually engaging and entertaining ride. The Tokyo setting alone is worth the watch, and the introduction of Han makes for a memorable character. While not perfect, Tokyo Drift earns a solid 7/10, proving that even when the franchise takes a turn into a different street, it can still be enjoyable.",douglasc11,"Jan 4, 2025"
1,Worst movie I have ever seen,Some part of the movie doesn't make any sence and not good than previous parts and it is little bit hard to understand,akashishere-85445,"Sep 3, 2020"
10,Solid awesomeness,A really fun extravaganza of drifting and exciting soundtrack throughout! Quite under appreciated Fast and the Furious: Tokyo Drift is great for what it is definitely deserves highly than 6.0; plus Lucas Black is entertaining I think it's nice to see him grown up after Sling Blade.,UniqueParticle,"Jan 1, 2020"
7,great cars great movie,"From the fast and the furious series, this film is one of the closest to its subject. The cast in the film, of course, does not reach the Oscar level, but not the worst either. The main character is not as charismatic and pleasant as Paul Walker, and the secondary characters, with the exception of Khan, are not as interesting as in the first two afterburners. It is quite possible to believe in the worldview and thinking of the characters. As for the plot, it looks quite logical and correct, but a little far-fetched. The combination of the mafia with street racing looks interesting, but at the same time a little strange, while watching, in principle, you don't think about it. Subplots such as the development of Lucas Black's character and Natalie Kelly's relationship are clichéd and simple. The cast in this fast and the furious film is new and it was a little unusual not to see the old people, and it's even a pity that they weren't there or they didn't participate in the film in any way. I think the fans would love that. As for the main icing on the cake for people watching this series of films, which is racing and cars, Justin Lin - the director of this film did an excellent job with this task. We see great tuned cars, and some of them are quite rare. It can be seen that they were not at all sorry for the moment with the breaking of one of the 350z, which makes us, the fans, very happy. Races are built in such a way that, from the point of view of logic and the most beneficial behavior of cars on the road, if you think about it, it's ridiculous. But despite all this, the action and beauty of drifting give you a great reason to close your eyes and just relax. And drifting in this film is the main driving technique. The film has some action, it's not hard to understand, it's a pleasure to watch because of the large number of cool and fancy cars that we never or very rarely see on our roads. He was created in order to lie down on his favorite sofa after a hard day, without loading his brain and enjoy what is happening in this film, which, in principle, he easily coped with as he should.",batyrkhanmanov,"Sep 8, 2022"
5,Karate Kid on wheels,No content,askeland89,"Jun 8, 2024"
No rating,"Hans Prequel, Already made.","Hans prequel has already been made, I guess none of us never knew about it .check out Better Luck Tomorrow : http://www.imdb.com/title/tt0280477/ I'm gonna go try and rent it tonight if its around here.Well apparently i need at least 10 lines of text... Apparently this movie IS the pequel to what han did before fast and the furious 3. I don't know if it has a younger version of...you know who. but I'm hoping it does, I'd also Love to see how hans life started off in the drifting world.",forestfeet,"Jun 17, 2006"
7,Okkk,"This is not so much a third part of speed and passion as a more appropriate one. Paul Walker and van Diessel are not one of them, they are all new faces, and they are not about racing, but about the tail, and as a separate story, the plot is still more complete.",youyuzhen-07323,"Apr 27, 2020"
7,Best races and actually car focused,"The movie that initially was just a one-off that doesn't have any relation to the other two got the best car chase scenes and still is the most car-centric movie of the franchise. From the first second the music hits differently and then the racing immediately shows this is already way better than the 2nd part. It has conviction and heart to it that even some of the wacky themes, acting etc can be overlooked. It really makes no sense why the main character and everyone around him act as they do and why that actor was even chosen to be a 17-year-old when he doesn't even look young enough to be his actual age at the time. But the music and the races, the focus given on the drifting etc sweeps away everything else for the viewer. It's also wild that the character of Han and the director Justin Lin turned out to be kind of central figures in the future of the franchise. This is where the potential for the franchise really opened up even if it feels like a one-off.",Jithindurden,"Apr 20, 2023"
6,Main character ruins the movie,"Great cars and chase scenes in this movie. Based in Tokyo it made the perfect setting for a movie like this. So everything is great and this should easily be 9/10 movie but one thing and one thing only ruins this movie completely..... the main actor. How can the directors pick the most unlikable actor when everything else was spot on. I get the character in the movie is supposed to be some annoying juvenile but there were probably hundreds of other actors that would have played this role a million times better, even ones that are not overly famous. For example...Sean Faris (main actor from 'never back down') would have been perfect. But even Borat would have done a better job than the current actor. Completely missed opportunity for potentially one of the best films in this franchise.",Haris-Khan-72702,"Nov 16, 2023"
4,Awesome Right?,"I found this movie no more or no less entertaining than the other ""Fast and Furious"" films; sexy women, tough guys, fast cars, and not much else. I mean I'm sure Bow Wow with all his talent from ""All That"" and ""Like Mike"" was the best choice, but considering the role it doesn't really matter. And of course a main stream pop culture soundtrack to keep the pace of the movie. It couldn't possibly have added more creativity to the project right? Most people enjoy these films for the aforementioned things, oh and did I mention the enjoyably simplistic plot to boot? What's not to like? With that said, in all seriousness, I can't rate crap higher than I already have, otherwise I'd be insulting film makers who actually strive to make a movie instead of an ninety minute music video.",gigan-92,"Jul 4, 2011"
8,"Girls, fast cars, and MC Hammer","Loved the film. Finally a summer movie that lives up to its worth. The first 15 minutes of the movie is the tightest i've ever seen. It just bowled over all the boring parts and keeps moving. The first race is the best I've ever seen. And just when I think that's it the second one tops it. The setting of Tokyo was a great choice and fresh. I didn't know MC Hammer owns that city. Sonny Chiba was cool but this Sung Kang guy is a stud. Can't wait to see him in other films. Oh yeah, the third chase gets even better and unlike other films, the last one actually lives up to its worth. Now I have a film to watch for the rest of the summer after I get disappointed by all the poser summer films out there.",fallleeguys,"Jun 14, 2006"
6,"It's okay, but far from great.","If it wasn't for this movie being incorporated into the franchises overall story I think I might be less enthusiastic about it. Because other than the character of Han and a few good races there's not a lot I like about Tokyo Drift. Sure it's easy to just say this movie sucks because it lacks most of are favorite characters, and I'd be hard-pressed to disagree with that. But even this movies story is kinda lame. I know people praise this movie for really giving you a feel for the culture, but I'm not a car guy so that doesn't really matter to me.What matters to me when I watch a F&F movie is great, exciting action/racing scenes and a half decent story. I know it's F&F so asking for an elaborate story is comical to say the least. But Tokyo Drifts story is really hindered by that fact that 90% of the characters are in high school. So the result is a movie that feels smaller than the ones that came before it, and with far less stakes for it's characters than the ones that come after it. All in all if you stack it up against some of the others it doesn't compare, but as a standalone movie it's alright.",joshua-c-s-1996,"Mar 4, 2018"
1,"Somebody please, take my wife.","What a disappointment. Lin gets noticed by making one of the best films on teenage disillusionment I've seen in recent times and then he has to go and make two complete stinkers. I didn't think that he could possibly stoop any lower than Annapolis, but I was proved wrong. Tokyo Drift could possibly be the worst idea for a film that I've ever seen. Believe me, I'm not so naive as to think every film that gets made needs to be an award winner. There's a place for Blockbuster, tent-pole fare. But who in God's name wants to see another freaking F&F? Honestly? If you go and see this film and enjoy it. Please do us all a favor and pour nitric acid on your eyeballs. You might then be forgiven for actually giving this film props, because hey, who's gonna tell a blind guy off for liking a bad movie? Not I.Rodger Ebert, I'm so disappointed in you. Three stars?",john-996,"Jun 23, 2006"
10,Superb flick,"Greetings from Lithuania.The Fast and the Furious: Tokyo Drift (2006) is must see to fans of the franchise. Filled with good performances (really, did i just said that?) and good story, this chapter truly delivers. Being first directing effort in the series by Justin Lin - Tokyo Drift captured what fans (and not only them) have truly wanted from the movie, an involving story, fast cars, different approach to races, interesting characters. I truly believe that Tokyo Drift is the second best chapter in the franchise after superior ""Fast Five"". It delivers on every aspect. I saw it 3 time (more than any picture in the franchise), just because this movie it first off all about something, it has true real plot, with main character we start to care. Overall, Tokyo Drift is truly great entertainment all around. It has everything that can expect from the series and more - a really involving story. Barvo, great film.",851222,"Oct 31, 2014"
6,This is the best they could come up with?,"Out of all the waiters in LA that are dying to be a movie star this is the best leading man you can come up with ???? I think I have better teeth than this guy, and I need Invisalign. Where is ludacris??",BruceWayne3,"May 8, 2021"
1,I say nothing positive of this film in this review.,"What is it about Hollywood that makes it think that people are satisfied with a movie with all that is negative about this one? It makes no sense to me. A place known around the world as a place where movies are born that provide us with entertainment and, within that entertainment, emotional fulfillment. We follow a story that intrigues us through a lens that fits the mood and the style of the story, through the guise of actors that can portray characters that we, as the audience, see as good company for 2 hours. This movie has no story. The story of this third installment in the tinsel Fast and the Furious franchise is simply a moronic string of events that sometimes glares with a lack of knowledge in a field that it tackles. For instance, our hero, who the writer must've forgotten to equip with a personality, is in police custody for another of several seriously destructive street racing crashes, and so for the convenience of the plot, the guy is sent to live with his father, who is involved with the military, in Tokyo. Basically, because the guy committed enough serious crimes, he gets a free ticket to Tokyo.I don't know why I pressed return at all, as if I am to begin another paragraph stating how bad this movie is. Why did I do that? I say the less attention we give to movies like this, the more the probability is of studio execs realizing that it is finally less advantageous for them to make such crap. I mean, I was happy earlier on when I came to its IMDb page upon seeing it and finding that its user rating was somewhere in the 3's, where, to speak as generously as I can, it belongs, but it's crept up into the 5's. Join in the revolt! Send this movie back down the rating scale! Quickly, before some innocent film-goer looks at it and doesn't think the rating is low enough to ensure that they shouldn't risk seeing it!I wasn't fond of this film.",jzappa,"Sep 12, 2006"
No rating,Best Performance: Anything Not Moving,"The Fast and The Furious: Tokyo Drift (2006) * (out of 4) The third film in the series has redneck teen Sean Boswell (Lucas Black) being sent to Tokyo to live with his father. Once there he gets mixed up with another high school punk who just happens to be the nephew of a powerful gangster (Sonny Chiba). The first film in this series was good and the follow-up wasn't too bad when you considered everything that it was. This third film, however, is a complete disaster from the word go and it's rather shocking that this here didn't put an end to the entire series. I'm not going to overstate something by calling this one of the worst movies ever made because it isn't. However, I'm really not sure I can say this isn't one of the dumbest movies ever to come out of Hollywood. When you look at the budget of this thing one really has to wonder where it all went because it's obvious that nothing was spent on an acting coach. This film contains some of the worst acting I've seen from any professional movie. There are moments here that are simply so bad that you can't help but want to laugh at the scene and this is especially true during the introduction to the Sean character when he picks a fight with a football jerk. There's really nothing but one bad performance after another and it really makes you wonder if perhaps the director simply didn't care because he knew no one goes to a film like this expecting ""acting."" This might be true but you have to give us something better than this. I also found the racing scenes to be quite boring and they're actually worse than what was in the second film. They lack any real imagination and I'd argue that they rarely make any sense. THE FAST AND THE FURIOUS: TOKYO DRIFT is a pretty awful film from the word go but at least we get to see Chiba but at the same time it's sad seeing him waste time in something like this.",Michael_Elliott,"May 8, 2013"
6,Great & Bad,"Jagshemash!Music: 8, Cars: 9, Girls: 7, Acting: 2, Accent on main character: 1, Story: 3, Complete movie: 5.5I'll was missing the beemer who always crashes in this type of movie.And don't you think that our friend Sean Boswell is a very quick learner of this hard driving skills called drifting. That Lucas Black fellow is a masterpiece of it self, he can act and talk with a hot potato in his mouth at the same time. That's something! Or...But the girl Neela was a fine piece of art. Damn!Later!//Daniel",VHDanne,"Nov 8, 2006"
6,third in the series,"i liked this third entry in the series better than the second one,2 Fast 2 Furious.this one has more exciting race sequences,and i liked the story better.this one has a whole new cast.no one from the first two films appears here.i liked the surprise ending.it was something i didn't expect.this entry is still not as fun as the first one,but it's better than average.the acting was actually pretty decent for the genre.so far there are four movies in the series with a fifth one to be release into theatres on April 29.they must be profitable or they would stop making them,but you gotta wonder how much is too much.anyway,for me,The Fast and the Furious: Tokyo Drift is a 6/10",disdressed12,"Apr 24, 2011"
6,Was a good movie,"""The Fast and the Furious: Tokyo Drift"" is a mixed bag of a movie. On the one hand, it delivers on the promise of high-speed racing and exciting car chases that fans of the franchise have come to expect. The drifting sequences, in particular, are impressive and visually stunning. The movie also benefits from its unique setting in Tokyo, which adds a fresh and interesting perspective to the franchise.However, the movie also suffers from a lackluster plot and forgettable characters. The story feels flat and uninspired, with a predictable and clichéd plotline that offers little in the way of surprises. The characters are also underdeveloped, with none of them being particularly memorable or interesting.The movie's lead, played by Lucas Black, is particularly bland, with little charisma or personality to speak of. The supporting cast,",sufyaanrashid95,"May 1, 2023"
1,"Summary? ... sorry, not possible","Theysay my comment has to be at least 10 lines. I hate to think I have to devote more time to this dog of a film. How's this for 10 lines? Tokyo Drift sucked so much I threw up on the guy next to me but he didn't notice because he was too busy throwing up on the guy next to him. I can't even do 10 lines.The acting was so sucky. Lots and lots of the typical young actors with cheesy attitude and not even a tad of talent. How in God do they get work? Plot? Ummm... couldn't find one. Maybe a gimmick to use ""drifting"" as a theme.Lots of nice girly butts... wow, that's original. It's the only thing that worked.Gotta go throw up again.",free-wheeling,"Oct 8, 2006"
9,"Better than the sci-fi, CGI stuff","This movie is purely based on cars like fast and furious was supposed to be about. Although Lucas Black was 24 when this came out he plays a 17 year old teenager and Sung Kang as Han tops this.
They got a real drifter for most of the scenes: Keiichi Tsuchiya",ryanclark-47273,"Jan 28, 2021"
6,Not bad at all and better than i thought,Well being a fan of the 1st but deffo not 2nd film i watched this with some what interesting ideas.Yes the lead role is weak and his accent is really bad throughout but all in all not a bad film. Great chase scenes and drifting is top notch. When you watch the film you will have great respect for the stunt men during this film.All in all well worth a watch but maybe no worth adding to the collection though. Also there are some hot honnies in it which is always worth a mention. The man girl is a Chinese / American cross and man she is fit.,Gezzerboy,"Sep 17, 2006"
1,Hello,I would like to say this movie was a big waste of my life.For one the people used made the movie seem so fake.And i just didn't like the people picked.Absolutely the worst combination This movies awful.The setting isn't all that good.I mean for the people they chose to be in this movie they should of had the setting in New York city instead of making it seem as if there are in some unimaginative place.Furthur more this movie has poor acting.The movie doesn't even make you laugh.I mean i've seen movies that have been rated 1 half a star but them movies at least made me laugh.I mean this movie didn't even have a since of humor.I couldn't laugh anyway you put it because i disliked a particular person chosen to be in this movie that i will not shout out.But they shouldn't have put that teenager into this movie.,keykey-1,"Aug 27, 2006"
9,The Fast and the Furious reborn in Tokyo,"When I first heard about Tokyo Drift and realised that it would feature none of the original cast members, I was sure it would be a major let down that was just cashing in, so I ignored it. Eventually, I sat down to watch the movie when it arrived on Sky and I must say that I'm impressed. The film more than exceeded my low expectations and whilst it way a little bit routine in places, I had a great time watching it.Not only is this film a damn good car/action film in it's own right, it is arguably the best in the series. The new cast is great with Lucas Black heading up the roster as Sean Boswell, an American street racer who moves to Japan and becomes embroiled in the underworld Tokyo street racing scene. Black proves to be better to watch than Paul Walker was in the previous movies in the franchise because he is a better actor (which isn't saying much but still...), whilst the other characters all have chemistry on screen too, creating an authentic Japanese street racing feel. The stand out character in the movie for me though was Sung Kang as Han, easily the coolest character in the film.Justin Lin does a great job of capturing the art of drifting as well as keeping a good sense of speed and a focus on the character development. Whilst it's never going to win any Oscars, The Fast and the Furious: Tokyo Drift is infinitely better than 2 Fast 2 Furious and is in some ways better than the original movie too. If Lin can continue this trend into the fourth film in 2009, I will be the first in line at the cinema to see Vin Diesel return to the franchise.If like me, you were initially put off by the lack of ties to the first two movies, give Tokyo Drift a chance and you'll probably find you'll enjoy it. Car fans should have no problems liking the subject matter (Cars and beautiful girls) and whilst it doesn't make you think a whole lot, you really can't go wrong with the 3rd effort in the popular Fast and Furious franchise. Oh and by the way, the last scene is guaranteed to make fans of the series smile, the movie is worth watching just for that.",matt19007,"May 5, 2008"
6,"2 Fast, 2 Furious ... but unfortunately 2 Much","Lucas Black takes the leading role from Paul Walker in this the third outing of the Fast & Furious series, that - unlike the previous two movies - focuses on the art of 'drifting'. Director Justin Lin does a decent enough job here, with a lot to contend with from its superb predecessors. The setting is the streets of Tokyo, Japan, as Lucas Blacks character is shipped off from the US to Japan in order to avoid jail. There he gets involved in the underworld car racing, or should I say car drifting, scene.The acting is average at best, with the relatively unknown Black doing the best he can, but clearly lacking experience. The racing scenes are, as expected, top notch, but the plot just seems silly, and it is these racing scenes that are needed to carry the film through to the end. The main problem with this film is that it really needed a stronger on screen presence, but since none of the original cast returned and all the actors are relatively unknown this was clearly lacking. Overall it was an average attempt at a movie. The action is good but the acting and plot struggle throughout, and I think personally this was significantly lacking when compared to the first two movies. Without spoiling the film, there is a nice surprise during the final couple of minutes, that added a point to my rating, but it wasn't enough. It gets an average rating of 6-10 - watchable.C><",craigy101,"Jul 4, 2006"
1,haha,No content,TruePrincess,"Oct 7, 2006"
No rating,Maybe it's only for car enthusiasts,"This film tells the story of a young American guy who gets into trouble in his town because he won a street race with a rich kid. He moves to Tokyo to join his father and hopefully stay out of trouble, but he soon gets into more trouble by mixing with the criminal underworld of Tokyo.""The Fast and the Furious: Tokyo Drift"" has a thin plot that revolves around cars and fights. It is not so interesting for me to hear car engines roar, and look at extended shots of cars that are supposedly fancy. The other thing that annoys me is that I have a very hard time believing that there really is such a racing subculture in Tokyo. People dress like that in Japan! And the main characters look too out of place in a Japanese local school! I remember the first ""The Fast and the Furious"" literally blew me away with its action and passion. This one is just a bore. Maybe it's only for car enthusiasts.",Gordon-11,"May 15, 2015"
6,"The Worst Of ""TFATF"" Movies, But Still Worth Watching",No content,destinylives52,"Jan 9, 2017"
7,Street racing is back with attention to drifting this time,"This is a sequel that has almost nothing to do with the previous two movies in this franchise. With that being said, this is still a pretty good sequel but that could be because I had a low expectation for this movie. And even if there is some plot holes in this story, it is still a engaging movie. This one also has some of the most entertaining race sequences, at least compared to the previous movies in this franchise. The racing scenes and chase scenes are a very well done, especially the execution of it all including the drifting. The acting in this movie isn't anything really good but the character Han Lue(Sung Kang) stood out because of his charisma and his laid back attitude. So it's cool he is going to be in the ""Fast Five"" movie in 2011. Overall the story is ridiculous like the previous two movies, but it's still a pretty entertaining and to some degree engaging. This is a movie that some car fanatics can relate with, especially fans of import cars and drifting.7.3/10",KineticSeoul,"Apr 28, 2011"
2,disappointing,No content,disarmed-1,"Aug 10, 2006"
9,Underrated,"When FAF movies were actually about racing
Nice races sequences
Han completely steals the protagonism.",santiiba,"Sep 8, 2021"
6,OK for a 3rd installment in a franchise,"Justin Lin's first foray into the fast and furious franchise is rather the odd one out in the series, as it contains none of the original cast and is out of sequence from the rest of the films. But it is an interesting and refreshing film for the franchise. New lead character Sean Boswell (Lucas Black). After getting in trouble in America is forced to move to Tokyo to live with his father. Here he gets involved with Drift racing, Yakuza and future series regular Han Seoul-Oh (Sug Kang). I know fast and furious films are things that don't get dragged down exposition and plot. But even so this film does seriously lack any sort of plot. The acting at times is atrocious, and with Lucas Black you are wishing for a quick return of Vin Diesel and Paul walker. What is unusual, but very good especially for an action film. Is the actual use of Tokyo instead of just a weird, exotic location for are fish out of water scenario. We get to see bits of Japanese culture for example in locations used such as the Pachinko parlour,or a rather humorous scene involving a sumo wrestler,and many others. Justin Lin is a decent director and his decision to use drifting as the type of racing in the film does open it up for some beautiful shots that car fanatics will love.Overall the film is dramatically awful. But the actions beats and the use of Tokyo. Make this an interesting addition to the franchise.",paulsrobinson,"May 24, 2013"
2,What were they thinking?,"I rather enjoyed the first one, the second one was O.K., but tokyo drift was absolutely retched. I /could not believe/ the character they cast as the star. Unbelievabley ridiculous. So this guy is completely irritating to look at, it's even worse when he talks, and he is also a bumbling, clumsy idiot. He does nothing but embarrass himself the entire movie. The idiocy that flows from him manages to draw the attention of a local hotshot, he takes him under his wing (for whatever reason, god knows), and it continues into one of the worst action/adventure movies, ever. Complete and utter disgrace to the legacy Paul Walker left to ""The Fast and the Furious"" movies. I didn't give it a 1 because they did a decent job choreographing the cars and street scenes, the rest was as bad as it gets (actors, acting, storyline, EVERYTHING ELSE).",doktarzues,"Sep 8, 2006"
8,The best drifting film I've ever watched,"I enjoy watching this movies, I've watched it couples of times already. It was the most marvelous movie I've ever seen. My favorite scenes are drifting and racing parts.One of most my favorite character is Sean Boswell, he is the main character of this series. I like him because he is the most lively character and full of responsibility. He feels real to me because i like his drifting skills and I wish one day i could be able to drift like him. I like drifting and racing parts because since i was younger i watch only racing films and i watched all fast and furious episodes. This episode impresses me with sporty and modified cars for instance, Nissan 350Z(driven by Takashi) Mazda RX-7 (driven by Han). I found this frustrating because i didn't supposed Han would die in this episode and i have no idea why in the ending of fast furious 6 they cut the scene which Han dies to put in that episode.",yeanaphirak,"Nov 18, 2015"
